answer,subject,choice_3,choice_2,choice_1,choice_0,question
0,high_school_microeconomics,نسبتاً کم مقدار,نسبتاً زیادہ قیمت,رشتہ دار بہبود کا نقصان,معمولی قیمت کے برابر قیمت,مندرجہ ذیل میں سے کون سا ایک ہی پروڈکٹ بنانے والی اجارہ داری کے مقابلے میں مسابقتی مارکیٹ کے ڈھانچے کے نتیجے میں زیادہ امکان ہے؟
2,high_school_microeconomics,ایک دوپولی,ایک اولیگوپولی,ایک اجارہ داری سے مسابقتی صنعت,ایک مسابقتی صنعت,ایک ایسی صنعت کو کہا جائے گا جس میں تین فرمیں معیاری یا مختلف مصنوعات فروخت کرتی ہوں۔
2,high_school_physics,صرف II اور III,صرف III,صرف II,صرف I اور II,ایک ہلکی پھلکی کھلونا کار ایک بھاری کھلونا ٹرک سے ٹکرا گئی۔ تصادم کے نتیجے میں درج ذیل میں سے کون سا بیان درست ہے؟ I. کار ٹرک سے زیادہ تحریک کا تجربہ کرے گی۔ II گاڑی ٹرک کے مقابلے میں رفتار میں زیادہ تبدیلی کا تجربہ کرے گی۔ III کار کی تیز رفتاری کی شدت ٹرک کے تجربہ سے زیادہ ہوگی۔
2,high_school_physics,100-W کا بلب چار گنا زیادہ روشن ہے۔,50-W کا بلب دوگنا روشن ہے۔,100-W کا بلب دوگنا روشن ہے۔,بلب کی چمک ایک جیسی ہے۔,100W پر درجہ بندی والا لائٹ بلب 50W پر درجہ بندی والے بلب سے دوگنا روشن ہوتا ہے جب دونوں متوازی طور پر براہ راست 100-V ماخذ سے جڑے ہوتے ہیں۔ اب تصور کریں کہ یہ بلب ایک دوسرے کے ساتھ سیریز میں جڑے ہوئے ہیں۔ کون سا روشن ہے، اور کتنا؟
0,high_school_physics,رداس دو بار استعمال کریں۔,نصف رداس کا استعمال کریں,لمبائی دو بار استعمال کریں,نصف لمبائی کا استعمال کریں,آپ کے پاس لمبائی L، رداس Q، اور مزاحمت Q کا ایک تار ہے۔ آپ کو اسی مواد کا استعمال کرتے ہوئے اور صرف ایک عنصر کو تبدیل کرتے ہوئے نصف مزاحمت حاصل کرنے کی ضرورت ہے۔ تم کر سکتے ہو
0,high_school_physics,تیراک کے بازوؤں پر تیراک کے دھڑ کی طاقت,ارد گرد کے پانی پر تیراک کے بازوؤں کی طاقت,تیراک کے دھڑ پر تیراک کے بازوؤں کی قوت,تیراک کے بازوؤں پر آس پاس کے پانی کی طاقت,ایک تیراک اپنے بازوؤں کو حرکت دے کر پانی کے ذریعے خود کو آگے بڑھا سکتا ہے۔ درج ذیل میں سے کون صحیح طور پر درخواست دہندہ اور تیراکی کے آگے بڑھنے کے لیے ذمہ دار فورس کے وصول کنندہ کو بتاتا ہے؟
2,high_school_physics,اس پر کوئی اثر نہیں پڑے گا۔,یہ 8 کے فیکٹر سے بڑھے گا۔,یہ 4 کے فیکٹر سے بڑھے گا۔,یہ 4 کے فیکٹر سے کم ہو جائے گا۔,ہیلیم سے بھرا ہوا ایک کروی غبارہ ہوا میں تیر رہا ہے۔ اگر غبارے کو اس وقت تک فلایا جاتا ہے جب تک کہ اس کا رداس دوگنا نہ ہو جائے، تو غبارے پر موجود خوش کن قوت کیسے متاثر ہوگی؟
0,high_school_physics,24 میٹر,18 میٹر,12 میٹر,9 میٹر,ایک آبجیکٹ ابتدائی طور پر آرام کے وقت ایک وقت کے مختلف سرعت کا تجربہ کرتا ہے جو a = (2 m/s^3)t کے ذریعے t ≥ 0 کے لیے دیا جاتا ہے۔ آبجیکٹ پہلے 3 سیکنڈ میں کتنی دور سفر کرتا ہے؟
0,high_school_physics,0.10%,21.40%,78.60%,99.90%,حفاظتی ہیڈ فون کا ایک جوڑا جیٹ انجن کی آواز کو 140 dB سے 110 dB تک کم کر دیتا ہے۔ کتنے فیصد شور کو بلاک کیا جا رہا ہے؟
1,high_school_physics,جیسے ہی حرارت کنٹینر میں بہتی ہے، اینٹروپی بڑھ جاتی ہے، اور گیسوں کی اوسط رفتار اور اوسط حرکی توانائی کا تعین کرنا ممکن نہیں ہے۔,ہائیڈروجن کے مالیکیولز، اوسطاً، زیادہ رفتار کرتے ہیں اور زیادہ اوسط حرکی توانائی کے ساتھ ختم ہوتے ہیں۔,ہائیڈروجن کے مالیکیولز، اوسطاً، زیادہ رفتار کے ساتھ ختم ہوتے ہیں، لیکن دونوں گیسوں کے مالیکیول ایک ہی اوسط حرکی توانائی کے ساتھ ختم ہوتے ہیں۔,دونوں گیسوں کے مالیکیولز، اوسطاً، رفتار اور اسی اوسط حرکی توانائی کے ساتھ ختم ہوتے ہیں۔,ہائیڈروجن اور کاربن ڈائی آکسائیڈ کے مالیکیولز کی مساوی تعداد کو ایک بند کنٹینر میں رکھا جاتا ہے۔ گیسیں ابتدائی طور پر 300 K کے درجہ حرارت پر ہوتی ہیں جب کنٹینر کو ایک تندور میں رکھا جاتا ہے اور 600 K کے نئے توازن والے درجہ حرارت پر لایا جاتا ہے۔ مندرجہ ذیل میں سے کون بہتر بیان کرتا ہے کہ گیسوں کے مالیکیولز کی سالماتی رفتار اور حرکی توانائیوں کے ساتھ کیا ہو رہا ہے۔ جیسا کہ وہ 300 K سے 600 K تک جاتے ہیں؟
2,high_school_physics,بار ترجمے یا گردشی طور پر تیز نہیں ہو سکتا۔,نیٹ ٹارک صفر ہو جائے گا اگر F1 اور F2 کو ایک ہی نقطہ پر لگایا جائے۔,اگر F1 اور F2 کو ایک ہی نقطہ پر لاگو نہیں کیا جاتا ہے تو بار ترجمہی طور پر تیز ہو سکتا ہے۔,بار پر نیٹ ٹارک بھی صفر ہونا چاہیے۔,ایک فلیٹ میز پر یکساں بار پڑا ہے۔ کشش ثقل اور عام قوتوں کے علاوہ (جو منسوخ ہو جاتی ہیں)، بار پر دو دیگر قوتیں، F1 اور F2، جو میز کی سطح کے متوازی ہیں، کے ذریعے عمل کیا جاتا ہے۔ اگر چھڑی پر خالص قوت صفر ہے، تو مندرجہ ذیل میں سے کون سا درست ہے؟
3,high_school_physics,200 میٹر فی سیکنڈ,100 میٹر فی سیکنڈ,40 میٹر فی سیکنڈ,20 میٹر فی سیکنڈ,ایک تیر کا مقصد افقی طور پر، براہ راست 20 میٹر دور ہدف کے مرکز میں ہوتا ہے۔ تیر ہدف کے مرکز سے 0.050 میٹر نیچے جاکر مارتا ہے۔ ہوا کی مزاحمت کو نظر انداز کرتے ہوئے، تیر کی ابتدائی رفتار کیا تھی؟
3,high_school_physics,M(L^2)/T^3,(L^2)M/T^3,(M^2)L/T^2,(L^2)M/T^2,اگر L، M، اور T بالترتیب لمبائی، بڑے پیمانے پر اور وقت کے طول و عرض کو ظاہر کرتے ہیں، تو طاقت کے طول و عرض کیا ہیں؟
3,high_school_physics,750 میٹر,500 میٹر,375 میٹر,250 میٹر,ایک پراجیکٹائل کو ایک پیرابولک راستے میں سطح زمین پر لانچ کیا جاتا ہے تاکہ اس کی رینج عام طور پر 500 میٹر ہو۔ جب پرکشیپک اپنی پرواز کے عروج پر ہوتا ہے، تو پرکشیپی مساوی کمیت کے دو ٹکڑوں میں ٹوٹ جاتی ہے۔ ان میں سے ایک ٹکڑا سیدھا نیچے گرتا ہے جس میں مزید افقی حرکت نہیں ہوتی ہے۔ دوسرا ٹکڑا لانچ پوائنٹ سے کتنی دور اترتا ہے؟
2,high_school_physics,ٹوکری کا حجم اور قوت کی شدت,ٹوکری کا حجم، ٹوکری کی ابتدائی رفتار، اور کارٹ کی آخری رفتار,ٹوکری کا ماس اور ٹوکری کا فاصلہ,قوت کی شدت، کارٹ کی ابتدائی رفتار، اور کارٹ کی آخری رفتار,لیبارٹری میں، ایک ٹوکری ایک ہی افقی قوت کا تجربہ کرتی ہے کیونکہ یہ سیدھی لائن میں افقی طور پر حرکت کرتی ہے۔ اس تجربے کے بارے میں جمع کیے گئے درج ذیل ڈیٹا میں سے، جو افقی قوت کے ذریعے کارٹ پر کیے گئے کام کا تعین کرنے کے لیے کافی ہے؟
1,high_school_physics,آواز ایک مکینیکل لہر ہے جو اپنے پروپیگنڈہ میڈیا میں سمت بدل سکتی ہے۔,روشنی ایک برقی مقناطیسی لہر ہے جو ایک ذرہ کے طور پر کام کر رہی ہے۔,آواز کی طول موج لمبی ہوتی ہے، جو پھیلاؤ کو بڑھاتی ہے۔,روشنی 3 × 10^8 m/s کی رفتار سے سفر کرتی ہے، جو کسی کونے کے گرد سمت تبدیل کرنے کے لیے بہت تیز ہے۔,یہ دیکھا گیا ہے کہ ایک کونے کے ارد گرد آوازیں سنی جا سکتی ہیں لیکن وہ روشنی کسی کونے کے ارد گرد نہیں دیکھی جا سکتی۔ اس مشاہدے کی معقول وضاحت کیا ہے؟
1,high_school_physics,چارج پورے دائرے میں یکساں طور پر تقسیم کیا جاتا ہے۔,چارج کرہ کے اندر مسلسل حرکت کرتا ہے۔,چارج صرف سطح پر رہتا ہے؛ سطح پر چارج کی تقسیم اس بات پر منحصر ہے کہ دیگر چارج شدہ اشیاء کرہ کے قریب ہیں۔,چارج سطح پر یکساں طور پر تقسیم کیا جاتا ہے۔,ایک کروی موصل ایک خالص چارج رکھتا ہے۔ اس چارج کو کرہ پر کیسے تقسیم کیا جاتا ہے؟
2,high_school_physics,8x میٹر,4x میٹر,3x میٹر,2x میٹر,v0 کی رفتار سے سفر کرنے والی کار اپنے بریک لگاتی ہے، x m کے فاصلے پر ایک اسٹاپ پر پھسلتی ہے۔ یہ فرض کرتے ہوئے کہ بریکوں کی وجہ سے سست رفتاری مستقل ہے، اگر ایک ہی کار ابتدائی رفتار سے دوگنا سفر کر رہی ہو تو اس کا فاصلہ پھسلنا کیا ہوگا؟
2,high_school_physics,تعین نہیں کیا جا سکتا,Wc < 2R(mv^2/R),Wc = 2R(mv^2/R),Wc > 2R(mv^2/R),یہ دیکھتے ہوئے کہ زمین کی کمیت m ہے، اس کی ٹینجینٹل رفتار جیسا کہ یہ سورج کے گرد گھومتا ہے v ہے، اور سورج سے زمین کا فاصلہ R ہے، مندرجہ ذیل میں سے کون سی صحیح طور پر مرکزی قوت Wc کے ذریعہ کئے گئے کام کی وضاحت کرتا ہے۔ سال کا وقت؟
3,high_school_psychology,فریمنگ,سکیما,تصدیق کے تعصب,نمائندگی کا جائزہ,ایلیسا خریداروں کے ایک گروپ کو دودھ کا اشتہار پیش کرتی ہے جو 99 فیصد چکنائی سے پاک ہوتا ہے اور خریداروں کے دوسرے گروپ کو دودھ کا اشتہار دیتا ہے جو 1 فیصد چکنائی والا ہوتا ہے۔ الیسا کا سب سے زیادہ امکان ٹیسٹ کیا ہے؟
3,high_school_psychology,کمک کے متغیر تناسب کے نظام الاوقات مقررہ نظام الاوقات کے مقابلے معدوم ہونے کے لیے زیادہ مزاحم ہیں۔,کمک کے متغیر تناسب کے نظام الاوقات عامیت اور پریمیک اصول جیسے مسائل سے بچتے ہیں۔,کمک کے متغیر تناسب کے نظام الاوقات زیادہ تیزی سے نتائج پیدا کرتے ہیں۔,کمک کے مقررہ تناسب کے نظام الاوقات زیادہ وقت کے حامل ہوتے ہیں۔,ایک محقق ایک مقررہ تناسب کے بجائے کمک کا متغیر تناسب کیوں استعمال کر سکتا ہے؟
3,high_school_psychology,وہ نئی معلومات کو LTM میں پہلے سے ذخیرہ شدہ معلومات سے جوڑتے ہیں۔,وہ نمائندگی کے شعبوں کو بڑھا کر یادداشت کی صلاحیت کو بڑھاتے ہیں۔,"وہ معلومات کو ایک متوقع ترتیب میں ""فائل"" کرتے ہیں تاکہ اسے بازیافت کرنا آسان ہو۔",وہ معلومات کو انکوڈ کرتے ہیں اور اسے STM میں محفوظ کرتے ہیں تاکہ اسے بازیافت کرنا آسان ہو۔,مندرجہ ذیل میں سے کون بہتر وضاحت کرتا ہے کہ یادداشت کے آلات، جیسے لوکی کا طریقہ، عام طور پر لوگوں کو معلومات کو یاد رکھنے میں مدد کرنے کے لیے کیوں مؤثر ہیں؟
3,high_school_psychology,عام,منفی طور پر ترچھا,غیر متناسب,مثبت طور پر ترچھا,کسی ڈیٹا سیٹ کے وسط، موڈ اور میڈین کے برابر ہونے کے لیے، تقسیم ہونا ضروری ہے۔
3,high_school_psychology,جڑیں,منسلکہ,مورو,بابنسکی,مندرجہ ذیل میں سے کون سے نوزائیدہ اضطراب بچوں کو کھانا تلاش کرنے اور کھانے میں مدد کرتے ہیں؟
1,high_school_psychology,STM اور LTM کے درمیان فرق,کام کرنے والی میموری کی مدت۔,حسی میموری کی صلاحیت,سیریل پوزیشن اثر.,اسپرلنگ کی جزوی رپورٹ کی تکنیک کو جانچنے کے لیے ڈیزائن کیا گیا تھا۔
1,high_school_psychology,نیند کی کمی اور رات کے خوف,نیند کے آغاز کی اقساط میں کمی,میموری کے کاموں میں مداخلت,مرحلہ 3 اور 4 نیند کی شدید، طویل مدت,REM نیند کی کمی عام طور پر کس قسم کے ضمنی اثرات کا سبب بنتی ہے؟
3,high_school_psychology,طولانی مطالعہ,لین دین کا تجزیہ,سروے,کراس سیکشنل مطالعہ,مندرجہ ذیل میں سے، جو افراد کے بارے میں سب سے زیادہ درست اور قابل اعتماد ڈیٹا فراہم کرتا ہے جب وہ ترقی کے مختلف مراحل سے گزرتے ہیں؟
3,high_school_psychology,ایک الگورتھم,نمائندگی کا جائزہ,دستیابی کا جائزہ,مقدمے کی سماعت اور غلطی,ایلیلز کے مختلف ممکنہ امتزاجوں کو تلاش کرنے کے لیے شارٹ کٹ استعمال کرنے کے بجائے جن کا نتیجہ کسی خاص جین والے نطفہ کے ذریعے انڈے کی فرٹیلائزیشن کے نتیجے میں ہو سکتا ہے، شکیرا اس امکان کا تعین کرنے کے لیے ہر ممکنہ امتزاج کو منظم طریقے سے درج کرتی ہے کہ بچہ ایک مخصوص سیٹ دکھائے گا۔ خصلتوں کی شکیرا کے استعمال سے مسئلہ حل کر رہی ہے۔
2,high_school_psychology,جینا اپنی دائیں ٹانگ کو حرکت دینے کے قابل تھی۔,جینا اپنے بائیں ہاتھ کو حرکت دینے کے قابل تھی۔,جینا بولنے کے قابل تھی۔,جینا سمجھ گئی تھی کہ اس سے کیا کہا گیا تھا۔,دماغی نقصان کی وجہ سے، 10 سالہ گینا نے اپنے دماغ کے تقریباً پورے دائیں نصف کرہ کو ہٹانے کے لیے سرجری کرائی۔ آپریشن کے اگلے دن مندرجہ ذیل میں سے کون سا مشاہدہ دماغ کی پلاسٹکٹی کو بہترین انداز میں ظاہر کرتا ہے؟
1,high_school_psychology,بے ترتیب نمونے لینے,ارتباطی تحقیق,فطری مشاہدہ,نیم تجرباتی,ایک ماہر نفسیات، قیدیوں کے رویے کا مطالعہ کرنا چاہتا ہے، جیل کے محافظ کے طور پر لباس پہننے کا انتظام کرتا ہے تاکہ وہ تفریحی مقام میں کھڑا ہو اور بغیر کسی رکاوٹ کے قیدیوں کے اعمال اور تعاملات کا مطالعہ کر سکے۔ ماہر نفسیات مندرجہ ذیل میں سے کون سا تحقیقی ٹول استعمال کر رہا ہے؟
1,high_school_psychology,انسانی رویہ متضاد لاشعوری محرکات کا نتیجہ ہے۔,کنڈیشنگ سے برتاؤ کا نتیجہ۔,لوگوں کا رویہ بنیادی طور پر آزاد مرضی کا نتیجہ ہے۔,تمام رویے کا پتہ انسانی حیاتیاتی افعال سے لگایا جا سکتا ہے۔,ایک ماہر نفسیات جو انسانی نقطہ نظر پر یقین رکھتا ہے اس کے مندرجہ ذیل بیانات میں سے کس سے اتفاق کرنے کا امکان زیادہ ہے؟
0,high_school_psychology,hypothalamus اور thalamus,میڈولا، پونز اور سیریبیلم,سیپٹم، امیگدالا، ہپپوکیمپس، اور سینگولیٹ کورٹیکس,دماغی پرانتستا,انسانی دماغ کے حجم کا نصف سے زیادہ حصہ پر مشتمل ہوتا ہے۔
3,high_school_psychology,آبجیکٹ کی مستقل مزاجی,metacognition,منتقلی,کھیل بمقابلہ سیکھنے,"چھ ماہ کی ساشا اپنی ماں کے ساتھ ""پیک-اے-بو"" کھیلنا پسند کرتی ہے، یہ اس بات کا اشارہ ہے کہ اس میں"
2,high_school_psychology,بنیادی جذبات کے بعد مخالف جذبات ہمیشہ بنیادی جذبات سے کمزور ہوتے ہیں۔,جذبات کو ابھارنے والے واقعے کی تکرار مخالف جذبات کو تقویت دیتی ہے۔,خوشی اور ناخوشی ایک ساتھ مل کر کسی کو زندگی بھر نسبتاً مستحکم رکھتی ہے۔,سرخ جذبات کے بعد سبز جذبات ہوتے ہیں۔,جذبات کے مخالف عمل کے نظریہ کے مطابق،
3,high_school_psychology,محرک جنرلائزیشن,تیار سیکھنے,اویکت سیکھنے,ردعمل عام کرنا,تھینکس گیونگ ڈنر میں ٹرکی، سٹفنگ اور سب کچھ کھانے کے بعد، کرمینہ شدید بیمار ہو جاتی ہیں۔ اس واقعے کے بعد آنے والے ہفتوں میں، کرمینا کو چکن کے لیے ناقابلِ وضاحت نفرت محسوس ہوتی ہے، جو اس کی پسندیدہ پکوانوں میں سے ایک ہے۔ چکن کے بارے میں کرمینا کا احساس جھلکتا ہے۔
2,high_school_psychology,ایک ایسے شخص کی تشخیص کی گئی ہے جس کی تشخیص ایک dissociative عارضے میں ہے اسے نوکری رکھنے میں دشواری ہو سکتی ہے۔,شیزوفرینیا کی تشخیص کرنے والے شخص کو فریب کا سامنا کرنا پڑتا ہے۔,ایک ایسے شخص کی تشخیص کی جاتی ہے جس کی تشخیص ایک dissociative عارضے میں ہوتی ہے اس میں وہم ہونے کا امکان ہوتا ہے۔,شیزوفرینیا والے شخص کی ایک سے زیادہ شخصیت ہونے کا امکان ہوتا ہے۔,شیزوفرینیا کے ساتھ تشخیص کرنے والا شخص کس طرح سے اس شخص سے مختلف ہوگا جس کی تشخیص ایک الگ الگ عارضے میں ہے؟
0,high_school_psychology,برتاؤ ان طریقوں کی تالیف ہے جس میں لوگ سوچتے ہیں اور بات چیت کرتے ہیں۔,سلوک جینیاتی پروگرامنگ اور ارتقاء کی پیداوار ہے۔,سلوک بیرونی جزا اور سزا کا ردعمل ہے۔,رویے کی حوصلہ افزائی اندرونی، لاشعوری قوتوں سے ہوتی ہے۔,مندرجہ ذیل میں سے کون سا بہترین رویے کے نفسیاتی نقطہ نظر کے نقطہ نظر کا خلاصہ کرتا ہے؟
3,high_school_psychology,فیٹل الکحل سنڈروم,ٹرنر سنڈروم,کلائن فیلٹر سنڈروم,ٹائی سیکس کی بیماری,مندرجہ ذیل میں سے کون سا ٹیراٹوجن کی وجہ سے ہوتا ہے؟
1,high_school_psychology,مریم آئنس ورتھ,کارل راجرز,بی ایف سکنر,سگمنڈ فرائیڈ,مندرجہ ذیل میں سے کون سا سائنسدان سب سے پہلے کمک اور سیکھنے کے درمیان تعلق کا مطالعہ کرنے والوں میں شامل تھا؟
3,high_school_psychology,متعدد ذرائع سے مطالعہ کریں۔,سیریل پوزیشن اثر پر بہت زیادہ انحصار کرتے ہیں.,جتنی بار ہو سکے اس کتاب کو پڑھیں۔,اپنی مختصر مدت کی یادداشت میں زیادہ سے زیادہ ذخیرہ کریں۔,اے پی سائیکالوجی کے امتحان کے لیے پڑھتے ہوئے، اچھا مشورہ دیا جائے گا۔
2,high_school_psychology,وہم,دن کے خواب,بے ہوش,بے ہوش,غیر متعلقہ خیالات جو محرک فراہم کرتے ہیں جب آپ کی دلچسپی نمایاں ہوتی ہے، آپ کو مثبت جذبات کا تجربہ کرنے دیتے ہیں،
1,high_school_psychology,نقوش,اسکیماس,فکسڈ ایکشن پیٹرن,محرکات,انواع سے متعلق مخصوص طرز عمل جن کی سماجی تعلیم یا کنڈیشنگ کے نتیجے میں وضاحت نہیں کی جا سکتی ہے، جیسے کہ مونارک تتلیاں میکسیکو کے لیے اڑتی ہیں، کو کہا جاتا ہے۔
0,high_school_psychology,یہ فیصلہ کرنے سے پہلے کہ وہ سزائے موت کی کتنی مضبوطی سے حمایت کرتی ہے، سزائے موت کے بارے میں مزید معلومات چاہتی ہے۔,اس کے خیالات بالکل نہیں بدلے ہیں۔,سزائے موت پر کم یقین رکھتے ہیں۔,سزائے موت پر زیادہ یقین رکھتے ہیں۔,جان موت کی سزا پر پختہ یقین رکھتی ہے۔ چیٹ روم میں سزائے موت پر صرف دوسرے لوگوں کے ساتھ بات چیت کرنے کے بعد جو سزائے موت پر یقین رکھتے ہیں
2,high_school_psychology,ڈیکارٹس کا نظریہ کارٹیسیئن دوہری ازم,نفسیاتی مراحل کا ایرکسن کا ماڈل,وورف کا لسانی اضافیت کا مفروضہ,پیگیٹ کا علمی ترقی کا نظریہ,"والدین کے بارے میں بہت سے ماہرین بچے کی ضروریات کو پورا کرنے کے لیے مختلف طریقوں کی تجویز کرتے ہیں۔ کچھ لوگ تحفظ کا احساس پیدا کرنے کے لیے نوزائیدہ کے رونے کا فوری جواب دینے پر زور دیتے ہیں، جب کہ دوسرے بچے کو ""رونے دو"" کا مشورہ دیتے ہیں۔ ان مختلف طریقوں کو تولتے وقت ترقی کے درج ذیل اکاؤنٹس میں سے کون سا سب سے زیادہ متعلقہ ہوگا؟"
2,high_school_psychology,صرف I اور III,صرف III,صرف II,صرف میں,"""نفسیات رویے اور ذہنی عمل کی سائنس ہے،"" عام طور پر نفسیات کی تعریف کرتا ہے۔ نفسیات کی ان کی تعریف میں، طرز عمل کے ماہرین کو ختم کرنے کا امکان ہوگا۔"
3,high_school_psychology,prefrontal lobotomy,مفت ایسوسی ایشن,امپلوسیو تھراپی,الیکٹرو کنولسیو شاک تھراپی,ذیل میں درج کون سے علاج اب مریضوں کے علاج کے لیے استعمال نہیں ہوتے ہیں؟
1,high_school_psychology,SSRIs,بینزودیازپائنز,neuroleptics,ایل ڈوپا,وینس کے معالج کا خیال ہے کہ وینس نفسیاتی ہے۔ مندرجہ ذیل میں سے کون سی دوائیوں سے وہ غالباً یقین کرے گا کہ وانس کو فائدہ ہوگا؟
0,high_school_psychology,رویے کی خرابی,آئی ڈی، ایگو، اور سپر ایگو,مخالف مقاصد,نفسیاتی تنازعہ,لیزا، اپنے بدسلوکی کرنے والے باپ سے دور ہونے کے لیے پرعزم، گھر چھوڑ کر بدسلوکی کرنے والے بوائے فرینڈ کے ساتھ چلی جاتی ہے۔ بدسلوکی کرنے والے بوائے فرینڈ کے لیے لیزا کا انتخاب سگمنڈ فرائیڈ کے نظریہ سے سب سے زیادہ مطابقت رکھتا ہے۔
2,high_school_psychology,درمیانی فرق,مطلق حد,فرق کی حد,جے این ڈی,ایک شخص کو محرک محسوس کرنے کے لیے درکار جسمانی توانائی کی کم از کم مقدار کو کہا جاتا ہے a(n)
0,high_school_psychology,زولوفٹ,پروزاک,Strattera,Adderall,مندرجہ ذیل میں سے کون سی محرک دوا ہے جو توجہ کی کمی/ ہائپر ایکٹیویٹی ڈس آرڈر (ADHD) کے علاج کے لیے استعمال ہوتی ہے؟
0,high_school_psychology,جوڑے جو کئی سالوں سے شادی شدہ ہیں۔,گود لیے ہوئے بچے اور ان کے گود لینے والے والدین,ایک جیسے چوگرے,جڑواں,فطرت بمقابلہ پرورش کے رشتہ دار اثرات کا بہترین اندازہ لگانے کے لیے ایک آبادی کا اکثر مطالعہ کیا جاتا ہے۔
3,high_school_psychology,سیروٹونن,acetylcholine,endocrine,تھائروکسین,جو لوگ بڑے ڈپریشن کا شکار ہوتے ہیں ان میں اکثر کس نیورو ٹرانسمیٹر کی سطح بہت کم ہوتی ہے؟
