answer,subject,choice_3,choice_2,choice_1,choice_0,question
1,anatomy,میکیلری شریان، ریٹرومینڈیبلر رگ، چہرے کی شریان اور مینڈیبلر اعصاب کی بکل شاخ,میکیلری شریان، ریٹرومینڈیبلر رگ اور چہرے کی شریان,میکیلری شریان اور ریٹرومینڈیبلر رگ,maxillary artery,مندرجہ ذیل میں سے کون سا ڈھانچہ پیروٹائڈ غدود کے مادہ سے گزرتا ہے؟
2,anatomy,costo-diaphragmatic وقفہ.,پھیپھڑوں کا نچلا حصہ۔,پھیپھڑوں کا درمیانی حصہ,پھیپھڑوں کے اوپری لوب.,ایک طبی پریکٹیشنر درمیانی محوری لائن میں مریض کے ساتویں دائیں انٹرکوسٹل اسپیس پر سٹیتھوسکوپ رکھتا ہے۔ سٹیتھوسکوپ کو اوورلیز کرتا ہے۔
2,anatomy,maxillary artery کے پہلے حصے سے خون کی فراہمی حاصل کرتا ہے۔,ٹرائیجیمنل اعصاب کے میکسلری ڈویژن کی شاخوں کے ذریعہ پیدا کیا جاتا ہے۔,ناک کی گہاوں کے اعلی میٹوس میں نالیوں.,سطحی squamous اپکلا کی طرف سے اہتمام کیا جاتا ہے.,میکیلری سائنس
1,anatomy,پٹھوں,اپکلا ۔,کارٹلیج,ایڈپوز,مندرجہ ذیل میں سے کون سا لچکدار کنیکٹیو ٹشو ہے جو جوڑوں میں ہڈیوں سے جڑا ہوتا ہے؟
2,anatomy,تینوں سائٹس پر۔,palatoglossal اور palatopharyngeal تہوں کے درمیان۔,زبان کی وینٹرل سطح کے میوکوسا کے نیچے۔,oropharynx کی پچھلی دیوار پر۔,ٹانسلر ٹشو عام طور پر پایا جاتا ہے۔
0,anatomy,سٹرنل زاویہ اور زائفسٹرنم کے درمیان درمیانی راستہ۔,تیسری بائیں پسلی اسٹرنم کے ساتھ اپنے سنگم پر۔,دوسری بائیں انٹرکوسٹل اسپیس سٹرنم سے ایک انچ۔,midclavicular لائن میں پانچویں بائیں انٹرکوسٹل اسپیس۔,سٹیتھوسکوپ کے ساتھ عام دل کی آواز سننے کے لیے بہترین جگہ ہے۔
3,anatomy,مذکورہ بالا تمام علاقے۔,pterygoid venous plexus.,آنکھ کو نکالنے والی رگیں.,کھوپڑی کو نکالنے والی رگیں.,ایمیسیری رگیں انٹراکرینیل وینس سائنوس کو جوڑتی ہیں۔
2,anatomy,ایکٹین اور مائوسین متوازی صفوں میں ترتیب دیے گئے ہیں۔,actin اور myosin بے ترتیب طریقے سے ترتیب دیا گیا ہے.,myosin لیکن ایکٹین نہیں.,ایکٹین لیکن مائوسین نہیں۔,ہموار پٹھوں کے خلیات پر مشتمل ہے
1,anatomy,تھیلامس,لبلبہ,ہائپوتھیلمس,ایڈرینل غدود,مندرجہ ذیل میں سے کون جسم کے درجہ حرارت، نیند اور بھوک کو کنٹرول کرتا ہے؟
1,anatomy,دل کی دھڑکن میں کمی,آنتوں کی رطوبت میں اضافہ,آنکھ کی پتلی کا پھیلنا۔,bronchial ہموار پٹھوں کا سنکچن.,مندرجہ ذیل میں سے کون سا ہمدرد اعصاب کے فعال ہونے سے پیدا ہوتا ہے؟
1,anatomy,چھاتی کے اندرونی حصے میں تقسیم ہوتا ہے۔,مکمل طور پر کارٹیلجینس حلقوں سے بند ہے۔,غذائی نالی پر سطحی ہے۔,غذائی نالی کی گہرائی میں واقع ہے۔,ٹریچیا
2,anatomy,چوتھی pharyngal arch.,تیسرا pharyngeal arch.,دوسری فارینجیل محراب۔,پہلا فارینجیل محراب۔,فیرینجیل میوکوسا گلوسوفرینجیل اعصاب کے ذریعہ پیدا ہوتا ہے کیونکہ یہ اس سے تیار ہوتا ہے۔
3,anatomy,آنکھوں کے درمیان.,گالوں میں,پیشانی پر.,کھوپڑی کی بنیاد پر.,ایتھموائیڈل ایئر سیلز سائنس کے انفیکشن کی وجہ سے ایک مریض کو درد کا سب سے زیادہ امکان ہوتا ہے۔
3,astronomy,خارج ہونے والی طاقت 1/16 گنا زیادہ ہے۔ چوٹی اخراج طول موج 2 گنا زیادہ ہے.,خارج ہونے والی طاقت 1/4 گنا زیادہ ہے۔ چوٹی کے اخراج کی طول موج 1/2 لمبی ہے۔,خارج ہونے والی طاقت 1/4 گنا زیادہ ہے۔ چوٹی اخراج طول موج 2 گنا زیادہ ہے.,خارج ہونے والی طاقت 1/16 گنا زیادہ ہے۔ چوٹی کے اخراج کی طول موج 1/2 لمبی ہے۔,آپ بلیک باڈی کو اس کے اصل درجہ حرارت کے آدھے پر ٹھنڈا کرتے ہیں۔ اس کا سپیکٹرم کیسے بدلتا ہے؟
1,astronomy,پلیٹ ٹیکٹونکس۔,تھرمل طور پر حوصلہ افزائی تصادم.,کشش ثقل کی ممکنہ توانائی کو کم کرنا۔,تابکار ایٹموں سے بے ساختہ اخراج۔,تفریق کو کیا چلاتا ہے؟
3,astronomy,بڑے اثرات نے چاند کے لیتھوسفیئر کو توڑ دیا جس سے لاوا اثر کے بیسن کو بھر سکتا ہے۔,ابتدائی بمباری نے گرمی پیدا کی جس نے ماریا کے علاقوں میں چاند کی سطح کو پگھلا دیا۔,چاند کے اندرونی حصے سے نکلنے والے اتار چڑھاؤ نے ماریا کے علاقوں میں سطح کو گرم کر کے ختم کر دیا۔,چاند کو پیدا کرنے والے بڑے اثرات نے ہموار علاقوں کو چھوڑ دیا جسے ہم ماریا کہتے ہیں۔,قمری ماریا کیسے بنی؟
0,astronomy,یہ سورج کے بہت قریب ہے۔,یہ کافی تیزی سے نہیں گھومتا ہے۔,اس میں اوزون کی تہہ نہیں ہے۔,اس کی گردش کا محور نظام شمسی کے جہاز کے لیے تقریباً کھڑا ہے۔,زہرہ میں مریخ اور زمین کی طرح موسم کیوں نہیں ہوتے؟
2,astronomy,0.5 : 1,5 : 1,50 : 1,1:1,زحل کے حلقوں کا وزن 2x1019 کلوگرام ہے۔ مکمل طور پر پانی کی برف سے بنے 200 کلومیٹر قطر کے کروی چاند سے اس بڑے پیمانے کا تناسب کیا ہے (کثافت ~ 1 g/cm3)؟ یہ کیا ہے Mrings : Micy moon؟
1,astronomy,تھرمل فرار,شمسی ہوا کا خاتمہ,آتش فشاں ہیٹنگ,امپیکٹ ہیٹنگ,کون سا طریقہ کار عطارد کی مستقل فضا کی کمی کی وضاحت نہیں کرسکتا؟
3,astronomy,زمین پر زندگی کی موجودگی,meteorites کی پیمائش کی عمر,کشودرگرہ اور دومکیت کی موجودگی,تحریک کے پیٹرن,ہمارے نظام شمسی کی کون سی خاصیت کو تشکیل دینے کے نظریہ کی وضاحت کرنے کی ضرورت نہیں ہے؟
3,astronomy,موقع شاید دوبارہ بازو نہ ہلا سکے۔ ہو سکتا ہے کہ اسپرٹ کو فوری طور پر سردیوں کے مہینوں میں کافی شمسی توانائی حاصل نہ ہو۔,موقع اس کے ٹوٹے ہوئے چھٹے پہیے کی وجہ سے وکٹوریہ کریٹر سے باہر نکالنے کے قابل نہیں ہوسکتا ہے۔ ہو سکتا ہے کہ اسپرٹ کو فوری طور پر سردیوں کے مہینوں میں کافی شمسی توانائی حاصل نہ ہو۔,موقع شاید دوبارہ بازو نہ ہلا سکے۔ اس کے ٹوٹے ہوئے چھٹے پہیے کی وجہ سے اسپرٹ وکٹوریہ کریٹر سے باہر نہیں نکل سکتا۔,موقع اس کے ٹوٹے ہوئے چھٹے پہیے کی وجہ سے وکٹوریہ کریٹر سے باہر نکالنے کے قابل نہیں ہوسکتا ہے۔ اسپرٹ کے آلات تیزابی گرم چشمہ کے ماحول سے خراب ہو رہے ہیں جس کی وہ تلاش کر رہا ہے۔,اس وقت ہر مریخ ایکسپلوریشن روور کو کن خطرات کا سامنا ہے؟
0,astronomy,گیس کے بلبلے بنتے ہیں اور ابلتے ہوئے پانی میں اوپر کی طرف اٹھتے ہیں۔,گرج چمک کے ساتھ گرم موسم گرما کے دنوں میں بنتے ہیں۔,زمین چاند سے زیادہ دھات پر مشتمل ہے۔,ایک بڑے پکے ہوئے آلو کو ٹھنڈا ہونے میں چھوٹے بیکڈ آلو سے زیادہ وقت لگتا ہے۔,جس وجہ سے چھوٹے سیارے بڑے سیاروں کی نسبت اندرونی حرارت کو تیزی سے کھو دیتے ہیں بنیادی طور پر وہی وجہ ہے جو کہ ________۔
0,astronomy,مکمل,موم کریسنٹ.,گھٹتا ہوا ہلال,تیسرا چوتھائی۔,اگر چاند دوپہر کے وقت غروب ہو رہا ہو تو چاند کا مرحلہ ہونا چاہیے۔
1,astronomy,ایک مثالی جسمانی شے جو تمام پولرائزڈ تابکاری کو جذب کرتی ہے۔,ایک مثالی جسمانی شے جو تمام پولرائزڈ تابکاری کی عکاسی کرتی ہے۔,ایک مثالی جسمانی شے جو تمام برقی مقناطیسی تابکاری کو جذب کرتی ہے۔,ایک مثالی جسمانی شے جو تمام برقی مقناطیسی تابکاری کی عکاسی کرتی ہے۔,فلکیات میں بلیک باڈیز کا تصور ستاروں کی تابکاری کا بہتر اندازہ لگانے کے لیے بہت اہم ہے۔ بلیک باڈی کی صحیح تعریف کون سی ہے؟
0,astronomy,شمسی ہوا ان کے مقناطیسی میدانوں کے ساتھ تعامل کرتی ہے۔,وہ گھومتے ہیں اور مقناطیسی میدان رکھتے ہیں۔,ان کی سطحیں تمام عرض بلد پر ایک ہی رفتار (میٹر/سیکنڈ) سے گھومتی ہیں۔,وہ گھوم رہے ہیں اور کروی ہیں اس لیے مختلف عرض بلد مختلف رفتار سے گھومتے ہیں (میٹر/سیکنڈ),Coriolis اثر سیاروں پر دیکھا جاتا ہے کیونکہ
2,astronomy,32000 کلومیٹر فی گھنٹہ,28000 کلومیٹر فی گھنٹہ,21000 کلومیٹر فی گھنٹہ,19000 کلومیٹر فی گھنٹہ,بین الاقوامی خلائی اسٹیشن (ISS) زمین سے تقریباً 410 کلومیٹر اوپر زمین کے گرد چکر لگاتا ہے۔ ISS کی مداری رفتار کے لیے بہترین تخمینہ تلاش کریں:
1,astronomy,سیٹ بیلٹ پہنے بغیر نشے کی حالت میں گاڑی چلانا۔,عالمی سردیوں کے دوران بھوک ایک بڑے اثر کی وجہ سے ہے۔,ایک چھوٹے الکا کی طرف سے مارا جا رہا ہے.,سر میں گولی لگنے سے۔,موت کی سب سے کم ممکنہ وجہ کون سی ہے؟
3,astronomy,خلائی جہاز سے ریڈار کا استعمال کرتے ہوئے جو زہرہ کے مدار میں بھیجے گئے تھے۔,خلائی جہاز پر طاقتور نظری دوربینوں کے ساتھ زہرہ کا مطالعہ کرکے جو زہرہ کے مدار میں بھیجے گئے تھے۔,قریبی مطالعہ کے لیے خلائی جہاز کو سطح پر اتار کر,طاقتور نظری دوربینوں کے ساتھ زمین سے زہرہ کا مطالعہ کرکے,ہم زہرہ پر سطح کی خصوصیات کے تفصیلی نقشے کیسے بنانے میں کامیاب ہوئے؟
0,astronomy,تحریک کی سمت کے خلاف,تحریک کی سمت میں,سورج کی طرف,سورج سے دور,دومکیت کی دم مندرجہ ذیل سمت کی طرف اشارہ کرتی ہے:
2,business_ethics,کام پر صحت اور حفاظت ایکٹ 1974,کمپنیز ایکٹ 2006 اور انسولوینسی ایکٹ 1986,فنانشل سروسز ایکٹ 1986,سامان کی فروخت ایکٹ 1979,کے تحت خلاف ورزیوں کے نتیجے میں ڈائریکٹرز کی نااہلی ہو سکتی ہے۔
1,business_ethics,سماجی، ناپسندیدہ ضابطہ، بین الاقوامی واپسی,سماجی، تجارتی مقابلہ، سماجی منظوری,سیاسی، ناپسندیدہ ضابطہ، بین الاقوامی دستبرداری,اقتصادی، تجارتی مقابلہ، سماجی منظوری,عالمی سیاق و سباق میں، بہت سی کمپنیوں کے پاس حکومتوں کو دھمکی دینے کی صلاحیت کی وجہ سے اہم ______ طاقت ہوتی ہے، دوسرے علاقوں میں منتقلی کے ساتھ ________ کے مقابلہ میں، جسے بیک (1998) نے '_______ کی کارپوریٹ طاقت کے طور پر بیان کیا ہے۔
0,business_ethics,1،2،3,"1,2","2,3","1,3",فرض کی اخلاقیات ایک اصول پر مبنی اخلاقی نظریہ ہے جو ایمانوئل کانٹ سے منسوب ہے۔
0,business_ethics,اشتہاری مہمات، حکومت، سماجی ادارے,اشتہاری مہم، CSO، لابنگ گروپس,انسان دوستی، حکومت، لابنگ گروپس,انسان دوستی، CSO، سماجی ادارے,جب کہ کاروبار روایتی طور پر ______ کے ذریعے سول سوسائٹی میں مصروف ہیں، حال ہی میں سماجی اور ماحولیاتی مسائل سے نمٹنے کے لیے مزید کاروباری ________ تعاون سامنے آیا ہے۔ اسی طرح، CSO کی حکمت عملی _________ کی تعداد میں اضافے کے ساتھ تیار ہوئی ہے، جو روایتی خیراتی ماڈلز کے مقابلے میں زیادہ تجارتی طور پر مبنی ہیں۔
2,business_ethics,اسٹیک ہولڈر مینجمنٹ، پرنسپل، ایجنٹس,ایجنسی کا رشتہ، پرنسپل، ایجنٹ,اسٹیک ہولڈر مینجمنٹ، ایجنٹ، پرنسپل,ایجنسی کا رشتہ، ایجنٹ، پرنسپل,شیئر ہولڈرز اور کمپنی کے درمیان تعلق، یا نام نہاد ________، شیئر ہولڈرز کو _________ اور کمپنی کے مینیجرز کو ________ کے طور پر بیان کرتا ہے۔
0,business_ethics,1،2،3,"2,3","1,3","1,4",ایگزیکٹو ڈائریکٹرز فرم کو چلانے کے ذمہ دار ہیں۔
1,business_ethics,1،2،3،4،5,2،3،4,1،3،4,1،2،4,جذباتی استحصال کے تابع۔
1,business_ethics,یونی لیور کا 'پائیدار رہنے کا منصوبہ',علی بابا گروپ کے 'پائیدار اقدامات',اقوام متحدہ کے 'پائیدار ترقی کے اہداف',مارکس اینڈ اسپینسر کا 'پلان اے',حالیہ عالمی پائیداری کے ایجنڈے پر مندرجہ ذیل میں سے کس تنظیم کے پائیداری کے اہداف کا غلبہ رہا ہے؟
0,business_ethics,اسٹیک ہولڈرز کی طاقت کی مختلف سطحیں ہیں۔,منافع کو زیادہ سے زیادہ بنانا تنظیموں کا بنیادی مقصد ہے۔,منتظمین ہمیشہ اپنے مفاد میں کام کرتے ہیں۔,ملکیت اور کنٹرول کو الگ کر دیا گیا ہے۔,OECD کا استدلال ہے کہ کارپوریٹ گورننس کے مسائل اس وجہ سے پیدا ہوتے ہیں کہ:
0,business_ethics,کمپنی سوسائٹی کی ذمہ داری,کارپوریٹ سوسائٹی کی ذمہ داری,کمپنی کی سماجی ذمہ داری,کارپوریٹ سماجی ذمہ داری,جملہ CSR سے کیا مراد ہے؟
0,business_ethics,وسائل کا تصادم، ثقافت کا تصادم، ہم آہنگی کی روانی,وسائل کی شدت، ثقافتی تصادم، ہم آہنگی کی روانی,وسائل کا تصادم، ثقافت کی شدت، احتساب,وسائل کی شدت، ثقافتی تصادم، احتساب,______، ________ اور _______ وہ تمام عوامل ہیں جو اسٹیک ہولڈر کے مواصلات اور تعاون پر اثر انداز ہو سکتے ہیں۔
3,clinical_knowledge,سرخ، آکسیڈیٹیو، سست معاہدہ.,سرخ، آکسیڈیٹیو، تیزی سے معاہدہ.,سفید، آکسیڈیٹیو، سست معاہدہ.,سفید، گلیکولیٹک، سست معاہدہ.,قسم I پٹھوں کے ریشوں میں درج ذیل خصوصیات ہیں:
1,clinical_knowledge,Tachypnoea,الجھاؤ,بریڈی کارڈیا۔,ہائپوٹینشن.,مسٹر ووڈ ابھی سرجری سے واپس آئے ہیں اور انہیں شدید اندرونی خون بہہ رہا ہے۔ آپ کو پوسٹ آپریٹو مشاہدات کرنے پر مندرجہ ذیل میں سے کون سے مشاہدات کی توقع نہیں ہوگی؟
3,clinical_knowledge,ہائی بلڈ پریشر، بریڈی کارڈیا۔,کم بلڈ پریشر، بریڈی کارڈیا.,ہائی بلڈ پریشر، tachycardia.,کم بلڈ پریشر، tachycardia.,مندرجہ ذیل میں سے کون سی کشنگ کے ردعمل کی نمائندگی کرتا ہے؟
2,clinical_knowledge,7,6,5,4,ہپ پر کتنی 'سچ' حرکتیں دستیاب ہیں؟
1,clinical_knowledge,ہفتے میں ایک بار۔,ہفتے میں تین بار۔,دن میں دو بار۔,روزانہ,دمہ کے مریضوں کے لیے، ایک دن میں کتنی بار پیک فلو ریڈنگ لینا چاہیے؟
3,clinical_knowledge,دانتوں کو خشک ذخیرہ کیا جانا چاہئے.,دانتوں کو ایک نامزد برتن میں ذخیرہ کیا جانا چاہئے.,دانتوں کو منہ سے نکالنے پر صاف کرنا چاہیے۔,رات کے وقت دانتوں کو ہٹا دینا چاہئے۔,مندرجہ ذیل میں سے کون سا غلط ہے؟
1,clinical_knowledge,کیونکہ یہ سستا ہے۔,کیونکہ آپ کے اختیار میں کوئی اور قسم کی کیتھیٹر نہیں ہے۔,کیونکہ مریض کو لیٹیکس سے الرجی ہوتی ہے۔,کیونکہ مریض دوسروں کو پسند نہیں کرتا۔,آپ سلیکون کیتھیٹر استعمال کرنے کا انتخاب کیوں کر سکتے ہیں (2020 کے طبی علم کے مطابق)؟
3,clinical_knowledge,20 جی فی دن۔,10 جی فی دن۔,5 جی فی دن۔,2 جی فی دن۔,ایک ہفتے کے اندر 70 کلو وزنی آدمی کے پٹھوں کو لوڈ کرنے کے لیے کریٹائن کی تجویز کردہ خوراک یہ ہے:
1,clinical_knowledge,کوڈنز,introns,exons,ایکسٹرون,جین کے کوڈنگ کے سلسلے کو کہا جاتا ہے:
3,clinical_knowledge,گریوا کبھی کبھی خواتین میں پہلے سے محسوس کیا جا سکتا ہے۔,مردوں میں خصیوں کی پہلے سے تعریف کی جا سکتی ہے۔,دونوں جنسوں میں زیر ناف کی ہڈی پہلے سے دھڑکتی ہے۔,سیکرم کو آگے سے دھڑک دیا جاتا ہے۔,ملاشی کے امتحان میں شامل اناٹومی کے حوالے سے درج ذیل میں سے کون سا سچ ہے؟
1,clinical_knowledge,30-40%,99-100%,40-60%,10-15%,بڑے حجم والے اسپیسر کا استعمال اس طرح سے ادویات کے جمع ہونے کو بہتر بنائے گا:
3,clinical_knowledge,مریض کو زبانی طور پر ہائیڈریٹ کرنا۔,تجویز کردہ خون کی مصنوعات کا انتظام کریں۔,ریڈیوگرافک امتحانات کے لیے رنگ یا کنٹراسٹ میڈیا کا انتظام کریں۔,تجویز کردہ نس میں سیال کا انتظام کریں۔,مندرجہ ذیل میں سے کون سا انفیوژن کے لیے استعمال نہیں ہے؟
3,clinical_knowledge,ہمدرد اعصابی سرگرمی میں اضافہ۔,پلازما ACTH میں اضافہ۔,پلازما فیٹی ایسڈ میں اضافہ.,پلازما گلوکوز میں اضافہ.,ورزش کے دوران، ادورکک غدود سے ایڈرینالین سراو کی حوصلہ افزائی ہوتی ہے:
0,clinical_knowledge,بلیک آؤٹ کی تحقیقات میں بلڈ شوگر کے تخمینے کی کوئی اہمیت نہیں ہے۔,ایک مرگی فٹ ہمیشہ شعور کے نقصان کی طرف جاتا ہے,پری سنکوپ بلیک آؤٹ کے لیے ایک اور اصطلاح ہے۔,بلیک آؤٹ کے بعد الجھن ایک فٹ ہونے کی سختی سے تجویز کرتی ہے۔,مندرجہ ذیل میں سے کون سا بلیک آؤٹ اور چکر آنا ہے؟
2,clinical_knowledge,لبلبے کی سوزش کا درد عام طور پر نالی تک پھیلتا ہے۔,oesophagitis کا درد عام طور پر سائٹ میں ریٹروسٹرنل ہوتا ہے۔,چڑچڑاپن آنتوں کے سنڈروم کا درد عام طور پر اچھی طرح سے مقامی ہوتا ہے۔,پیپٹک السر کا درد عام طور پر ہائپوگیسٹریم میں ہوتا ہے۔,پیٹ میں درد کے بارے میں مندرجہ ذیل میں سے کون سا سچ ہے؟
3,clinical_knowledge,غنودگی,غریب توجہ.,الجھاؤ۔,قلیل مدتی یادداشت کا نقصان۔,الزائمر کی بیماری کی مندرجہ ذیل خصوصیات ہیں سوائے:
2,clinical_knowledge,یہ کلائی کے اوپر سطحی زخم کی وجہ سے ہوسکتا ہے۔,یہ کلائی ڈراپ کی طرف جاتا ہے,اس کا تعلق ہاتھ کے درمیانی نصف حصے میں حسی نقصان سے ہے۔,ریڈیل اعصاب بریشیل پلیکسس کے پس منظر کی ہڈی سے پیدا ہوتا ہے۔,مندرجہ ذیل میں سے کون سا ریڈیل اعصابی فالج کے بارے میں درست ہے؟
2,clinical_knowledge,پرائمری ٹرانسکرپٹ سے بننے کے بعد mRNA مالیکیول کو الگ کرکے۔,بہت سے جینوں کی بنیادی نقلیں مختلف mRNAs پیدا کرنے کے لیے مختلف طریقوں سے الگ کی جا سکتی ہیں، یہ عمل متبادل RNA splicing کے نام سے جانا جاتا ہے۔,بنیادی نقل سے پیدا ہونے والے mRNA مالیکیول کی لمبائی کو دوگنا یا تین گنا کر کے۔,جین میں ڈی این اے کے مختلف حصوں کی منتخب نقل کے ذریعے۔,ایک ہی جین سے کئی مختلف پروٹین کیسے تیار کیے جا سکتے ہیں؟
2,clinical_knowledge,20 ہفتے,12 ہفتے۔,7 ہفتے۔,4 ہفتے,طویل مدتی کیتھیٹر کتنی دیر تک حالت میں رہ سکتا ہے؟
3,clinical_knowledge,ایک اونچی آواز۔,ایک ہلچل کی آواز۔,گڑگڑاتی آواز۔,گھرگھراہٹ کی آواز۔,Stridor کو اس طرح بیان کیا گیا ہے:
0,clinical_knowledge,پری لوڈ × اسٹروک والیوم۔,بلڈ پریشر × دل کی دھڑکن۔,نظامی عروقی مزاحمت × دل کی شرح۔,فالج کا حجم × دل کی شرح۔,کارڈیک آؤٹ پٹ کیا ہے؟
1,clinical_knowledge,ایک apraxic چال ہسٹیریا کی وجہ سے ہے,گھومنے والی چال کو بعض اوقات سٹیپ پیج گیٹ کہا جاتا ہے۔,دردناک ٹانگ کی وجہ سے اینٹالجک چال چلتی ہے۔,ایک مہر لگانے والی چال دو طرفہ پاؤں کے گرنے کی وجہ سے ہوتی ہے۔,مندرجہ ذیل میں سے کون سی چال کی تشخیص کے بارے میں درست ہے؟
2,clinical_knowledge,مریض کو دھونا چاہیے۔,مریض کے نوٹوں میں دستاویزی کیتھیٹرائزیشن۔,مریض کو مشورہ دیا جانا چاہئے کہ کب پیئے۔,مریض کا شکریہ ادا کرنا چاہیے۔,کیتھیٹرائزیشن کے بعد کیا کرنا چاہیے؟
1,clinical_knowledge,درد چھری کی طرح تیز ہے۔,درد ایک ہفتے سے زائد عرصے سے جاری ہے,پسینہ آنا اور قے آنا۔,بہت شدید درد,سینے میں درد والے مریض میں ان میں سے کون سی خصوصیات مایوکارڈیل انفکشن کی سب سے زیادہ تجویز کرتی ہیں؟
2,clinical_knowledge,بصری فیلڈ امتحان مریض کے مرکزی نقطہ نظر کا نقشہ بناتا ہے۔,پیپیلوڈیما کی وجہ سے ایک بڑا اندھا دھبہ ہوسکتا ہے۔,ریٹنا سے محرکات آپٹک ریڈی ایشن کے ذریعے آنکھ سے نکلتے ہیں۔,آپٹک چیاسما میں ایک گھاو ایک ہم جنس ہیمیانوپیا کی طرف جاتا ہے۔,بصری شعبوں کی تشخیص میں مندرجہ ذیل میں سے کون سا سچ ہے؟
3,clinical_knowledge,ڈبلیو جی جارج,جے ڈی میگیو,ایس کو,آر بینسٹر,1886 میں میل ریس کا عالمی ریکارڈ کس نے بنایا؟
1,clinical_knowledge,دباؤ کی وجہ سے جلد کی لالی۔,جلد کے انفیکشن کی ایک شکل۔,کیپلیریوں کی بھیڑ کی وجہ سے جلد کی لالی۔,پسینے کے غدود کی سوزش۔,erythema کیا ہے؟
1,clinical_knowledge,پٹھوں میں purines اور pyrimidines کی ترکیب کے لیے استعمال کیا جاتا ہے۔,یوریا میں تبدیل اور پٹھوں سے جاری.,الانائن اور گلوٹامین میں تبدیل اور پٹھوں سے جاری,ارجنائن میں تبدیل اور پٹھوں سے جاری.,جب شاخوں والی زنجیر والے امینو ایسڈ کو پٹھوں میں ڈیمینیٹ کیا جاتا ہے، تو پیدا ہونے والا امونیا زیادہ تر ہوتا ہے:
3,clinical_knowledge,پیر کی توسیع کی جڑ کی قیمت L5 ہے۔,ہپ موڑ کی جڑ کی قیمت L4، L5 ہے۔,کلونس کا مظاہرہ صرف ٹخنوں میں کیا جا سکتا ہے۔,پائیدار کلونس ہائپوٹونیا کے ساتھ ہوتا ہے۔,ٹانگوں کی جانچ کے بارے میں مندرجہ ذیل میں سے کون سا درست ہے؟
2,college_biology,کروموسوم کا دوبارہ ملاپ,سیل ڈویژن کے بغیر کروموسوم کی نقل,کرومیٹن کی سپر کوائلنگ,آر این اے ٹرانسکرپشن,مندرجہ ذیل میں سے کون سی بعض جانداروں کے صوماتی خلیوں میں پولیٹینی کی سب سے زیادہ براہ راست وجہ ہے؟
