answer,subject,choice_3,choice_2,choice_1,choice_0,question
1,moral_disputes,مندرجہ بالا میں سے کوئی نہیں,جبر کی صرف شکلیں جیسے محکومیت، استحصال اور ثقافتی سامراج۔,محکومیت، استحصال اور ثقافتی سامراج کی شکل میں تشدد اور جبر۔,صرف تشدد,نفرت انگیز تقریر، بقول رچرڈسن-Self involve
0,moral_disputes,مندرجہ بالا میں سے کوئی نہیں.,ہم اسقاط حمل کے معاملے کو ماں کی ذاتی ترجیحات کے معاملے کے طور پر دیکھتے ہیں۔,حمل کو ختم کرنا کبھی بھی احترام کی علامت نہیں ہے، کیونکہ ہمیں تخلیق کے عمل کی قدر کرنی چاہیے اور اسے مقدس رکھنا چاہیے۔,جب کچھ پس منظر کی شرائط، جیسے پیار کرنے والے خاندان، کو پورا نہ کیا جائے تو حمل کو ختم کرنا احترام کی علامت ہو سکتا ہے۔,جب ہم تخلیق کے معیارات کے بارے میں سوچتے ہیں، تو لٹل دلیل دیتا ہے۔
2,moral_disputes,مندرجہ بالا میں سے کوئی نہیں,اخلاقی توہین,اخلاقی تعریف,اخلاقی الزام,آلٹ مین کی خصوصیت میں، نسلی اشرافیہ اور بدسلوکی کی اسی طرح کی اصطلاحات مندرجہ ذیل میں سے کس کی انتہائی شکل کے اظہار کے لیے ابلاغی اوزار ہیں؟
1,moral_disputes,کنکریٹ اشیاء.,نتائج,اعمال,افراد,"اخلاقیات میں، اصطلاحات ""صحیح"" اور ""غلط"" بنیادی طور پر اخلاقیات کا اندازہ لگانے کے لیے استعمال ہوتی ہیں۔"
3,moral_scenarios,غلط نہیں، غلط نہیں۔,غلط نہیں، غلط,غلط، غلط نہیں۔,غلط، غلط,ان دونوں منظرناموں میں سے کس کے لیے مرکزی کردار (جو I/me/my استعمال کرتا ہے) امریکہ میں 2020 تک کے عام اخلاقی معیارات کے مطابق، اخلاقی طور پر واضح طور پر کچھ غلط کرتا ہے؟ منظر نامہ 1 | میں نے اپنے وقفے پر تھپڑ مارا تاکہ گیند سڑک پر آتے ہی اس سے محروم رہ سکے۔ منظر نامہ 2 | میں نے اپنے بچوں کو زائلفون بجانا سکھایا۔
0,moral_scenarios,غلط نہیں، غلط نہیں۔,غلط نہیں، غلط,غلط، غلط نہیں۔,غلط، غلط,ان دونوں منظرناموں میں سے کس کے لیے مرکزی کردار (جو I/me/my استعمال کرتا ہے) امریکہ میں 2020 تک کے عام اخلاقی معیارات کے مطابق، اخلاقی طور پر واضح طور پر کچھ غلط کرتا ہے؟ منظر نامہ 1 | میں نے اپنی پوری کام کی شفٹ کے دوران اپنی ماں سے فون پر بات کی۔ منظر نامہ 2 | میں نے اپنے دوست کو جیل سے فرار ہونے میں مدد کی۔
3,moral_scenarios,غلط نہیں، غلط نہیں۔,غلط نہیں، غلط,غلط، غلط نہیں۔,غلط، غلط,ان دونوں منظرناموں میں سے کس کے لیے مرکزی کردار (جو I/me/my استعمال کرتا ہے) امریکہ میں 2020 تک کے عام اخلاقی معیارات کے مطابق، اخلاقی طور پر واضح طور پر کچھ غلط کرتا ہے؟ منظر نامہ 1 | میں نے اپنے کیلے کے چھلکے کو ضائع کرنے کو یقینی بنایا کیونکہ کوئی اس پر سفر کر سکتا ہے۔ منظر نامہ 2 | میں نے گاہک کو دینے سے پہلے مشروب کو ہلایا۔
1,moral_scenarios,غلط نہیں، غلط نہیں۔,غلط نہیں، غلط,غلط، غلط نہیں۔,غلط، غلط,ان دونوں منظرناموں میں سے کس کے لیے مرکزی کردار (جو I/me/my استعمال کرتا ہے) امریکہ میں 2020 تک کے عام اخلاقی معیارات کے مطابق، اخلاقی طور پر واضح طور پر کچھ غلط کرتا ہے؟ منظر نامہ 1 | کبھی کبھی میں اپنے دادا کے دانت چھپا لیتا ہوں کیونکہ وہ ایک اچھا سٹیک پسند کرتے ہیں۔ منظر نامہ 2 | میں نے چھوٹے بچوں کو جھولے کے سیٹ پر دھکیل دیا۔
3,moral_scenarios,غلط نہیں، غلط نہیں۔,غلط نہیں، غلط,غلط، غلط نہیں۔,غلط، غلط,ان دونوں منظرناموں میں سے کس کے لیے مرکزی کردار (جو I/me/my استعمال کرتا ہے) امریکہ میں 2020 تک کے عام اخلاقی معیارات کے مطابق، اخلاقی طور پر واضح طور پر کچھ غلط کرتا ہے؟ منظر نامہ 1 | میں نے اپنے کتے کے ساتھ پارک میں لانا کھیلا۔ منظر نامہ 2 | میں نے اپنی بیٹی کے دوستوں کے لیے مونگ پھلی کے مکھن کی کوکیز بنائی۔
2,moral_scenarios,غلط نہیں، غلط نہیں۔,غلط نہیں، غلط,غلط، غلط نہیں۔,غلط، غلط,ان دونوں منظرناموں میں سے کس کے لیے مرکزی کردار (جو I/me/my استعمال کرتا ہے) امریکہ میں 2020 تک کے عام اخلاقی معیارات کے مطابق، اخلاقی طور پر واضح طور پر کچھ غلط کرتا ہے؟ منظر نامہ 1 | میں اپنے بچے کے ہالووین کے لباس کے لیے چہرے کی پینٹ سے باہر تھا، اس لیے میں نے میک اپ پیلیٹ کا استعمال کیا کیونکہ مجھے بہتر بنانا تھا۔ منظر نامہ 2 | مجھے بل پسند ہے، اور وہ مجھے نہیں جانتا۔ میں نے اس پر ایک لگا دیا ہے کہ آیا چنگاریاں اڑتی ہیں۔
3,moral_scenarios,غلط نہیں، غلط نہیں۔,غلط نہیں، غلط,غلط، غلط نہیں۔,غلط، غلط,ان دونوں منظرناموں میں سے کس کے لیے مرکزی کردار (جو I/me/my استعمال کرتا ہے) امریکہ میں 2020 تک کے عام اخلاقی معیارات کے مطابق، اخلاقی طور پر واضح طور پر کچھ غلط کرتا ہے؟ منظر نامہ 1 | میں نے نرس کو پٹاخوں کا ایک ڈبہ پکڑ کر کام پر اپنے پرس میں ڈالتے دیکھا۔ منظر نامہ 2 | میں جلد ہی کام شروع کرنے والا تھا، اس لیے میں وہاں گیا۔
3,moral_scenarios,غلط نہیں، غلط نہیں۔,غلط نہیں، غلط,غلط، غلط نہیں۔,غلط، غلط,ان دونوں منظرناموں میں سے کس کے لیے مرکزی کردار (جو I/me/my استعمال کرتا ہے) امریکہ میں 2020 تک کے عام اخلاقی معیارات کے مطابق، اخلاقی طور پر واضح طور پر کچھ غلط کرتا ہے؟ منظر نامہ 1 | جب بوڑھی عورت چلی گئی تو میں نے اس کے گھر کی ہر چیز صاف کرکے اس کی مدد کی۔ منظر نامہ 2 | اگر مجھے طلباء کا دفاع کرنے کی ضرورت ہو تو مجھے کلاس روم میں بندوق لانے کا اجازت نامہ مل گیا۔
0,moral_scenarios,غلط نہیں، غلط نہیں۔,غلط نہیں، غلط,غلط، غلط نہیں۔,غلط، غلط,ان دونوں منظرناموں میں سے کس کے لیے مرکزی کردار (جو I/me/my استعمال کرتا ہے) امریکہ میں 2020 تک کے عام اخلاقی معیارات کے مطابق، اخلاقی طور پر واضح طور پر کچھ غلط کرتا ہے؟ منظر نامہ 1 | میں اپنے بہترین دوست کی بیوی کو رومانوی کروز پر بہاماس لے گیا۔ منظر نامہ 2 | میں نے اس کے بازو اور ٹانگیں باندھ دیں اور اسے کوڑے سے مارا۔
2,moral_scenarios,غلط نہیں، غلط نہیں۔,غلط نہیں، غلط,غلط، غلط نہیں۔,غلط، غلط,ان دونوں منظرناموں میں سے کس کے لیے مرکزی کردار (جو I/me/my استعمال کرتا ہے) امریکہ میں 2020 تک کے عام اخلاقی معیارات کے مطابق، اخلاقی طور پر واضح طور پر کچھ غلط کرتا ہے؟ منظر نامہ 1 | میں نے ان درختوں کو کاٹ دیا جو لکڑی کے لیے تھے۔ منظر نامہ 2 | لوور کا دورہ کرتے ہوئے، میں نے بہت سی پینٹنگز کو چھوا۔
3,moral_scenarios,غلط نہیں، غلط نہیں۔,غلط نہیں، غلط,غلط، غلط نہیں۔,غلط، غلط,ان دونوں منظرناموں میں سے کس کے لیے مرکزی کردار (جو I/me/my استعمال کرتا ہے) امریکہ میں 2020 تک کے عام اخلاقی معیارات کے مطابق، اخلاقی طور پر واضح طور پر کچھ غلط کرتا ہے؟ منظر نامہ 1 | میں نے ایک کپ میں پیشاب کیا تاکہ میں اسے انفیکشن کے لیے ٹیسٹ کر سکوں۔ منظر نامہ 2 | میں نے بھوکے بچے کو گرم سوپ کھلایا۔
1,moral_scenarios,غلط نہیں، غلط نہیں۔,غلط نہیں، غلط,غلط، غلط نہیں۔,غلط، غلط,ان دونوں منظرناموں میں سے کس کے لیے مرکزی کردار (جو I/me/my استعمال کرتا ہے) امریکہ میں 2020 تک کے عام اخلاقی معیارات کے مطابق، اخلاقی طور پر واضح طور پر کچھ غلط کرتا ہے؟ منظر نامہ 1 | طویل اور سخت سوچنے کے بعد، میں نے اپنی بلی کو ٹھیک کرنے کے لیے باغ کی کینچی کا استعمال کیا۔ منظر نامہ 2 | میں نے اپنے نوعمر کے بیڈروم کی الماری کی جانچ کی کیونکہ میں نے سوچا کہ اسے صفائی میں مدد کی ضرورت ہے۔
2,moral_scenarios,غلط نہیں، غلط نہیں۔,غلط نہیں، غلط,غلط، غلط نہیں۔,غلط، غلط,ان دونوں منظرناموں میں سے کس کے لیے مرکزی کردار (جو I/me/my استعمال کرتا ہے) امریکہ میں 2020 تک کے عام اخلاقی معیارات کے مطابق، اخلاقی طور پر واضح طور پر کچھ غلط کرتا ہے؟ منظر نامہ 1 | جب میں فری وے پر گاڑی چلا رہا تھا تو میرا بچہ ان کی کار سیٹ پر سوار ہوا۔ منظر نامہ 2 | میں نے اپنے پڑوسی کے گھر کا پینٹ ختم کر دیا جب اس نے اسے دوبارہ پینٹ کیا۔
0,moral_scenarios,غلط نہیں، غلط نہیں۔,غلط نہیں، غلط,غلط، غلط نہیں۔,غلط، غلط,ان دونوں منظرناموں میں سے کس کے لیے مرکزی کردار (جو I/me/my استعمال کرتا ہے) امریکہ میں 2020 تک کے عام اخلاقی معیارات کے مطابق، اخلاقی طور پر واضح طور پر کچھ غلط کرتا ہے؟ منظر نامہ 1 | میں جیل میں نشہ آور ادویات چھپ کر قیدیوں کو فروخت کر رہا ہوں۔ منظر نامہ 2 | میں نے اپنے بیٹے سے کہا کہ بلیڈ صاف کرنے سے پہلے لان موور کو آن کریں۔
3,moral_scenarios,غلط نہیں، غلط نہیں۔,غلط نہیں، غلط,غلط، غلط نہیں۔,غلط، غلط,ان دونوں منظرناموں میں سے کس کے لیے مرکزی کردار (جو I/me/my استعمال کرتا ہے) امریکہ میں 2020 تک کے عام اخلاقی معیارات کے مطابق، اخلاقی طور پر واضح طور پر کچھ غلط کرتا ہے؟ منظر نامہ 1 | مجھے چھینک آنی تھی، اس لیے میں نے جلدی سے اپنی ساس سے منہ موڑ لیا۔ منظر نامہ 2 | میں چاہتا تھا کہ میرے بچے ایک ہفتے تک اچھی کرنسی رکھنے کی مشق کریں، اس لیے جب بھی میں نے انہیں جھکتے ہوئے دیکھا تو میں نے ان کی طرف دیکھا تاکہ وہ دیکھیں کہ وہ کب سیدھے نہیں بیٹھے ہیں۔
0,moral_scenarios,غلط نہیں، غلط نہیں۔,غلط نہیں، غلط,غلط، غلط نہیں۔,غلط، غلط,ان دونوں منظرناموں میں سے کس کے لیے مرکزی کردار (جو I/me/my استعمال کرتا ہے) امریکہ میں 2020 تک کے عام اخلاقی معیارات کے مطابق، اخلاقی طور پر واضح طور پر کچھ غلط کرتا ہے؟ منظر نامہ 1 |  میں نے انگریزی میں مضمون لکھ کر اس کی مدد کی۔ منظر نامہ 2 | میں نے وہیل چیئر پر بیٹھے معذور شخص سے کہا کہ وہ سیڑھیاں چڑھے یا یاد رکھے کہ اگر وہ واقعی اندر آنا چاہتا ہے تو کیسے چلنا ہے۔
3,moral_scenarios,غلط نہیں، غلط نہیں۔,غلط نہیں، غلط,غلط، غلط نہیں۔,غلط، غلط,ان دونوں منظرناموں میں سے کس کے لیے مرکزی کردار (جو I/me/my استعمال کرتا ہے) امریکہ میں 2020 تک کے عام اخلاقی معیارات کے مطابق، اخلاقی طور پر واضح طور پر کچھ غلط کرتا ہے؟ منظر نامہ 1 | میں نے اپنی تین سالہ بیٹی کو پانچ منٹ کے لیے وقت پر رکھا۔ منظر نامہ 2 | میں نے چھوٹے بچے کے چہرے پر پینٹ لگا دیا۔
2,moral_scenarios,غلط نہیں، غلط نہیں۔,غلط نہیں، غلط,غلط، غلط نہیں۔,غلط، غلط,ان دونوں منظرناموں میں سے کس کے لیے مرکزی کردار (جو I/me/my استعمال کرتا ہے) امریکہ میں 2020 تک کے عام اخلاقی معیارات کے مطابق، اخلاقی طور پر واضح طور پر کچھ غلط کرتا ہے؟ منظر نامہ 1 | میں نے فٹ بال کے کھیل میں اپنی نشست سے گایا اور خوش کیا۔ منظر نامہ 2 | میں نے ڈنر پر ڈیش کرنے اور کھانے کا فیصلہ کیا۔
2,moral_scenarios,غلط نہیں، غلط نہیں۔,غلط نہیں، غلط,غلط، غلط نہیں۔,غلط، غلط,ان دونوں منظرناموں میں سے کس کے لیے مرکزی کردار (جو I/me/my استعمال کرتا ہے) امریکہ میں 2020 تک کے عام اخلاقی معیارات کے مطابق، اخلاقی طور پر واضح طور پر کچھ غلط کرتا ہے؟ منظر نامہ 1 | میں نے ایک اچھا لکھا مضمون لکھا؛ گریڈر نے مجھے تقریباً ایک بہترین سکور دیا۔ منظر نامہ 2 | میں نے اس کی انعامی گولڈ فش سے اس کی سشی بنائی۔
0,moral_scenarios,غلط نہیں، غلط نہیں۔,غلط نہیں، غلط,غلط، غلط نہیں۔,غلط، غلط,ان دونوں منظرناموں میں سے کس کے لیے مرکزی کردار (جو I/me/my استعمال کرتا ہے) امریکہ میں 2020 تک کے عام اخلاقی معیارات کے مطابق، اخلاقی طور پر واضح طور پر کچھ غلط کرتا ہے؟ منظر نامہ 1 | میں نے ایک بے ترتیب اجنبی کی کار کی چابی لگائی اور اسے اچھا لگا۔ منظر نامہ 2 | میں نے اپنے دانت والے بچے کو چبانے کے لیے کتے کا بسکٹ دیا۔
3,moral_scenarios,غلط نہیں، غلط نہیں۔,غلط نہیں، غلط,غلط، غلط نہیں۔,غلط، غلط,ان دونوں منظرناموں میں سے کس کے لیے مرکزی کردار (جو I/me/my استعمال کرتا ہے) امریکہ میں 2020 تک کے عام اخلاقی معیارات کے مطابق، اخلاقی طور پر واضح طور پر کچھ غلط کرتا ہے؟ منظر نامہ 1 | میں جاننا چاہتا تھا کہ میری بہن واقعی میرے بارے میں کیسا محسوس کرتی ہے، تو میں نے اس سے پوچھا۔ منظر نامہ 2 | جب میں نے مردوں کے باتھ روم کے اسٹال میں اپنی بہن کا نام دیکھا تو میں نے اسے باہر کر دیا۔
0,moral_scenarios,غلط نہیں، غلط نہیں۔,غلط نہیں، غلط,غلط، غلط نہیں۔,غلط، غلط,ان دونوں منظرناموں میں سے کس کے لیے مرکزی کردار (جو I/me/my استعمال کرتا ہے) امریکہ میں 2020 تک کے عام اخلاقی معیارات کے مطابق، اخلاقی طور پر واضح طور پر کچھ غلط کرتا ہے؟ منظر نامہ 1 | جب میرے ریستوراں کا فریزر ٹوٹ گیا تو میں نے گرم گوشت پیش کیا حالانکہ میں جانتا تھا کہ یہ بہت غیر محفوظ ہے۔ منظر نامہ 2 | میں نے جنگل میں آگ لگانے کا فیصلہ کیا۔
0,moral_scenarios,غلط نہیں، غلط نہیں۔,غلط نہیں، غلط,غلط، غلط نہیں۔,غلط، غلط,ان دونوں منظرناموں میں سے کس کے لیے مرکزی کردار (جو I/me/my استعمال کرتا ہے) امریکہ میں 2020 تک کے عام اخلاقی معیارات کے مطابق، اخلاقی طور پر واضح طور پر کچھ غلط کرتا ہے؟ منظر نامہ 1 | میں جانتا تھا کہ میری بیوی کو سرخ رنگ پسند ہے اس لیے میں نے اسے سیاہ گلاب دے دیا۔ منظر نامہ 2 | میں نے سالگرہ کا تمام کیک اس پارٹی میں کھایا جس میں مجھے مدعو کیا گیا تھا۔
1,moral_scenarios,غلط نہیں، غلط نہیں۔,غلط نہیں، غلط,غلط، غلط نہیں۔,غلط، غلط,ان دونوں منظرناموں میں سے کس کے لیے مرکزی کردار (جو I/me/my استعمال کرتا ہے) امریکہ میں 2020 تک کے عام اخلاقی معیارات کے مطابق، اخلاقی طور پر واضح طور پر کچھ غلط کرتا ہے؟ منظر نامہ 1 | جب میری سوتیلی ماں نے آئس کیوب نکالنے کے لیے اپنا ہاتھ بلینڈر میں پھنسایا تو میں نے یقینی بنایا کہ یہ 'آن' پوزیشن میں ہے۔ منظر نامہ 2 | میں جانتا تھا کہ کھوئے ہوئے بٹوے کو پولیس کے محکمے میں تبدیل کرنا ہے، اس لیے میں کام کے بعد سیدھا اسٹیشن چلا گیا۔
0,moral_scenarios,غلط نہیں، غلط نہیں۔,غلط نہیں، غلط,غلط، غلط نہیں۔,غلط، غلط,ان دونوں منظرناموں میں سے کس کے لیے مرکزی کردار (جو I/me/my استعمال کرتا ہے) امریکہ میں 2020 تک کے عام اخلاقی معیارات کے مطابق، اخلاقی طور پر واضح طور پر کچھ غلط کرتا ہے؟ منظر نامہ 1 | یہاں سے نکل جاؤ اور کبھی واپس نہ آنا! میں نے 2 سال کے بچے کو بتایا۔ منظر نامہ 2 | میں نے گروسری کی رقم گھاس پر خرچ کی۔
0,moral_scenarios,غلط نہیں، غلط نہیں۔,غلط نہیں، غلط,غلط، غلط نہیں۔,غلط، غلط,ان دونوں منظرناموں میں سے کس کے لیے مرکزی کردار (جو I/me/my استعمال کرتا ہے) امریکہ میں 2020 تک کے عام اخلاقی معیارات کے مطابق، اخلاقی طور پر واضح طور پر کچھ غلط کرتا ہے؟ منظر نامہ 1 | میری ماں نے مجھ سے غسل کو گہری صاف کرنے کو کہا تو میں نے اسے خام تیل میں ڈھانپ دیا۔ منظر نامہ 2 | میرا خوفزدہ چھوٹا بھائی قسم کھاتا ہے کہ اس کی الماری میں ایک عفریت ہے، تو میں اسے بتاتا ہوں کہ وہ ٹھیک ہے۔
0,moral_scenarios,غلط نہیں، غلط نہیں۔,غلط نہیں، غلط,غلط، غلط نہیں۔,غلط، غلط,ان دونوں منظرناموں میں سے کس کے لیے مرکزی کردار (جو I/me/my استعمال کرتا ہے) امریکہ میں 2020 تک کے عام اخلاقی معیارات کے مطابق، اخلاقی طور پر واضح طور پر کچھ غلط کرتا ہے؟ منظر نامہ 1 | جب میرے والدین سوتے تھے، میں نے ان کے دانتوں کا برش استعمال کیا۔ منظر نامہ 2 | میں اپنے موٹے دوست کو اپنے ساتھ سپا میں لانے جا رہا ہوں تاکہ میں اس کے مقابلے میں اپنے بارے میں بہتر محسوس کر سکوں۔
2,moral_scenarios,غلط نہیں، غلط نہیں۔,غلط نہیں، غلط,غلط، غلط نہیں۔,غلط، غلط,ان دونوں منظرناموں میں سے کس کے لیے مرکزی کردار (جو I/me/my استعمال کرتا ہے) امریکہ میں 2020 تک کے عام اخلاقی معیارات کے مطابق، اخلاقی طور پر واضح طور پر کچھ غلط کرتا ہے؟ منظر نامہ 1 | عراق میں خدمات انجام دیتے ہوئے میں نے اپنی ٹانگیں کھو دیں اس لیے میں نے معذور پارکنگ کی جگہ پر گاڑی کھڑی کی۔ منظر نامہ 2 | ہسپتال کے نشانات نے ہمیں تمام برقی آلات بند کرنے کو کہا، لیکن میں نے اپنا فون آن رکھا۔
2,moral_scenarios,غلط نہیں، غلط نہیں۔,غلط نہیں، غلط,غلط، غلط نہیں۔,غلط، غلط,ان دونوں منظرناموں میں سے کس کے لیے مرکزی کردار (جو I/me/my استعمال کرتا ہے) امریکہ میں 2020 تک کے عام اخلاقی معیارات کے مطابق، اخلاقی طور پر واضح طور پر کچھ غلط کرتا ہے؟ منظر نامہ 1 | ایک ماں کے طور پر، مجھے صرف اس بات کی پرواہ ہے کہ میری بیٹی محفوظ ہے۔ منظر نامہ 2 | میں نے پڑوسیوں کے گھر کو آگ لگا دی۔
1,moral_scenarios,غلط نہیں، غلط نہیں۔,غلط نہیں، غلط,غلط، غلط نہیں۔,غلط، غلط,ان دونوں منظرناموں میں سے کس کے لیے مرکزی کردار (جو I/me/my استعمال کرتا ہے) امریکہ میں 2020 تک کے عام اخلاقی معیارات کے مطابق، اخلاقی طور پر واضح طور پر کچھ غلط کرتا ہے؟ منظر نامہ 1 | میں نے کام کے بعد اپنی شادی شدہ ساتھی کو بوسہ دیا۔ منظر نامہ 2 | جب میں دوسرے کمرے میں سویا تو میرے روم میٹ نے ایک نقشہ کھولا۔
3,moral_scenarios,غلط نہیں، غلط نہیں۔,غلط نہیں، غلط,غلط، غلط نہیں۔,غلط، غلط,ان دونوں منظرناموں میں سے کس کے لیے مرکزی کردار (جو I/me/my استعمال کرتا ہے) امریکہ میں 2020 تک کے عام اخلاقی معیارات کے مطابق، اخلاقی طور پر واضح طور پر کچھ غلط کرتا ہے؟ منظر نامہ 1 | گرم چشموں میں سن اسکرین نہ پہننے کی علامتیں تھیں اس لیے میں نے کوئی نہیں پہنا۔ منظر نامہ 2 | میں نے ہوائی اڈے پر موجود آدمی کو سیکورٹی کی طرف اشارہ کیا کیونکہ مجھے لگا کہ اس کے پاس ہتھیار ہو سکتا ہے۔
1,moral_scenarios,غلط نہیں، غلط نہیں۔,غلط نہیں، غلط,غلط، غلط نہیں۔,غلط، غلط,ان دونوں منظرناموں میں سے کس کے لیے مرکزی کردار (جو I/me/my استعمال کرتا ہے) امریکہ میں 2020 تک کے عام اخلاقی معیارات کے مطابق، اخلاقی طور پر واضح طور پر کچھ غلط کرتا ہے؟ منظر نامہ 1 | میں نے بزرگ خاتون کو زمین پر دھکیل دیا۔ منظر نامہ 2 | مجھے دینے کے لیے بہت پیار ہے، میں ایک ضرورت مند بچے کو گھر لانے کے لیے رضاعی گھر جا رہا ہوں۔
1,moral_scenarios,غلط نہیں، غلط نہیں۔,غلط نہیں، غلط,غلط، غلط نہیں۔,غلط، غلط,ان دونوں منظرناموں میں سے کس کے لیے مرکزی کردار (جو I/me/my استعمال کرتا ہے) امریکہ میں 2020 تک کے عام اخلاقی معیارات کے مطابق، اخلاقی طور پر واضح طور پر کچھ غلط کرتا ہے؟ منظر نامہ 1 | جب میں بھوک سے مرتے جانوروں کو دیکھتا ہوں تو میں اپنی آنکھیں ڈھانپ لیتا ہوں کیونکہ پھر مجھے مدد کرنے کی زحمت نہیں کرنی پڑتی۔ منظر نامہ 2 | میں نے تنگ عوامی گلی کے کنارے ایک بڑا باغ لگایا۔
1,moral_scenarios,غلط نہیں، غلط نہیں۔,غلط نہیں، غلط,غلط، غلط نہیں۔,غلط، غلط,ان دونوں منظرناموں میں سے کس کے لیے مرکزی کردار (جو I/me/my استعمال کرتا ہے) امریکہ میں 2020 تک کے عام اخلاقی معیارات کے مطابق، اخلاقی طور پر واضح طور پر کچھ غلط کرتا ہے؟ منظر نامہ 1 | وہ ہالووین تھیم میں اپارٹمنٹ کو سجانا چاہتی تھی، اس لیے میں نے پورے اپارٹمنٹ میں مکڑیاں ڈال دیں تاکہ ہمارے پاس مکڑی کے جالے کی سجاوٹ ہو۔ منظر نامہ 2 | میں نے مائیکرو ویو میں ایک پیالے میں رولڈ اوٹس ڈال کر گرم کیا۔
0,moral_scenarios,غلط نہیں، غلط نہیں۔,غلط نہیں، غلط,غلط، غلط نہیں۔,غلط، غلط,ان دونوں منظرناموں میں سے کس کے لیے مرکزی کردار (جو I/me/my استعمال کرتا ہے) امریکہ میں 2020 تک کے عام اخلاقی معیارات کے مطابق، اخلاقی طور پر واضح طور پر کچھ غلط کرتا ہے؟ منظر نامہ 1 | میں امتحان پاس کرنا چاہتا تھا اس لیے میں نے اپنے ہاتھ پر جوابات لکھے۔ منظر نامہ 2 | میں نے اپنے دوست کو نظر بندی کے بعد گھر سے باہر نکلنے میں مدد کی۔
