answer,subject,choice_3,choice_2,choice_1,choice_0,question
1,sociology,طالب علموں کا رجحان آخری لمحات تک مضمون لکھنا چھوڑ دیتے ہیں اور پھر توسیع شدہ آخری تاریخ مانگتے ہیں,کام اور تفریح ​​کے درمیان ایک غیر جانبدار توازن جیسا کہ نہ تو منسلک ہے اور نہ ہی مخالف، جیسا کہ نیم ہنر مند دستی اور کلریکل ورکرز نے ثبوت دیا ہے۔,پیشہ ور افراد اور ہنر مند کارکنوں کی خصوصیت، جن کے کام کی دلچسپی فرصت کے وقت میں پھیل جاتی ہے۔,علما اور غیر ہنر مند دستی کارکنوں کا طرز زندگی، جنہوں نے فراغت کے وقت کو اجنبی کام سے بچنے کا موقع سمجھا۔,پارکر (1976) نے جس 'توسیع پیٹرن' کی نشاندہی کی تھی کہا گیا تھا:
2,sociology,ایک سماجی طبقے کا طرز زندگی، جیسا کہ کھپت کے نمونوں سے بیان کیا گیا ہے۔,سرمایہ، مصنوعات اور مزدوری کی منڈیوں میں کسی شخص کی پوزیشن، ان کے معاشی وسائل کی بنیاد پر,ایک سماجی گروپ کا اپنی حیثیت اور زندگی کے امکانات کا شعور,محنت کش طبقے کا ان کے سرمایہ دار آجروں کے ذریعے استحصال,ویبر نے 'طبقاتی صورتحال' کی تعریف یوں کی:
3,sociology,قومی جانچ اور معائنہ کے ذریعے ریاستی ضابطے میں اضافہ,اسکول کے والدین کے انتخاب میں کمی,ایل ای اے کو پاور اور بجٹ کنٹرول کا وفد,اعلی تعلیم میں طلباء کے لیے مزید فنڈنگ,1980 کی دہائی میں تعلیمی پالیسی میں مارکیٹ کے اصولوں کے تعارف کے نتیجے میں:
2,sociology,تعلیمی کامیابیوں میں صنفی فرق کو طبقاتی عدم مساوات سے منسوب کیا جا سکتا ہے۔,تعلیمی کامیابی کا تعین کرنے میں اسکول کا کردار نسلی پس منظر سے کہیں زیادہ ہے۔,اسکولوں میں نسل پرستی نے نسلی اقلیتوں سے تعلق رکھنے والے بچوں کے لیے مواقع کی مساوات کی طرف قدم کو نقصان پہنچایا,تعلیمی کامیابیوں کی پیشن گوئی کرنے میں نسلی پس منظر میں فرق طبقاتی یا جنس سے زیادہ اہم تھے۔,سمتھ اور ٹاملنسن نے دلیل دی کہ:
2,sociology,اوپر کا سارا,علم اور معلومات پر مبنی سروس اکانومی کی طرف تبدیلی,صنعتی پیداوار اور مینوفیکچرنگ میں دلچسپی کی بحالی,صنعتی تنازعات کے حل میں ٹریڈ یونینوں کی بڑھتی ہوئی طاقت,'پوسٹ انڈسٹریل سوسائٹی' جس کی نشاندہی بیل (1973) نے کی ہے:
3,sociology,روزمرہ کے کاروباری لین دین کے تناظر میں اس کا پتہ نہیں چلا,پولیس کارپوریٹ جرائم پر آنکھیں بند کر لیتی ہے۔,پرولتاریہ بورژوازی کو پیچھے چھوڑ سکتا ہے۔,اس میں صرف تھوڑی سی رقم شامل ہے۔,وائٹ کالر جرائم کی نمائش کم ہے کیونکہ:
3,sociology,اوپر کا سارا,عوامی لائبریریوں، عجائب گھروں اور آرٹ گیلریوں کے ذریعے شہری، میونسپل ثقافت کی ترقی,سماجی خرابی کو کم کرنے کے لیے منظم اور منظم سرگرمیاں,غیر کام اور آرام کے الگ الگ ادوار,صنعتی سرمایہ داری کے ساتھ، فرصت ایک تصور کے طور پر ابھری جس کا مطلب تھا:
0,sociology,اشرافیہ ثقافت کے امریکنائزیشن پر تشویش کا اظہار کرتے ہیں۔,سامعین میڈیا کی طرف سے نمائندگی کرنے والے نسلی دقیانوسی تصورات کو چیلنج کرتے ہیں۔,بچے پرتشدد یا جنسی طور پر واضح فلمیں دیکھتے ہیں اور پھر رویے کی نقل کرتے ہیں۔,میڈیا منحرف گروہوں کی رپورٹوں کو بڑھا چڑھا کر پیش کرتا ہے، جس سے مخالفانہ ردعمل پیدا ہوتا ہے۔,اخلاقی گھبراہٹ اس وقت ہوتی ہے جب:
3,sociology,شرح پیدائش میں کمی، زیادہ متوقع عمر، اور عمر رسیدہ آبادی,پیدائش اور موت کی شرح میں اضافہ، جس کے نتیجے میں نسبتاً نوجوان آبادی ہے۔,صنعت کاری کے بعد سے موت اور بیماری کی بنیادی وجوہات میں تبدیلی,آبادی کے حجم میں کمی، امیگریشن کے مقابلے ہجرت کی زیادہ شرح کی وجہ سے,'ڈیموگرافک ٹرانزیشن' ایک سماجی رجحان ہے جس میں شامل ہیں:
1,sociology,کرسمس کی تعطیلات کو تعمیری طور پر استعمال کرنا,کلسٹر نمونے لینے,غیر امکانی نمونے لینے,امکان کے نمونے لینے,'سنو بالنگ' اس کی ایک مثال ہے:
1,sociology,محنت کش طبقے کا بہت ٹھنڈی جگہوں پر رہنے کا رجحان,متوسط ​​طبقے میں درمیانی طبقے کی ترقی,امیر اور غریب کے درمیان بڑھتی ہوئی خلیج، جس کے نتیجے میں طبقاتی شعور پیدا ہوتا ہے۔,ہر سماجی طبقے کی کم و بیش مراعات یافتہ طبقے میں تقسیم,مارکس نے جس 'طبقاتی پولرائزیشن' کی پیش گوئی کی تھی اس کا حوالہ دیا گیا:
3,sociology,سیاسی سودے بازی اور نمائندگی میں محنت کش طبقے کی تنظیمیں بھی شامل ہیں۔,خواتین کو کل وقتی معاوضہ ملازمت میں بھرتی کرنا,ریاست اور کارپوریٹ تنظیموں کے درمیان روابط پیدا کرنا,پالیسی فیصلہ سازی کے عمل میں یونین کے نمائندوں سمیت,انیسویں صدی میں مزدور تحریک کے تناظر میں 'انکارپوریشن' کا مطلب تھا:
0,sociology,سماجی نقل و حرکت,سماجی سطح بندی,اجتماعی رویہ,اکلچریشن,ریاست ہائے متحدہ امریکہ میں داخل ہونے والے لاکھوں تارکین وطن بچوں نے ان کمیونٹیز میں سرکاری اسکولوں میں تعلیم حاصل کرتے ہوئے انگریزی اور شہریت کے فرائض سیکھے جن میں وہ آباد تھے۔ یہ مندرجہ ذیل میں سے کس سماجی تصور کی ایک مثال ہے؟
3,sociology,محنت کی تقسیم کے ساتھ ایک یونٹ جو نسلی اور ثقافتی گروہوں میں پھیلا ہوا ہے۔,خطرات اور خطرات کے بارے میں آگاہی جو مجموعی طور پر ماحول کو متاثر کرتی ہے۔,بیوروکریٹک انتظامیہ کے ساتھ ایک سلطنت لیکن کوئی سیاسی مرکز نہیں۔,ایک ملک کے مختلف علاقوں کے درمیان رقم کی نقل و حمل کا ایک ذریعہ,سرمایہ دارانہ عالمی معیشت وہی ہے جسے والرسٹائن (1974) 'عالمی نظام' کہے گا۔ اس اصطلاح سے مراد:
3,sociology,لوگوں کو الگ تھلگ کر کے انہیں نگرانی میں رکھا جاتا ہے۔,قیدیوں سے ان کی سابقہ ​​شناخت چھین لی گئی۔,مینیجرز کے پاس طاقت کی مقدار میں اضافہ ہوا,انسانی تعلقات اور ملازمین کے اطمینان پر زور دیا۔,فوکو کے مطابق، کارسرل تنظیمیں:
1,sociology,قومی ریاست,عالمی گاؤں,دفتر,گھر والے,مندرجہ ذیل میں سے کس کو معاشرے کی سطح کے طور پر تسلیم نہیں کیا جاتا ہے؟
1,sociology,نسل کی بکھری اور تکثیری نوعیت,ایک طاقتور اکثریت کی طرف سے اقلیت پر نسلی لیبل لگانا,مذہب، زبان یا تاریخ کی بنیاد پر گروپ کی رکنیت کا احساس,مردم شماری میں استعمال ہونے والی نسل کے معروضی زمرے,نسلی شناخت سے مراد:
1,sociology,اوپر کا سارا,دوبارہ شادیوں کا اوپر کی طرف منحنی خطوط پہلی شادیوں میں کمی کی تلافی کرتا ہے۔,بہت سے لوگ طویل مدتی تعلقات میں رہتے ہیں۔,تنہا رہنے والوں کا تناسب 29 فیصد تک گر گیا,شادی زوال کا شکار نظر آتی ہے کیونکہ:
0,sociology,ریاست کی فراہمی کے ذریعے سماجی بہبود کو ختم کرنا,آمدنی سے قطع نظر سب کے لیے بہبود کا ایک عالمگیر نظام,'خاندانی اجرت' کے کمانے والے کے طور پر مردوں کو باقاعدہ فوائد کی ادائیگی,افراد نجی طور پر فلاح و بہبود خرید رہے ہیں، کچھ ذرائع سے آزمائے گئے فوائد کے ساتھ,ریاست کی فلاح و بہبود کا مارکیٹ ماڈل اس اصول پر مبنی ہے:
1,sociology,خواتین ماہرین عمرانیات کی غیر متناسب تعداد جو غربت پر تحقیق کرتی ہیں۔,جس طرح سے بجٹ کا انتظام کرنا اور غربت سے بچنا گھر میں عورت کی ذمہ داری ہے۔,کم تنخواہ اور زیادہ فلاحی انحصار کی وجہ سے خواتین کے غربت میں رہنے کے امکانات بڑھ جاتے ہیں۔,حقوق نسواں کے نظریہ سازوں کے ذریعہ 'غربت' کی تنقیدی ڈی کنسٹرکشن,غربت کی نسائی اصطلاح سے مراد ہے:
2,sociology,ورچوئل کمیونٹیز جو صرف سائبر اسپیس میں موجود ہیں۔,سماجی برادری، غیر مقبول لیکچررز کے ذریعہ تشکیل دی گئی ہے۔,ہم جنس پرستوں کے گاؤں، جو بڑے شہروں کے مخصوص حصوں میں بنتے ہیں۔,نسلی کمیونٹیز، مشترکہ شناخت اور امتیازی سلوک کے تجربات پر مبنی,مندرجہ ذیل میں سے کون سی کمیونٹی کی نئی شکل کے طور پر شناخت نہیں کی گئی ہے؟
0,sociology,سست ترین کارکنوں کے دانت نکالنا تاکہ انہیں بات کرنے سے روکا جا سکے۔,بیرون ملک اپنے آجر کی کمپنی کو فروغ دینے کے لیے فیکٹریوں میں سب سے زیادہ ہنر مند کارکنوں کا انتخاب کرنا,'اٹلانٹک تکون' میں غلاموں کی تجارت کے ذریعے افریقی لوگوں کی فروخت,لوگوں کو برطانوی کالونیوں میں لے جایا جاتا ہے اور غریب حالات میں ایک آجر کے لیے کام کرنے پر مجبور کیا جاتا ہے۔,انیسویں صدی میں 'انڈینچرڈ لیبر' کا استعمال شامل ہے:
3,sociology,اوپر کا سارا,میڈیا اشتہارات کی 'علامتی معیشت' کے ذریعے سائٹس اور تصاویر فروخت کرنا,صنعتی مناظر کو سیاحتی مقامات میں تبدیل کرنا,معاشی زوال میں شہروں کو دوبارہ پیدا کرنا,ثقافتی تنظیم نو میں شامل ہے:
1,sociology,تنخواہیں,حکام کا درجہ بندی,وسیع کاغذی کارروائی,غیر ذاتی قوانین,مندرجہ ذیل میں سے کون ویبر کی مثالی قسم کی بیوروکریسی کا حصہ نہیں تھا؟
3,sociology,خاندان,ذرائع ابلاغ,ایک ہم عمر گروپ,پری اسکول فراہم کرنے والا,ابتدائی بچپن میں سوشلائزیشن کا سب سے اہم ایجنٹ کون سا ہے؟
0,sociology,تلاش,تفصیل,وضاحت,مثلث,مندرجہ ذیل میں سے کون سا 'تحقیق کا مقصد' نہیں ہے؟
2,sociology,دماغ کا سائز,اونچائی,ارتقاء,جینیات,انیسویں صدی میں 'سائنسی' نظریات نے نسل کو فطری لحاظ سے سمجھانے کی کوشش کی۔ مندرجہ ذیل میں سے کن نظریات پر غور نہیں کیا گیا؟
2,sociology,خاندانی اخراجات کا سروے,فیشن حساسیت سروے,عمومی گھریلو سروے,لیبر فورس سروے,مندرجہ ذیل میں سے کون سا برطانوی حکومت کا باقاعدہ قومی سروے نہیں ہے؟
2,sociology,خودکار طریقوں کے ساتھ کیمیائی پروسیسنگ,اسمبلی پلانٹس میں کار مینوفیکچرنگ,دستکاری کی پیداوار کے طور پر ٹیکسٹائل کا کام,مشین پر مبنی فیکٹری کا کام,مندرجہ ذیل میں سے کون سی صنعت بلونر (1964) نے تجویز کی کہ وہ اپنے ملازمین کے لیے سب سے زیادہ اجنبی تھی؟
3,sociology,اوپر کا سارا,نرمی: متوسط ​​طبقے کے لوگوں کی واپسی شہر کے اندر,عوامی جگہ کی تنزلی کیونکہ خواتین مقامی سہولیات کو زیادہ استعمال کرتی ہیں۔,روزگار اور خدمات کا اندرونی شہر سے دور چھوٹے شہروں اور دیہی علاقوں میں متعدد مراکز کی طرف منتقلی,'وکندریقرت شہر' کی شناخت اس کے ذریعے کی جا سکتی ہے:
2,sociology,مردوں کے مقابلے خواتین کی گرفتاری کا امکان کم تھا۔,حیاتیاتی ناکامیوں نے کچھ لوگوں کو جرم میں ڈال دیا۔,کوئی عمل اندرونی طور پر منحرف نہیں ہے۔,مجرموں کو جرائم کی 'انڈرورلڈ' میں تبدیل کر دیا گیا تھا۔,Lombroso نے دعوی کیا کہ:
3,sociology,شہریت کا وعدہ مسلسل امتیازی سلوک سے متصادم تھا۔,وہ جنوبی ریاستوں کو چھوڑ کر شمالی امریکہ جانے کے لیے تیار نہیں تھے۔,وہ اپنی اصل نسلی شناخت کا مضبوط احساس برقرار رکھنا چاہتے تھے۔,سفید فام آبادی آزادی، مساوات اور جمہوریت پر یقین نہیں رکھتی تھی۔,وارنر اور میرڈل نے دعویٰ کیا کہ سیاہ فام سابق غلام شمالی امریکہ کے شہروں کے 'نسلی پگھلنے والے برتن' میں شامل نہیں ہو رہے تھے کیونکہ:
1,sociology,'حقیقت' جیسی اصطلاحات کا کوئی گہرا معنی گفتگو کی سطح سے زیادہ نہیں ہوتا,ماہرین سماجیات طے کرتے ہیں کہ سماجی حقیقت کیا ہے اور صرف اس کی پیمائش کرتے ہیں۔,لوگ اپنے حالات کی مشترکہ تعریفوں پر گفت و شنید کرتے ہیں اور ان کے مطابق زندگی گزارتے ہیں، اکثر یہ بھول جاتے ہیں کہ یہ سماجی دنیایں متعین اور بیرونی نہیں ہیں۔,سائنس دان اپنے کام میں سماجی اقدار اور مفادات کی طرف رہنمائی کرتے ہیں، اس لیے وہ ایسے مظاہر کی وضاحت اور پیمائش کرتے ہیں جو ان کے نظریات کی حمایت کریں گے۔,جب برجر اور لک مین نے کہا کہ حقیقت سماجی طور پر تعمیر ہوتی ہے، تو ان کا مطلب تھا:
1,sociology,وہ رضاکار جو محلے کی صفائی کے لیے سالانہ جمع ہوتے ہیں۔,ایک بُک کلب جس میں کتابوں کا انتخاب ممبران کرتے ہیں جو بحث کی قیادت کرنے کے لیے حروف تہجی کے حساب سے موڑ لیتے ہیں۔,ایک بڑے شہر کی حکومت,ایک توسیع شدہ یا ہم آہنگ خاندان، بشمول خون، شادی، یا گود لینے کے ذریعہ تمام رشتہ دار,مندرجہ ذیل گروپوں یا تنظیموں میں سے کون سے بیوروکریسی کی خصوصیات کے حامل ہیں؟
1,sociology,خواتین ٹیلی ویژن پروڈیوسرز اس شعبے میں کام کرنے کا زیادہ امکان رکھتے ہیں۔,وہ خواتین کو الگ کرتے ہیں اور مردوں کے سامعین سے اپیل کرتے ہیں۔,وہ خواتین کی گھریلو اور خودمختار دونوں طرح کی تصاویر کی نمائندگی کرتے ہیں۔,صابن اوپیرا میں زیادہ تر کردار خواتین ہیں۔,پِلچر (1999) نے صابن اوپیرا کو میڈیا کی 'نسائی صنف' کے طور پر شناخت کیا کیونکہ:
2,sociology,پچھلے سال میں ایک ہفتہ کی چھٹی کے بغیر جانا,پچھلے سال میں بیس سے کم ڈی وی ڈی خریدنا,سنگین ساختی نقائص کے ساتھ رہائش میں رہنا,نہانے یا شاور کے خصوصی استعمال کی کمی,ان میں سے کون سا ٹاؤن سینڈ (1979) کے رشتہ دار محرومی کے اشارے میں سے ایک نہیں تھا؟
