answer,subject,choice_3,choice_2,choice_1,choice_0,question
1,professional_psychology,دبانے والا متغیر۔,اویکت متغیر.,ثالث متغیر,ماڈریٹر متغیر,البرٹ ایلس کے مطابق، کسی واقعہ کے بارے میں ہمارے جذباتی اور رویے کے رد عمل اس واقعہ کے بارے میں ہمارے عقائد کی وجہ سے ہوتے ہیں نہ کہ خود واقعہ کے بارے میں۔ دوسرے لفظوں میں، ہمارے عقائد اس طرح کام کرتے ہیں:
0,professional_psychology,مرکز,درجہ بندی,رہائش۔,انضمام,"ایک 16 ماہ کا بچہ جو اپنی پالتو بلی کو ""کٹی"" کہتا ہے پہلی بار کتے کو دیکھ کر اسے ""کٹی"" کہتا ہے۔ Piaget کے علمی نشوونما کے نظریہ کے لحاظ سے، بچہ ظاہر کر رہا ہے:"
0,professional_psychology,دوسرے IV کی ایک ہی سطح پر IV کا اثر,خود سے زیادہ IV کا اثر,خود سے 1 IV کا اثر,دوسرے IV کی مختلف سطحوں پر IV کا اثر,فیکٹریل انووا اس وقت استعمال ہوتا ہے جب مطالعہ میں 1 IV سے زیادہ شامل ہو۔ فیکٹریل انووا کا انٹرایکشن ایفیکٹ کون سا ہے؟
3,professional_psychology,افرادی قوت کے لیبر مارکیٹ کے موازنہ میں کم استعمال کا تعین کرنا,حفاظتی معیارات قائم کرنا,اجرت اور تنخواہوں کا تعین,صحیح کام کے ساتھ صحیح شخص کو مارچ کرنا,مندرجہ ذیل میں سے سبھی کام کے تجزیہ کے استعمال ہیں سوائے
2,professional_psychology,خود خیالی تعصب,بنیادی انتساب تعصب,اداکار مبصر اثر,خود کی خدمت کا تعصب,کسی دوسرے شخص کے رویے کو کہا جاتا ہے۔
2,professional_psychology,کمیونٹی کی تقسیم کو روکنا,مسائل کی شدت کو کم کریں,مسائل کے دوبارہ ہونے کو روکیں۔,مسائل پیدا ہونے سے پہلے ان سے نمٹیں۔,کمیونٹی کی ذہنی صحت میں تین قسم کی روک تھام کی نشاندہی کی گئی ہے۔ ثانوی روک تھام کی کوششیں
0,professional_psychology,غیر ہدایتی معاون علاج,طرز عمل کو چالو کرنے کا علاج,سماجی مہارت کی تربیت,علمی سلوک تھراپی,اضطراب کی علامات کو دور کرنے کے ساتھ علاج کا کون سا طریقہ بہترین نتائج دیتا ہے؟
3,professional_psychology,رازداری کو برقرار رکھنے کی ذمہ داری میں مستثنیات ہیں۔,کیس کے مواد پر کیس سے متعلقہ ساتھیوں کے ساتھ تب ہی بات کی جا سکتی ہے جب کلائنٹ سے باضابطہ طور پر معلومات حاصل کی گئی ہوں۔,عوامی لیکچرز میں، کلائنٹس کے بارے میں وگنیٹس کا تعلق غیر اخلاقی ہے۔,خفیہ معلومات صرف کلائنٹ کی رضامندی سے دوسروں پر ظاہر کی جا سکتی ہیں۔,مندرجہ ذیل میں سے کون سا رازداری کے بارے میں درست بیان ہے۔
3,professional_psychology,غیر اخلاقی اور ممکنہ طور پر غیر قانونی۔,اخلاقی اور قانونی طور پر جب تک کہ وہ اپنے انکم ٹیکس فارمز پر کلائنٹ کی ادائیگیوں کو بطور آمدنی شامل کرتی ہے۔,اخلاقی طور پر چونکہ یہ ڈاکٹر گڈ ول پر منحصر ہے کہ وہ اپنے علاج کے ریکارڈ میں کیا شامل کریں۔,اخلاقی طور پر جب تک وہ اس بات کی تصدیق کر لیتی ہے کہ یہ درخواست کرنے کی کلائنٹ کی وجوہات درست ہیں۔,اپنے پہلے تھراپی سیشن کے دوران، ایک کلائنٹ ڈاکٹر گڈ ول سے کہتا ہے کہ وہ تھراپی کے لیے نقد رقم ادا کرنا چاہتا ہے اور نہیں چاہتا کہ ڈاکٹر گڈ ول تھراپی کے سیشنز یا اس کی ادائیگیوں کا ریکارڈ رکھیں۔ اگر ڈاکٹر گڈ ول اس انتظام سے اتفاق کرتی ہے تو اس نے یہ کیا ہے:
1,professional_psychology,انکولی رویے کو بتدریج شکل دینے کے لیے پروگرام شدہ ہدایات کا استعمال کریں۔,اپنے خیالات کو موڈ کو بلند کرنے والے ادراک پر مرکوز کریں۔,اپنے کام پر مبنی رویے کو بڑھانے کے لیے ان کے خود بیانات کو تبدیل کریں۔,اپنے سبق کے مقاصد کو پہلے سے لکھ کر کاموں میں بہتر طور پر شرکت کریں۔,جذباتی بچوں کی خود تدریسی تربیت میں ان کی مدد کرنا شامل ہے۔
3,professional_psychology,دو عنصر کا نظریہ,مساوات کا نظریہ,توقع کا نظریہ,ERG تھیوری,ایک کمپنی کا صدر اپنے ملازمین کی کم ترغیب اور اطمینان کے بارے میں فکر مند ہے اور اس کے نتیجے میں، تمام ملازمین کے لیے اجرت اور بونس (مالی) ترغیبی پروگرام قائم کرتا ہے۔ چھ ماہ بعد، صدر کو معلوم ہوا کہ ان کی کوششوں سے ملازمین کی ملازمت کی حوصلہ افزائی یا اطمینان میں اضافہ نہیں ہوا ہے۔ مندرجہ ذیل نظریات میں سے کس کے ذریعہ اس نتیجہ کی بہترین پیش گوئی کی جاتی ہے؟
2,professional_psychology,غیر فعال نظام میں سب سے زیادہ عام ہے,نظام کی استحکام کو برقرار رکھنے کی صلاحیت میں ایک اہم جزو ہے۔,خاندان کے کسی فرد کی عزت نفس پر نقصان دہ اثر پڑتا ہے۔,پورے نظام کو برقرار رکھنے کی صلاحیت میں مداخلت کرتا ہے۔,جنرل سسٹم تھیوری کے مطابق منفی آراء
1,professional_psychology,مرد اور خواتین ہجوم کے حالات پر تقریباً ایک ہی حد تک جارحانہ ردعمل ظاہر کرتے ہیں۔,مرد اور عورتیں یکساں طور پر ہجوم کے حالات پر منفی ردعمل ظاہر کرنے کا امکان رکھتے ہیں۔,ہجوم کے حالات کی وجہ سے خواتین کے مقابلے میں مردوں کے دباؤ کا امکان کم ہوتا ہے۔,ہجوم کے حالات میں خواتین کے مقابلے میں مردوں کے جارحانہ انداز میں کام کرنے کا زیادہ امکان ہوتا ہے۔,ہجوم کے اثرات کے حوالے سے، درج ذیل میں سے کون سا سچ ہے؟
3,professional_psychology,طلباء کو اہداف تفویض کریں جو صرف بین گروپ تعاون کے ذریعے حاصل کیے جاسکتے ہیں۔,دشمنی کو کم کرنے کے طریقوں پر بات کرنے کے لیے ہر گروپ سے ایک نمائندہ منتخب کرنے کو کہیں۔,کمیونٹی کے ایک معزز رکن کو طلبا سے تعاون کے فوائد کے بارے میں بات کرنے کو کہیں۔,خوشگوار حالات میں رابطے کے مواقع بڑھائیں۔,جونیئر ہائی اسکول کے طلباء کے گروپوں کے درمیان دشمنی کو کم کرنے کے لیے، آپ کو بہترین مشورہ دیا جائے گا:
1,professional_psychology,مضمر یادداشت,کرسٹلائزڈ ذہانت,معلومات پر تیزی سے کارروائی کرنے کی صلاحیت,توجہ کی مدت,مندرجہ ذیل میں سے کون سا کام عمر کے ساتھ سب سے زیادہ کم ہوتا ہے۔
3,professional_psychology,کسی دوسرے ماہر نفسیات سے مشورہ کریں کہ آیا علاج میں کلائنٹ کو دیکھنا جاری رکھنا ہے یا نہیں۔,تسلیم کریں کہ اس کے جذبات انسداد منتقلی کا نتیجہ ہیں اور کلائنٹ کے ساتھ کام کرنا جاری رکھیں۔,کلائنٹ سے وجہ پر بات کرنے کے بعد اسے کسی دوسرے معالج کے پاس بھیج دیں۔,کلائنٹ کو ریفرل کی وجہ بتائے بغیر کسی دوسرے معالج کے پاس بھیجیں۔,ایک تھراپی کلائنٹ کے ساتھ تین سیشنوں کے بعد، ڈاکٹر لیونارڈ لائکوسکی نے محسوس کیا کہ وہ کلائنٹ کے ساتھ کچھ دشمنی محسوس کر رہا ہے کیونکہ وہ اسے اپنی بیوی کی یاد دلاتی ہے جس سے وہ اس وقت طلاق لے رہا ہے۔ ڈاکٹر لائکووسکی کا بہترین عمل یہ ہوگا:
0,professional_psychology,واضح (واضح) جنسی سلوک۔,"""ایک """"معقول عورت"" کا فیصلہ کہ کوئی عمل ناگوار ہے۔""","""جنسی طور پر جارحانہ طرز عمل کے نتیجے میں"" ""مخالف ماحول"" کی تخلیق۔",ایسی صورت حال جس میں جنسی مطالبات پر ملازم کا ردعمل اس کی ملازمت کو متاثر کرتا ہے۔,"جنسی ہراسانی کے تناظر میں، ""quid pro quo"" سے مراد ہے:"
2,professional_psychology,خودکشی کا خیال سوالنامہ,خودکش کارروائی کا سوالنامہ,خودکشی کے خیال کے لیے بیک اسکیل,بیک ناامیدی کا پیمانہ,خودکشی کے خطرے کا اندازہ لگانے کے لیے مندرجہ ذیل میں سے کون سا آلہ دستیاب نہیں ہے؟
1,professional_psychology,"""مصنوعی نیند"" کی حالت۔",حالات کے تقاضوں کی تعمیل میں اضافہ۔,یادداشت، مزاج اور ادراک میں تبدیلی۔,ایک قابل پیمائش جسمانی تبدیلی۔,سموہن کو اس تجویز کے جواب کے طور پر بہترین طور پر بیان کیا گیا ہے جس میں شامل ہیں:
1,professional_psychology,0.7,0.5,0.42,0.01,ایک عورت کا شیزوفرینک بھائی ہے۔ تحقیقی شعبے کے مطابق تھر کے اس کے شیزوفرینک ہونے یا ہونے کا امکان ہے۔
3,professional_psychology,معمول کے حوالے سے ٹیسٹ,دانشورانہ تشخیصات,فنکشنل طرز عمل کی تشخیص,معیار کے حوالے سے جانچ,معیاری ٹیسٹ یا اقدامات جو ایک امتحان دینے والے کی کارکردگی کا شرکاء کے مخصوص گروپ کی کارکردگی سے موازنہ کرتے ہیں:
1,professional_psychology,1.5,0.9,0.5,0,مندرجہ ذیل چیزوں میں سے کون سی مشکل (p) کی سطح امتحان دہندگان کی اعلی اور کم کارکردگی والے گروپوں میں تفریق کو زیادہ سے زیادہ کرتی ہے:
0,professional_psychology,مخالف جنس کے بہت سے لوگ موجود ہیں۔,ایک ہی جنس کے بہت سے لوگ موجود ہیں۔,بہت سے دیکھنے والے ہیں.,ایک ہی پاس اسٹینڈر ہے۔,کسی شخص کو ہنگامی صورتحال میں مدد ملنے کا زیادہ امکان ہوتا ہے جب:
1,professional_psychology,ابتدائی نتائج؛ سروس اور بلنگ کی تاریخیں؛ مریض کی ترقی,تشخیص؛ ابتدائی نتائج؛ مریض کے ادراک، تجسس، اور تصورات کا مواد؛ سروس اور بلنگ کی تاریخیں؛ علاج کی منصوبہ بندی میں پیش رفت,تشخیص؛ ابتدائی نتائج؛ علاج کی منصوبہ بندی؛ سروس اور بلنگ کی تاریخیں؛ علاج کی منصوبہ بندی میں پیش رفت,ابتدائی نتائج: مریض کے ادراک، تجدید، اور تصورات کی رضامندی؛ خدمت کی ہمت اور بلنگ مریض کی ترقی,موجودہ قانونی اور اخلاقی معیارات کا تقاضا ہے کہ ہر مریض کے لیے علاج کا ریکارڈ رکھا جائے۔ کم از کم، اس علاج کے ریکارڈ میں شامل ہونا چاہیے۔
2,professional_psychology,18 ماہ,12 ماہ,9 ماہ,6 ماہ,بچے عام طور پر سال کی عمر میں اپنے پہلے قدم اٹھاتے ہیں۔
0,professional_psychology,دائمی جسمانی اور نفسیاتی تناؤ,کمال پسندی کی اعلی ضرورت,"ڈپریسوجینک طرز عمل کے لیے ""حادثاتی"" بیرونی کمک",ماحول سے کمک کی کمی,لیون سوہن کا طرز عمل ماڈل ______________ اور افسردگی کے درمیان ایک وجہ ربط تجویز کرتا ہے۔
0,professional_psychology,شخصیت کے طول و عرض اور حقیقی رویے کے درمیان روابط,طول و عرض کے درمیان فرق کی درستگی,شخصیت کے طول و عرض کی ترقی کی ترتیب,ضروری جہتوں کی تعداد 10 شخصیت کو بیان کرتی ہے۔,عنصر کے تجزیہ کا استعمال کرتے وقت، شخصیت کے نظریہ سازوں کی ایک بڑی تشویش کی وضاحت کی گئی ہے
2,professional_psychology,اندرونی پرانتستا.,اصل نگرا,انسولر پرانتستا.,suprachiasmatic نیوکلئس.,پارکنسنز کی بیماری ڈوپامائن پیدا کرنے والے خلیات کے ترقی پذیر انحطاط کی وجہ سے ہوتی ہے:
0,professional_psychology,صحت کی حیثیت,تاریخی عمر,زندگی کا تجربہ,سماجی حمایت,70، 80 اور 90 کی دہائی کے افراد کے مطالعے سے پتہ چلتا ہے کہ تھر کے دانشورانہ کام کا سب سے گہرا تعلق ہے
3,professional_psychology,ماہرین نفسیات کے مؤکلوں کی فلاح و بہبود کی ترقی اور تحفظ,مجموعی طور پر معاشرے کی فلاح و بہبود کی ترقی,نفسیات کے میدان کی مسلسل خوشحالی,تھراپسٹ-کلائنٹ مواصلات کی رازداری,اخلاقی اصولوں کے وجود کی بنیادی قدر یہ ہے:
1,professional_psychology,"""آپ کو کسی بھی حالت میں کلائنٹ سے اجازت لینے کی ضرورت نہیں ہے کیونکہ کنسلٹنٹ کیس کے ساتھ ""واضح طور پر جڑا ہوا"" ہے۔""",آپ کو کلائنٹ سے اس وقت تک اجازت حاصل کرنے کی ضرورت نہیں ہے جب تک کہ وہ پہلے ہی عام چھوٹ پر دستخط کر چکا ہو۔,آپ کو کلائنٹ سے صرف اسی صورت میں اجازت حاصل کرنی ہوگی جب آپ کنسلٹنٹ کو کلائنٹ کی شناخت ظاہر کر رہے ہوں گے۔,کنسلٹنٹ سے بات کرنے سے پہلے آپ کو ہمیشہ کلائنٹ سے اجازت حاصل کرنی چاہیے۔,کسی کلائنٹ کا علاج کرتے وقت، آپ فیصلہ کرتے ہیں کہ آپ کسی ساتھی سے اس کیس کے مخصوص پہلو پر بات کرنے کے لیے مشورہ کرنا چاہتے ہیں جو آپ کو پریشانی کا باعث بن رہا ہے۔ APA کے اخلاقیات کوڈ اور کینیڈین کوڈ آف ایتھکس کے مطابق:
2,professional_psychology,95,80,55,45,"""Smith, Glass, and Miller's (1980) کی سائیکو تھراپی کے نتائج کی تحقیق کے میٹا تجزیہ سے پتا چلا ہے کہ تھراپی حاصل کرنے والے لوگ تقریباً _____% لوگوں کے مقابلے میں """"بہتر آف"" ہیں جنہیں علاج کی ضرورت ہے لیکن وہ وصول نہیں کرتے۔"
1,professional_psychology,سیریبیلم,limbic نظام,دماغی پرانتستا,برین اسٹیم,_______ پیدائش کے وقت دماغ کا سب سے کم ترقی یافتہ علاقہ ہے۔
1,professional_psychology,دوسری خواتین کے لیے کرسٹ اور احترام کی حوصلہ افزائی کرنا,مؤکل کے مسائل کو ان کے سماجی سیاسی تناظر میں دیکھنا,ایک خاتون معالج اور خاتون کلائنٹ کے درمیان ایک خصوصی بانڈ قائم کرنا,تھراپسٹ اور کلائنٹ کے درمیان مساوی تعلق پیدا کرنا,فیمنسٹ تھراپی کی خصوصیت مندرجہ ذیل میں سے سب کے علاوہ ہے۔
1,professional_psychology,معنوی تفریق,علمی اختلاف,جذبات پر مرکوز مقابلہ کرنا,مسئلہ پر توجہ مرکوز کرنا,مندرجہ ذیل میں سے کون کسی مسئلے سے نمٹنے کے لیے اندرونی وسائل پر انحصار کرتا ہے؟
1,professional_psychology,ادراک کے عمل کی وضاحت میں حد سے زیادہ پیچیدہ,اس کے عناصر کی تعریف میں کمی,ناقابل یقین اور اس طرح، غیر یقینی سائنسی قدر کا,صرف موٹر سسٹم پر لاگو ہوتا ہے۔,اینڈرسن کے ACT تھیوری میں خامی یہ تھی کہ کچھ لوگ اسے ___________ سمجھتے ہیں۔
2,professional_psychology,اعلی صلاحیت اور اعلی حوصلہ افزائی.,اعلی صلاحیت اور کم حوصلہ افزائی.,کم صلاحیت اور اعلی حوصلہ افزائی.,کم صلاحیت اور کم حوصلہ افزائی.,"""ہرسی اور بلانچارڈ کے حالات کی قیادت کے ماڈل کے مطابق، ایک لیڈر کو ماتحتوں کے لیے """"شریکی"" انداز استعمال کرنا چاہیے جن کے پاس ہے:"
0,professional_psychology,کارکردگی کا اندازہ لگانے کی پیمائش میں کافی افادیت ہے۔,کارکردگی کی تشخیص کا پیمانہ مناسب مطابقت رکھتا ہے۔,انتخاب کا طریقہ کار لاگت سے موثر ہے۔,انتخاب کے طریقہ کار پر منفی اثر پڑ رہا ہے۔,80% اصول اس بات کا تعین کرنے کے لیے استعمال کیا جاتا ہے کہ:
1,professional_psychology,شناخت کی بندش,ابتدائی سماجی مرکزیت,نوعمر انا سینٹرزم,رسمی آپریشنل سوچ,ایک 15 سالہ مستقل مزاجی غیر محفوظ جنسی تعلقات میں مشغول ہونا اور حمل کے امکان سے انکار کرنا اور/یا جنسی طور پر منتقل ہونے والی بیماریوں کا شکار ہونا اس کی ایک مثال ہے۔
0,professional_psychology,خطرناک تبدیلی,معاشرتی کاہلی,گروپ پولرائزیشن,گروپ سوچ,جب ہدایتی قیادت کے تحت ایک انتہائی مربوط گروپ دستیاب معلومات کا مکمل جائزہ لینے یا متبادل حل پر غور کرنے سے پہلے کسی فیصلے پر پہنچ جاتا ہے، تو یہ گروپ اس کے اثر و رسوخ کا مظاہرہ کر سکتا ہے۔
1,professional_psychology,بیرونی اور اندرونی عمل,ماضی، حال اور مستقبل,سوچ، احساس، اور عمل,محرک پیٹرن اور عادت پیٹرن,Gestalt تھراپی کے انضمام کو حاصل کرنے کے لئے ڈیزائن کیا گیا ہے
1,professional_psychology,پہلے سے سوچنا,تیاری,غور و فکر,عمل,Prochaska and DiClemente's (1982) تبدیلی کے مراحل (transtheoretical) ماڈل پیشین گوئی کرتا ہے کہ ________ مرحلے میں ایک شخص اگلے چھ ماہ کے اندر کارروائی کرنے کا ارادہ رکھتا ہے جو اس کے مشکل رویے کو بدل دے گا۔
2,professional_psychology,سیکھے ہوئے علمی کنٹرول کی وجہ سے جذباتی ردعمل کی روک تھام,معدومیت کے طریقہ کار کے ذریعے جذباتی ردعمل میں کمی,علاج کے اثرات کی وجہ سے پریشانی کی ری ڈائریکشن,متاثر کن ردعمل میں کمی کیونکہ اس طرح کی کمی کرنے کے لیے مؤکل کو علاج کی ہدایات کی وجہ سے,"نفسیاتی نظریہ میں جسے ""کیتھرسس"" کہا جاتا ہے اسے طرز عمل کے ماہرین کے ذریعہ بیان کیا جاسکتا ہے۔"
0,professional_psychology,فکسڈ بصری توجہ,آرام کی تربیت,اعلی آرڈر کنڈیشنگ,خیالی نمائش,EMDR (آنکھوں کی حرکت کی غیر حساسیت اور دوبارہ پروسیسنگ) پر تحقیق بتاتی ہے کہ پی ٹی ایس ڈی کی علامات کو کم کرنے کے لیے اس کی تاثیر درج ذیل میں سے کس سے منسوب ہے؟
3,professional_psychology,مواد کی صداقت,تجرباتی اعتبار,پیشن گوئی کی صداقت,ہم آہنگی درستگی,2 مشینی مہارت کے ٹیسٹ کے لیے آئٹمز 50 پلانٹس میں مشینی ماہرین کے 2 کام کے تجزیے پر مبنی ہیں، جن میں سے ہر ایک میں پانچ یا اس سے زیادہ مشینی تقابلی کام کر رہے ہیں۔ اس طرح کے 2 طریقہ کار ٹیسٹ میں براہ راست حصہ ڈالیں گے۔
0,professional_psychology,پھسلنا,سیلاب,ردعمل کی روک تھام,محرک تسکین,مؤکل کو محرک کی بار بار پیشکش کرنے کے طریقہ کار کو اس وقت تک بہترین طور پر بیان کیا گیا ہے جب تک کہ اس محرک کی کشش کم نہ ہو جائے۔
