answer,subject,choice_3,choice_2,choice_1,choice_0,question
2,management,آمرانہ,جمہوری,لوگوں پر مبنی,Laissez-faire,آپ قیادت کے اس انداز کو کیا کہتے ہیں جو دوسروں کے خیالات، آراء اور خیالات کو مدنظر رکھے؟
3,management,کام کرنے کا ایک بہترین طریقہ,انجمن کی آزادی,سیال کام کرنے والے تعلقات,تجربہ,سائنسی انتظام کا رہنما اصول کیا ہے؟
3,management,نارمنگ,تشکیل,پرفارم کرنا,طوفان,ایک گروپ کے طور پر اتفاق رائے تک پہنچنے کے لیے ٹک مین کی اصطلاح کیا ہے؟
0,management,ہنگامی,کلاسیکل,آلہ کار,توقعات,کون سا نظریہ اس اصول کے گرد بنایا گیا ہے کہ 'لوگ اقدار اور عقائد کی بنیاد پر برتاؤ کرنے کے بارے میں انتخاب کرتے ہیں'؟
2,management,محدود عقلیت,پابند عقلیت,شعوری عقلیت,علمی عقلیت,معلومات کو جذب کرنے اور تجزیہ کرنے کی انسانی صلاحیت سے محدود فیصلوں کی اصطلاح کیا ہے؟
2,management,کارکردگی کا ایک مقررہ معیار جس پر کارکنان اور مینیجرز متفق ہیں۔,ایک واضح طور پر بیان کردہ اور قابل پیمائش نتیجہ ایک مخصوص ٹائم فریم پر حاصل کیا جانا ہے۔,وسائل کی ایک مقررہ تعداد کے پیش نظر حاصل کیے جانے والے اہداف کا واضح مجموعہ,طویل مدتی میں حاصل کیا جانے والا ایک متعین متعین نتیجہ,ایک مقصد کی تعریف کیا ہے؟
3,management,مزدوروں کے حقوق کو محدود کرنا,اتھارٹی کو باضابطہ بنانا,مواصلات کی لائنوں کو منظم کرنے کے لئے,لوگوں اور وسائل کو مربوط کرنا,تنظیمی ڈھانچے کا مقصد کیا نہیں ہے؟
0,management,ایک مقصد حاصل کرنے میں غیر متعینہ وقت لگتا ہے۔,قلیل مدت,درمیانی مدت,طویل مدتی,اسٹریٹجک منصوبے کس ٹائم فریم سے متعلق ہیں؟
1,management,ساختہ,رسمی,مشینی,نامیاتی,ایک رسمی طور پر ڈیزائن کردہ تنظیمی ڈھانچے کے ذریعے تنظیمی ترقی کی اصطلاح کیا ہے؟
3,management,ہنری منٹزبرگ,گیری ہیمل,ملٹن فریڈمین,مائیکل پورٹر,'منصوبہ بندی اور کارکردگی کے درمیان کوئی قابل فہم ربط نہیں ہے'۔ یہ عہدہ کس کے پاس ہے؟
1,management,سیاسی صورتحال,ماحولیات,تقریبات,شخصیت کی خصوصیات,قیادت کا حالاتی نظریہ کس چیز پر زور دیتا ہے؟
2,management,عقلیت,جبلت,جوا ۔,قیاس آرائی,بدیہی فیصلہ سازی کی بنیاد کیا ہے؟
3,management,سماجی تکنیکی نظام,ملازمت کی خصوصیات کا ماڈل,تکنیکی ساختی تبدیلی کا ماڈل,عمل میں بہتری,ملازمت کی اطمینان اور پیداواری صلاحیت میں اضافہ کام کے ڈیزائن کے کس نظریاتی نقطہ نظر کی اہم خصوصیات ہیں؟
2,management,ڈاکٹر سیموئل جانسن,ایڈم سمتھ,ہنری منٹزبرگ,فریڈرک ٹیلر,18ویں صدی کے کس مصنف نے 'دی ویلتھ آف نیشنز' نامی مشہور کتاب تیار کی؟
3,management,پیداوری,باہمی تعلقات,صحت اور حفاظت,ورکرز ویلفیئر,ان میں سے کون سی خصوصیت عام طور پر نظم و نسق کے 'عقلی مقصد' ماڈل سے وابستہ ہے؟
2,management,منصوبہ بندی، منظم، کنٹرول، قیادت,منصوبہ بندی، تنظیم، قیادت، کنٹرول,منظم کرنا، رہنمائی کرنا، منصوبہ بندی کرنا، کنٹرول کرنا,منظم کرنا، منصوبہ بندی کرنا، کنٹرول کرنا، رہنمائی کرنا,مینیجرز عام طور پر انتظامی افعال کس ترتیب میں انجام دیتے ہیں؟
3,management,معلومات مختلف محکموں اور کاموں کے درمیان گزرتی ہیں۔,معلومات ایک دو طرفہ عمل ہے۔,معلومات نیچے کی طرف جاتی ہیں۔,معلومات اوپر کی طرف جاتی ہیں۔,کسی تنظیم میں پس منظر کی بات چیت کیسے ہوتی ہے؟
1,management,نمو,لاگت کی قیادت,تفرق,توجہ مرکوز کرنے کی حکمت عملی,تشہیر ایک فارم کیا ہے؟
3,management,پروجیکٹ پر مبنی ثقافت,تنظیمی ڈھانچہ,انسانی وسائل: کثیر مہارت,مارکیٹ فوکس اور پوزیشن,ایک فرتیلی تنظیم کا ایک جزو کیا نہیں ہے؟
2,management,کارکنوں کی طاقت میں اضافہ,کارکنوں کو بااختیار بنانا,زیادہ سے زیادہ کارکن مذاکرات,مزدور کی آزادی,فیصلہ سازی میں کارکن کی خودمختاری کیا ہے؟
1,management,دوسری صنعت میں,سپلائی چین کے ایک ہی مرحلے میں,صارف کی طرف,فراہمی کے ذریعہ کی طرف,عمودی انضمام فارورڈز اس وقت ہوتا ہے جب ایک فرم کسی دوسرے کو انضمام یا حاصل کرتی ہے۔
3,management,اسٹریٹجک بزنس یونٹ,تدبیرانہ اتحاد,اسٹریٹجک شراکت داری,ماتحت ادارہ,ایک مجموعی کارپوریٹ انٹرپرائز کے اندر خود مختار کاروباری ادارے کے لیے کیا اصطلاح ہے جو کاروبار کے دیگر شعبوں سے الگ ہو؟
0,management,عمارت کی صلاحیت,تنوع کا استعمال,معاشرے کو سمجھنا,جمود کو برقرار رکھنا,کارپوریٹ سماجی ذمہ داری کے فریم ورک کی خصوصیت کیا نہیں ہے؟
0,management,کوئی ایسا شخص جو غیر قانونی یا غیر اخلاقی حرکتیں کرتا ہے۔,کوئی ایسا شخص جو غیر قانونی یا غیر اخلاقی کاموں سے فائدہ اٹھاتا ہے۔,کوئی ایسا شخص جو غیر قانونی یا غیر اخلاقی کام کرتا ہے۔,کوئی ایسا شخص جو غیر قانونی یا غیر اخلاقی کاموں کی اطلاع دیتا ہے۔,وِسل بلور کیا ہے؟
3,management,ٹیم بنانے کی سرگرمیاں جن میں سیکھنا شامل ہے۔,ٹیکنالوجی کو آگے بڑھانے کے مقاصد کے لیے ٹیم کی تربیت,ایک گروپ تربیتی پروگراموں کی فراہمی کے لیے اکٹھا ہوا۔,ایک گروہ جس کا مقصد تبدیلی کی تبدیلی ہے۔,ٹی گروپ ٹریننگ کیا ہے؟
3,management,سماجی فوائد پیدا کرنے کے لیے کاروبار چلانا,عوامی خدمت فراہم کرنا,مارکیٹ شیئر کو زیادہ سے زیادہ کرنا,زیادہ سے زیادہ منافع,سوشل انٹرپرائز کا کیا تعلق ہے؟
1,management,معیارات,مشترکہ عقائد,پری تصورات,مشترکہ اقدار,مندرجہ ذیل میں سے کون سی ثقافت کی تشکیل کے شین کے ماڈل کا حصہ نہیں ہے؟
3,management,کمپنی,تنظیمی,کاروبار,سماجی,ثقافتی اثرات کی تہوں میں سے ایک کون سی چیز نہیں ہے؟
1,marketing,SWOT.,موسل۔,AIDA,شامل کریں۔,یہ اثرات یا ترتیب وار ماڈل کا درجہ بندی ہے جو یہ بتانے کے لیے استعمال ہوتا ہے کہ اشتہار کیسے کام کرتا ہے:
0,marketing,تاثرات,شور,ذاتی فروخت۔,افہام و تفہیم کا دائرہ۔,مواصلات کے عمل میں ______________ ایک اہم عنصر ہے۔ یہ تسلیم کرتا ہے کہ اگر ذریعہ اور وصول کنندہ ایک دوسرے کو سمجھتے ہیں تو کامیاب مواصلات کے حاصل ہونے کا زیادہ امکان ہوتا ہے۔
2,marketing,دوسری جنگ عظیم کے خاتمے کے بعد۔,1920 کی دہائی میں۔,1900 کی دہائی کے اوائل میں۔,1800 کی دہائی کے آخر میں۔,مارکیٹنگ کی تاریخ میں، پیداوار کی مدت کب ختم ہوئی؟
1,marketing,جس طریقے سے سروس ڈیلیور کی جاتی ہے۔,طلب اور رسد میں فرق۔,کارکردگی کی قدر۔,مصنوع کی قسم سے وابستہ ٹھوسیت کی سطح۔,جس حد تک سروس کسی پروڈکٹ کو لپیٹتی ہے وہ کئی عوامل کے مطابق مختلف ہوتی ہے۔ مندرجہ ذیل میں سے کون سا عوامل میں سے ایک نہیں ہے؟
0,marketing,قصوروار نہیں پایا گیا کیونکہ خوردہ فروشوں کو اپنی قیمت کی سطح خود طے کرنے کی اجازت ہے۔,ایڈمسن ایکٹ کے تحت مجرم پایا گیا اور اسے قید اور جرمانے کا سامنا کرنا پڑے گا۔,Magnuson-Moss وارنٹی ایکٹ کے تحت مجرم پایا گیا اور بڑے جرمانے کا سامنا کرنا پڑا,شرمین اینٹی ٹرسٹ ایکٹ کے تحت مجرم پایا گیا اور اسے جیل کا سامنا کرنا پڑا,ایک کمیونٹی میں آزاد پٹرول اسٹیشنوں کے مالکان خفیہ طور پر ملتے ہیں اور اپنے منافع کو بچانے کے لیے اپنی قیمتیں بلند رکھنے پر راضی ہوتے ہیں۔ اگر ان کے منصوبے کا پتہ چل جاتا ہے اور ان پر جرم کا الزام لگایا جاتا ہے، تو وہ ہو سکتے ہیں۔
3,marketing,مخصوص ہدف مارکیٹوں کو مطمئن کرنے کے لیے چار اسٹریٹجک عناصر کا ملاپ۔,ایک فرم کی مارکیٹنگ کی طاقتوں اور اس کی کاروباری کمزوریوں کے درمیان تعلق۔,کاروباری فیصلوں کا ایک سلسلہ جو کسی پروڈکٹ کی فروخت میں مدد کرتا ہے۔,فرم کے اندر اور باہر تمام ماحولیاتی عوامل کا ایک جامع تجزیہ۔,اصطلاح 'مارکیٹنگ مکس' بیان کرتی ہے:
0,marketing,شروع کرنے والے۔,صارفین,خریدار۔,دربان۔,_________ کے پاس تنظیم اور DMU کے اراکین کو معلومات کی قسم اور بہاؤ کو کنٹرول کرنے کی صلاحیت ہے۔
0,marketing,مصنوعات کی تشخیص۔,ایک خود کا تصور۔,ایک رویہ۔,محرک کی ترقی۔,صارف کی حقیقی اور مطلوبہ حالت کے درمیان عدم توازن جس میں یہ تسلیم کیا جائے کہ کسی خلا یا مسئلے کو حل کرنے کی ضرورت ہے:
2,marketing,قیمتوں کا تعین۔,ٹارگٹ مارکیٹ۔,پروڈکٹ,پروموشن۔,مندرجہ ذیل میں سے کون سا مارکیٹنگ مکس کا عنصر نہیں ہے؟
0,marketing,طرز عمل کی تعلیم۔,سماجی تعلیم۔,آپریٹ کنڈیشنگ۔,کلاسیکی کنڈیشنگ۔,رسالوں میں پرفیوم (خوشبو) کے مفت نمونے فراہم کرنا مندرجہ ذیل میں سے کس کی مثال ہے؟
2,marketing,زیادہ سے زیادہ مارکیٹ شیئر کے حصول کی اجازت دینے کے لیے۔,اسی طرح کی ضروریات والے صارفین کو اکٹھا کرکے، یہ ان صارفین کی خدمت کا تجارتی لحاظ سے قابل عمل طریقہ فراہم کرتا ہے۔,حریفوں کو پیچھے چھوڑنے کا موقع فراہم کرنا۔,بڑی مارکیٹوں کو چھوٹی منڈیوں میں توڑنا۔,مارکیٹ کی تقسیم کیوں کی جاتی ہے؟
2,marketing,ٹینڈرز۔,کلاسز خریدیں۔,بائی فیز۔,خریداریوں کو دہرائیں۔,"کسی تنظیم میں خریداری کے حالات کی تین اہم قسمیں ہیں، جن کا حوالہ Robinson, Faris, and Wind (1967) نے _____________ کہا ہے۔"
0,marketing,نقصان کے رہنما کی قیمتوں کا تعین.,فاتح کا انعام۔,فاتح کی قیمت۔,فاتح کی لعنت۔,جہاں جیتنے والا بولی لگانے والا ایک غیر منافع بخش معاہدہ حاصل کرتا ہے جسے وہ ڈیلیور کرنے کا پابند ہے کیونکہ اس کی بولی کی قیمت بہت کم رکھی گئی تھی، اسے کہا جاتا ہے:
1,marketing,مہنگائی۔,قیمت کی عدم لچک۔,قیمت کی لچک۔,قیمت بنڈلنگ۔,یہ ہمیں اس بات کا تعین کرنے کی اجازت دیتا ہے کہ پیشکش کی مقدار اس قیمت سے کیسے متعلق ہے جس پر اسے پیش کیا جاتا ہے:
2,marketing,سروس کی ناکامی,مارکیٹ ایکسچینج.,سروس مکس,ریلیشن شپ مارکیٹنگ۔,________________ واقع ہوتا ہے جہاں تبادلے کی کوئی سابقہ ​​تاریخ نہیں ہوتی ہے اور خریدار اور بیچنے والے کے درمیان مستقبل میں تبادلے کی توقع نہیں ہوتی ہے۔
2,marketing,سوشل ویب مارکیٹنگ۔,اجازت پر مبنی ای میل مارکیٹنگ۔,انٹرنیٹ ایڈورٹائزنگ.,تلاش مارکیٹنگ.,الیکٹرانک میل کے ذریعہ مارکیٹنگ کا ایک طریقہ جس میں پیغام کے وصول کنندہ نے اسے وصول کرنے کی رضامندی دی ہے کہلاتا ہے:
3,marketing,ڈسٹری بیوشن چینل۔,نقل و حمل۔,کورئیر۔,گاڑی۔,اجتماعی طور پر وہ تنظیمیں جو حتمی صارفین تک فوری طور پر اور مؤثر طریقے سے پیشکشوں کو قابل بنانے کے لیے یکجا ہو کر ایک مارکیٹنگ چینل تشکیل دیتی ہیں، بعض اوقات ان کا حوالہ دیا جاتا ہے:
2,marketing,مندرجہ بالا میں سے کوئی بھی نہیں۔,تنظیمی سائز، صنعت کی قسم، اور جغرافیائی محل وقوع۔,سائیکوگرافکس، خریدار، اور طرز عمل کا معیار۔,تنظیمی سائز، صنعت کی قسم، اور جنس۔,تنظیمی خصوصیات کی تقسیم کے معیار کے تین وسیع گروپ مندرجہ ذیل میں سے کون سے ہیں؟
2,marketing,ایک چھوٹ کوپن,ایک باؤنس بیک کوپن,ایک فوری چھٹکارا کوپن,ایک آزادانہ کوپن,مندرجہ ذیل میں سے کون سا کوپن کا نام ہے جو بعد میں خریداری کے لیے پیکج میں شامل ہے؟
1,marketing,DRIP ماڈل۔,اے ٹی آر فریم ورک۔,کمزور نظریہ۔,مضبوط نظریہ۔,اشتہارات کو بطور دفاع، گاہکوں کو برقرار رکھنے اور برانڈ کے استعمال کو بڑھانے کے لیے استعمال کیا جاتا ہے۔ ایڈورٹائزنگ کا استعمال موجودہ رویوں کو تقویت دینے کے لیے کیا جاتا ہے، ضروری نہیں کہ ان میں زبردست تبدیلی کی جائے۔ یہ خیال اس پر مبنی ہے:
2,marketing,مسابقتی تجزیہ۔,پورٹ فولیو تجزیہ۔,سیاسی تجزیہ۔,SWOT تجزیہ۔,_____________ ایک کمپنی کی مصنوعات، خدمات، سرمایہ کاری اور دیگر اثاثوں کے مرکب کا جائزہ ہے تاکہ وسائل کے استعمال کو بہتر بنایا جا سکے اور اس کی مناسبیت، خطرے کی سطح، اور متوقع مالی منافع کا اندازہ لگایا جا سکے۔
0,marketing,عیش و آرام۔,عام,پائیدار۔,غیر پائیدار۔,یہ سامان کم قیمت والے پروڈکٹس ہیں جو اکثر خریدے جاتے ہیں، صرف ایک بار استعمال ہوتے ہیں، اور خریداری کے خطرے کی کم سطح کا سامنا کرتے ہیں:
3,marketing,شخصیت۔,سیکھنا۔,ادراک,ادراک۔,مندرجہ ذیل میں سے کون سا عمل اس بات کی وضاحت کرنے میں بنیادی نہیں ہے کہ صارفین مصنوعات اور برانڈز کے بارے میں کیسے سوچتے اور سیکھتے ہیں؟
1,marketing,ایڈورٹائزنگ,فروخت پروموشن۔,تعلقات عامہ۔,براہ راست مارکیٹنگ۔,_______________ کا استعمال اسٹیک ہولڈرز کے مختلف گروہوں کے ذریعے کسی تنظیم کو سمجھنے کے طریقے پر اثر انداز ہونے کے لیے کیا جاتا ہے۔
1,marketing,الیکٹرانک مارکیٹنگ۔,براہ راست مارکیٹنگ۔,انٹرایکٹو مارکیٹنگ۔,ڈیجیٹل مارکیٹنگ۔,مارکیٹنگ جو لین دین پر مبنی کوشش سے ہٹ کر بات چیت (یعنی دو طرفہ مکالمہ) کی طرف جاتی ہے اور اسے ایک ایسی صورت حال یا طریقہ کار کے طور پر بیان کیا جا سکتا ہے جس کے ذریعے مارکیٹرز اور ایک گاہک (مثلاً اسٹیک ہولڈرز) عام طور پر حقیقی وقت میں بات چیت کرتے ہیں:
1,marketing,برانڈ کی شخصیت۔,می ٹو برانڈنگ۔,ایکو برانڈنگ۔,سوشل برانڈنگ۔,ماحولیاتی ذمہ داری کو فروغ دینے کے لیے فرم کی مصنوعات یا خدمات کی تفریق کو کہا جاتا ہے:
0,marketing,اپنانے کا لائف سائیکل۔,گود لینے کا عمل۔,تفریق کا عمل۔,بازی کا عمل۔,مندرجہ ذیل میں سے کون سی شرح ہے جس پر مارکیٹ کسی اختراع کو اپناتی ہے؟
2,marketing,اپنی مرضی کے مطابق مارکیٹنگ سے آپٹ آؤٹ کیا ہے۔,ایک جیسے رویوں اور طرز عمل کا اشتراک کریں۔,جن کی عمریں 8 سے 14 سال کے درمیان ہیں۔,اضافی ڈسپوزایبل آمدنی ہے,مائیکرو مارکیٹنگ ممکنہ خریداروں کی طرف ہدایت کی جاتی ہے جو
1,marketing,پیچھے رہ جانے والے۔,ابتدائی اکثریت۔,ابتدائی اپنانے والا۔,دیر سے اکثریت۔,یہ پھیلاؤ کے عمل میں لوگوں کا ایک گروپ ہے جو جدت کے سب سے آگے رہنے سے لطف اندوز ہوتے ہیں اور ابتدائی مرحلے میں نئی ​​مصنوعات خریدتے ہیں:
0,marketing,مندرجہ بالا میں سے کوئی بھی نہیں۔,ہائبرڈ,بالواسطہ۔,براہ راست۔,یہ کون سا چینل ڈھانچہ ہے جہاں پروڈکٹ براہ راست پروڈیوسر سے حتمی کسٹمر تک جاتی ہے؟
1,marketing,آرگنائزیشن مارکیٹنگ۔,ریلیشن شپ مارکیٹنگ۔,مشترکہ تخلیق کا تجربہ۔,انٹرایکٹو مارکیٹنگ۔,قدر کی مشترکہ تخلیق، جس میں گاہک ایک فعال مکالمے میں حصہ لیتے ہیں اور ذاتی تجربات کو مشترکہ طور پر تشکیل دیتے ہیں، کہا جاتا ہے:
0,marketing,تشہیر۔,تعلقات عامہ۔,ذاتی فروخت۔,ایڈورٹائزنگ۔,مارکیٹنگ کمیونیکیشن ٹول کی اس شکل کو 'ایک قابل شناخت ذریعہ سے مواصلت کی ایک ادا شدہ، ثالثی شکل کے طور پر کہا جاتا ہے، جو وصول کنندہ کو ابھی یا مستقبل میں کچھ کارروائی کرنے پر راضی کرنے کے لیے ڈیزائن کیا گیا ہے'۔ یہ کہا جاتا ہے:
0,marketing,ایک قدر کی لکیر۔,ایک معیار کی دراڑ۔,منصوبہ بندی کی فضیلت۔,مجموعی مارکیٹنگ سسٹم۔,____________ ہماری ضروریات اور ضروریات کو پورا کرنے کے لیے، براہ راست یا بالواسطہ طور پر، کاروباری منڈیوں کے ذریعے ہمیں پیشکشوں کی ایک وسیع صف فراہم کرتا ہے۔
3,marketing,برانڈ امیجری۔,برانڈ اکوئٹی۔,برانڈ کھینچنا۔,برانڈ کی جگہ بدلنا۔,____________ پروڈکٹ کی خارجی خصوصیات (رنگ، ​​پیکیجنگ، پروڈکٹ کی مستقل مزاجی، ایسوسی ایشنز) اور اس سطح کو بیان کرتا ہے جس سے صارفین کی نفسیاتی یا سماجی ضروریات پوری ہوتی ہیں۔
0,marketing,ملوث؛ اپیل,ملوث؛ عمل۔,شدت؛ اپیل,دلچسپی؛ عمل۔,AIDA کا مطلب ہے آگاہی، ________، خواہش اور _________۔
0,marketing,براہ راست۔,منتخب۔,شدید,خصوصی۔,یہ وہ جگہ ہے جہاں ثالثوں کو ایک متعین 'علاقہ' کے اندر سامان یا خدمات کی مارکیٹنگ کرنے کے خصوصی حقوق دیئے جاتے ہیں، اس طرح بہت محدود تعداد میں بیچوان استعمال کرتے ہیں:
1,marketing,تحقیقی پروگرام۔,تحقیقاتی سوال۔,تحقیق کی تجویز۔,تحقیقی مختصر۔,ایک بار جب ایجنسی نے کلائنٹ کے ساتھ مختصر بات چیت کی ہے، ایجنسی ایک تفصیلی خاکہ فراہم کرتی ہے کہ وہ کس طرح مسئلہ کی چھان بین کرنے کا ارادہ رکھتے ہیں۔ اس دستاویز کو ____________ کہا جاتا ہے:
1,marketing,پروڈکٹ کا استعمال۔,ACORN,فرموگرافکس۔,ڈی ایم یو۔,تنظیمی خصوصیات، جیسے تنظیمی سائز اور مقام، کو بعض اوقات ___________ کہا جاتا ہے۔
1,marketing,آگاہ کرنا۔,مضبوط کرنا۔,شرکت کریں۔,فرق کرنا۔,مارکیٹنگ مواصلات کا کردار سامعین کو مشغول کرنا ہے اور چار اہم کام ہیں جنہیں مکمل کرنے کے لیے استعمال کیا جا سکتا ہے۔ مندرجہ ذیل میں سے کون سا چار اہم کاموں کا حصہ نہیں ہے؟
1,marketing,سیلز ایسوسی ایٹ طریقہ,اثر کے مرکز کا طریقہ,سرد کینوسنگ,کثیر سطح کی مارکیٹنگ,ممکنہ گاہکوں کو بڑی تعداد میں غیر منقولہ سیلز کال کرنے کا عمل جسے سیلز پرسن نہیں جانتا
1,marketing,آگاہی,حصول,گود لینا۔,فیصلہ۔,وہ عمل جس کے ذریعے افراد نئی تجاویز کو قبول کرتے اور استعمال کرتے ہیں اسے کہا جاتا ہے:
2,marketing,قیمت کی ضمانت دیتا ہے۔,قیمتوں کی جنگیں,قیمت کا تعین۔,قیمت کا فرق۔,مندرجہ ذیل میں سے کون سا اس وقت ہوتا ہے جب حریفوں کی قیمتوں کی پالیسیاں تقریباً خصوصی طور پر صارفین کے بجائے حریفوں پر مرکوز ہوتی ہیں؟
1,marketing,قیمت,مصنوعات کی قسم,ڈیموگرافکس۔,تنظیمی سائز۔,صارفین کی منڈیوں کو تقسیم کرنے کے لیے عام طور پر استعمال ہونے والی بنیاد یہ ہے:
0,marketing,لاگت کی قیمتوں کا تعین.,درج قیمتوں کا تعین۔,اندرونی قیمتوں کا تعین۔,بات چیت کی قیمت,B2B سیاق و سباق میں، قیمتیں کمپنی اور اس کے گاہکوں یا گاہکوں کے درمیان مخصوص معاہدوں کے مطابق مقرر کی جاتی ہیں (جیسے پیشہ ورانہ خدمات جیسے کہ آرکیٹیکچرل یا سٹرکچرل انجینئرنگ)۔
0,marketing,شریک برانڈنگ۔,خاندانی برانڈنگ۔,کارپوریٹ برانڈز۔,انفرادی برانڈنگ۔,ایک بار ملٹی برانڈ پالیسی کے طور پر جانا جاتا ہے، اس برانڈنگ کی حکمت عملی کا تقاضا ہے کہ کسی تنظیم کی طرف سے پیش کردہ ہر پروڈکٹ کو باقی تمام چیزوں سے آزادانہ طور پر برانڈ کیا جائے۔ اس کے نام سے جانا جاتا ہے:
1,marketing,ایڈورٹائزنگ۔,فروخت پروموشنز۔,ذاتی فروخت۔,براہ راست مارکیٹنگ۔,یہ مثبت جذبات کو فروغ دینے اور طرز عمل کو متحرک کرنے کے مقصد کے ساتھ بین ذاتی مواصلات کا استعمال ہے۔
