question,choices,subject,answer
مندرجہ ذیل میں سے کون سا مجموعی ڈیمانڈ وکر کو بائیں طرف منتقل کرے گا؟,صارفین کے اعتماد میں اضافہ۔|کاروباری فرمیں مستقبل میں کم فروخت کی توقع رکھتی ہیں۔|غیر ملکی ہماری مصنوعات کو ترجیح دیتے ہیں۔|حکومت اپنے اخراجات میں اضافہ کرتی ہے۔,high_school_macroeconomics,1
کسی ملک کے توازن ادائیگی کا کون سا حصہ قوموں کے درمیان حقیقی اور مالیاتی اثاثوں کی خرید و فروخت کو تسلیم کرتا ہے؟,کیپیٹل اکاؤنٹ|سرکاری ریزرو اکاؤنٹ|کرنٹ اکاؤنٹ|تجارتی خسارہ اکاؤنٹ,high_school_macroeconomics,0
بریک ایون پوائنٹ پر,کارپوریشنوں کے اخراجات ان کی آمدنی کے برابر ہیں۔|گھریلو اخراجات گھریلو آمدنی کے برابر ہیں۔|کل اخراجات آمدنی کے برابر ہیں۔|dissaving ہوتا ہے اور انوینٹریز جمع ہو رہی ہیں۔,high_school_macroeconomics,2
ایک تاریک کمرے کا ٹیکنیشن جو فلم کو تصویروں میں تیار کرتا ہے وہ اپنی نوکری کھو دیتا ہے کیونکہ بہت کم لوگ اب فلمی کیمرے استعمال کرتے ہیں۔ یہ مندرجہ ذیل میں سے کس کی مثال ہے؟,رگڑ بے روزگاری|ساختی بے روزگاری۔|سائیکلیکل بے روزگاری۔|موسمی بے روزگاری۔,high_school_macroeconomics,1
فریکشنل ریزرو بینکنگ سسٹم کی پیسہ بنانے کی صلاحیت کم ہو جاتی ہے اگر,وہ گھرانے جو قرض لیتے ہیں قرض کی پوری رقم بینکوں میں دوبارہ جمع کراتے ہیں۔|بینکوں کے پاس اضافی ذخائر ہیں۔|بینک تمام اضافی ذخائر قرض لینے والے صارفین کو دیتے ہیں۔|گھر والے بینکوں میں چیکنگ ڈپازٹس میں اضافہ کرتے ہیں۔,high_school_macroeconomics,1
اگر کسی بینک کے پاس چیکنگ ڈپازٹس میں $500 ہے اور بینک کو $50 ریزرو کرنے کی ضرورت ہے تو ریزرو ریشو کیا ہے؟ بینک کے پاس اضافی ذخائر کتنے ہیں؟,10 فیصد $450 اضافی ذخائر میں|90 فیصد $50 اضافی ذخائر میں|90 فیصد $450 اضافی ذخائر میں|10 فیصد $50 اضافی ذخائر میں,high_school_macroeconomics,0
کسی ملک کی حکومت متوازن بجٹ رکھنے کے لیے حکومتی اخراجات اور ٹیکسوں کو اسی رقم سے بڑھانے کا فیصلہ کرتی ہے۔ MPC 0.75 ہے۔ مندرجہ ذیل میں سے کون اس صورت حال میں درست ہے؟ پالیسی کی سمت      اخراجات کا ضرب      ٹیکس ضرب,توسیعی 4    3|توسیعی 4    -3|سنکچن 4    3|سنکچن 4    -3,high_school_macroeconomics,1
بڑھتا ہوا قومی قرض امریکی ڈالر کی مارکیٹ اور دیگر کرنسیوں کے حوالے سے ڈالر کی قدر کو کیسے متاثر کرتا ہے؟ ڈالر کے لیے مارکیٹ   ڈالر کی قدر,طلب میں اضافہ      تعریف کرنا|سپلائی میں اضافہ     تعریف کرنا|سپلائی میں کمی     فراہم کرنا|طلب میں کمی       فرسودگی,high_school_macroeconomics,0
اگر مجموعی سپلائی وکر بائیں طرف منتقل ہو جائے تو توازن کی قیمت کی سطح اور پیداوار کی توازن کی مقدار کا کیا ہو گا؟ ایک کلاسیکی مجموعی سپلائی وکر فرض کریں۔,توازن کی قیمت کی سطح بڑھ جاتی ہے جبکہ پیداوار کی توازن کی مقدار کم ہوتی ہے۔|توازن کی قیمت کی سطح کم ہوتی ہے جبکہ پیداوار کی توازن کی مقدار میں اضافہ ہوتا ہے۔|توازن کی قیمت کی سطح اور پیداوار میں اضافہ کی مقدار۔|توازن کی قیمت کی سطح میں کوئی تبدیلی نہیں ہوتی ہے جبکہ پیداوار کی توازن کی مقدار میں اضافہ ہوتا ہے۔,high_school_macroeconomics,0
اگر قوم A کم موقع کی قیمت پر اچھی پیداوار کر سکتی ہے تو قوم B اتنی ہی اچھی پیداوار کر سکتی ہے یہ کہا جاتا ہے۔,قوم اے کو اس اچھے کی پیداوار میں تقابلی فائدہ حاصل ہے۔|نیشن بی کو اس اچھے کی پیداوار میں تقابلی فائدہ حاصل ہے۔|اس نیکی کی پیداوار میں قوم اے کو مطلق فائدہ ہے۔|اس نیکی کی پیداوار میں قوم بی کو مطلق فائدہ ہے۔,high_school_macroeconomics,0
ایک مضبوط سٹاک مارکیٹ کی وجہ سے کھپت کے فنکشن اور مجموعی مانگ میں درج ذیل میں سے کون سی تبدیلی آنے کا امکان ہے؟ کھپت کا کام      مجموعی مانگ,اضافہ      اضافہ|کوئی تبدیلی نہیں ہے کوئی تبدیلی نہیں۔|اضافہ کوئی تبدیلی نہیں۔|اضافہ      اضافہ,high_school_macroeconomics,3
فرض کریں کہ صدر صارفین کے لیے ٹیکس کم کرنے کا ارادہ رکھتے ہیں اور فوج پر اخراجات بڑھانے کا بھی ارادہ رکھتے ہیں۔ یہ حقیقی جی ڈی پی اور قیمت کی سطح کو کیسے متاثر کرتا ہے؟,جی ڈی پی بڑھتا ہے اور قیمت کی سطح کم ہوتی ہے۔|جی ڈی پی کم ہوتی ہے اور قیمت کی سطح بڑھ جاتی ہے۔|جی ڈی پی وہی رہتا ہے اور قیمت کی سطح بڑھ جاتی ہے۔|جی ڈی پی بڑھتا ہے اور قیمت کی سطح بڑھ جاتی ہے۔,high_school_macroeconomics,3
وفاقی بجٹ کے خسارے اور وفاقی قرضوں کے حوالے سے درج ذیل میں سے کون سا بیان درست ہے؟,جب قرض منفی ہوتا ہے تو خسارہ کم ہوتا ہے۔|جب قرض مثبت ہوتا ہے تو خسارہ کم ہوتا ہے۔|خسارہ ماضی کے قرضوں کی جمع ہے۔|جب خسارہ منفی ہو تو قرض کم ہو جاتا ہے۔,high_school_macroeconomics,3
فرض کریں کہ منتخب عہدیدار اور مرکزی بینک افراط زر کے خطرے کو کم کرنے کے لیے مالیاتی اور مالیاتی پالیسیوں کو یکجا کرنے پر متفق ہیں۔ مندرجہ ذیل میں سے کون سا امتزاج ممکنہ طور پر اس مقصد کو پورا کرے گا؟ مالیاتی پالیسی    مانیٹری پالیسی,ٹیکس کم کریں ریزرو ریشو میں اضافہ کریں۔|خرچ کم کریں      سرکاری سیکیورٹیز خریدیں۔|ٹیکسوں میں کمی      سرکاری سیکیورٹیز فروخت کریں۔|ٹیکس میں اضافہ کریں رعایت کا تناسب بڑھائیں۔,high_school_macroeconomics,3
کیون جوتے چاہتا ہے اور شلجم اگاتا ہے۔ لیزا شلجم چاہتی ہے اور شیٹ میٹل بناتی ہے۔ باب شیٹ میٹل چاہتا ہے اور جوتے بناتا ہے۔ پیسے کا کون سا کام سب سے زیادہ براہ راست ہاتھ میں موجود صورتحال کو پورا کرے گا؟,قیمت کا ذخیرہ|کھاتے کا عدد|تبادلے کا ذریعہ|موخر ادائیگی کے ذرائع,high_school_macroeconomics,2
اقتصادی ترقی کو بہترین طور پر بیان کیا گیا ہے۔,پیداواری امکانی وکر میں اضافہ اور بے روزگاری کی قدرتی شرح میں اضافہ۔|پیداواری امکانی وکر میں اضافہ اور طویل مدتی مجموعی سپلائی میں بائیں جانب تبدیلی۔|پیداواری امکانی وکر میں کمی اور طویل مدتی مجموعی سپلائی میں دائیں جانب تبدیلی۔|پیداواری امکانی وکر میں اضافہ اور طویل مدتی مجموعی سپلائی میں دائیں جانب تبدیلی۔,high_school_macroeconomics,3
فرض کریں کہ گھرانے مالی اثاثوں کے طور پر امریکی ٹریژری بانڈز کی مانگ میں اضافہ کرتے ہیں۔ مندرجہ ذیل میں سے کون درست طریقے سے کرنسی مارکیٹ میں تبدیلیوں کی شرح سود اور غیر ملکی کرنسی مارکیٹوں میں ڈالر کی قدر کو بیان کرتا ہے؟ منی مارکیٹ      سود کی شرح    ڈالر,بڑھتی ہوئی سپلائی    بڑھتی ہوئی    تعریف کرتی ہے۔|بڑھتی ہوئی مانگ    بڑھتی ہوئی    تعریف کرتی ہے۔|مانگ میں کمی      گرنا     تعریف کرتا ہے۔|مانگ میں کمی      گرنا     فرسودگی,high_school_macroeconomics,3
توسیعی مالیاتی پالیسی بہترین طور پر تجویز کی جائے گی۔,کساد بازاری کے فرق کو ختم کریں۔|مہنگائی کو کم کریں|سود کی شرح کو کم کریں|افراط زر کے فرق کو ختم کریں۔,high_school_macroeconomics,0
مندرجہ ذیل میں سے کون سا مجموعی ڈیمانڈ وکر کو بائیں طرف منتقل کرنے کا سبب بن سکتا ہے؟,رقم کی فراہمی میں اضافہ۔|متضاد مانگ کے انتظام کی پالیسیاں۔|توسیعی مانگ کے انتظام کی پالیسیاں۔|حکومتی اخراجات میں اضافہ۔,high_school_macroeconomics,1
ایک عام کاروباری دور کے عروج پر مندرجہ ذیل میں سے کون سا ممکنہ طور پر میکرو اکانومی کے لیے سب سے بڑا خطرہ ہے؟,بے روزگاری۔|دیوالیہ پن|مزدور کی پیداواری صلاحیت میں کمی|مہنگائی,high_school_macroeconomics,3
مندرجہ ذیل میں سے کون سا انتخاب حقیقی جی ڈی پی میں سب سے زیادہ کمی کا امکان رکھتا ہے؟,حکومت ٹیکسوں میں کمی کے ساتھ مماثل اخراجات میں کمی کرتی ہے۔|حکومت ٹیکسوں میں اضافے کے بغیر اخراجات میں اضافہ کرتی ہے۔|حکومت ٹیکسوں میں تبدیلی کے بغیر اخراجات کم کرتی ہے۔|حکومت ٹیکسوں میں اضافہ کرتے ہوئے مسلسل خرچ کرتی ہے۔,high_school_macroeconomics,2
CPI کا حساب ہر ایک کے حساب سے کیا جاتا ہے۔,ہفتہ؛ معاشی تجزیہ کا بیورو|مہینہ معاشی تجزیہ کا بیورو|مہینہ بیورو آف لیبر شماریات|سہ ماہی معاشی تجزیہ کا بیورو,high_school_macroeconomics,2
مندرجہ ذیل میں سے کون فلپس منحنی خطوط کی طرف اشارہ کردہ تجارت کو تخلیق کرتا ہے؟,مجموعی سپلائی وکر میں دائیں طرف کی تبدیلی|ان پٹ لاگت میں اضافہ جو بے روزگاری میں اضافے کے مساوی ہے۔|پیداوار میں اضافہ جو قیمت کی سطح میں کمی کے مساوی ہے۔|مجموعی ڈیمانڈ وکر میں دائیں جانب تبدیلی,high_school_macroeconomics,3
اگر صارف کا اعتماد بڑھتا ہے تو توازن کی قیمت کی سطح اور پیداوار کی توازن کی مقدار کا کیا ہوگا؟ اوپر کی طرف ڈھلوان مجموعی سپلائی وکر فرض کریں۔,توازن کی قیمت کی سطح بڑھ جاتی ہے جبکہ پیداوار کی توازن کی مقدار کم ہوتی ہے۔|توازن کی قیمت کی سطح کم ہوتی ہے جبکہ پیداوار کی توازن کی مقدار میں اضافہ ہوتا ہے۔|توازن کی قیمت کی سطح اور پیداوار میں اضافہ کی مقدار۔|توازن کی قیمت کی سطح اور پیداوار کی مقدار میں کمی۔,high_school_macroeconomics,2
آپ انٹرنیٹ پر XYZ کارپوریشن میں 100 حصص خریدتے ہیں اور آپ کا بروکر آپ سے $29.95 وصول کرتا ہے۔,اس سے جی ڈی پی اور اس وجہ سے مجموعی جی ڈی پی کے سرمایہ کاری کے حصے میں اضافہ ہوگا۔|اس کا جی ڈی پی پر کوئی اثر نہیں پڑتا۔|اس سے جی ڈی پی میں $29.95 کا اضافہ ہوگا۔|اس سے حصص کی قیمت مائنس $29.95 سے جی ڈی پی میں اضافہ ہوگا۔,high_school_macroeconomics,2
صارفین کی دولت کی اعلیٰ سطح اور پرامید قرضے کے قابل فنڈز کے لیے مارکیٹ میں درج ذیل میں سے کون سی تبدیلیوں کا امکان ہے؟ قرض کے قابل فنڈز کے لیے مارکیٹ      سود کی شرح,سپلائی میں اضافہ    بڑھنا|مانگ میں اضافہ   بڑھتی خریدنا|مانگ میں کمی      گرنا|سپلائی میں کمی    بڑھ رہی ہے۔,high_school_macroeconomics,3
مندرجہ ذیل میں سے کون سا قومی آمدنی میں اضافہ نہیں ہے؟,اجرت|تنخواہیں|دلچسپی|جسمانی سرمائے کی قدر میں کمی,high_school_macroeconomics,3
توازن کی قیمت اور اچھی Z کی متوازن مقدار کا کیا ہوگا جب اچھے X کی قیمت جو Z کا قریبی متبادل ہے بڑھے گی؟,توازن کی قیمت بڑھے گی اور توازن کی مقدار گر جائے گی۔|توازن کی قیمت گر جائے گی اور توازن کی مقدار بڑھے گی۔|توازن کی قیمت اور توازن کی مقدار دونوں میں اضافہ ہوگا۔|توازن کی قیمت اور توازن کی مقدار دونوں گر جائیں گے۔,high_school_macroeconomics,2
کساد بازاری میں توسیعی مالیاتی پالیسی کا پیش قیاسی فائدہ کون سا ہے؟,مجموعی طلب کو کم کرتا ہے تاکہ قیمت کی سطح گر جائے۔|مجموعی طلب کو بڑھاتا ہے جس سے حقیقی جی ڈی پی میں اضافہ ہوتا ہے اور روزگار میں اضافہ ہوتا ہے۔|بے روزگاری میں اضافہ ہوتا ہے لیکن کم قیمتیں اس اثر کی نفی کرتی ہیں۔|یہ شرح سود کو بلند رکھتا ہے جو غیر ملکی سرمایہ کاری کو راغب کرتا ہے۔,high_school_macroeconomics,1
شارٹ رن اور لانگ رن فلپس وکر کے درمیان بنیادی تضاد کیا ہے؟,قلیل مدت میں مہنگائی اور بے روزگاری کے درمیان ایک مثبت رشتہ ہے اور طویل مدت میں یہ تعلق منفی ہے۔|قلیل مدت میں مہنگائی اور بے روزگاری کے درمیان ایک مثبت رشتہ ہے اور طویل مدت میں یہ تعلق مستقل ہے۔|قلیل مدت میں مہنگائی اور بے روزگاری کے درمیان منفی تعلق ہوتا ہے اور طویل مدت میں یہ تعلق مثبت ہوتا ہے۔|قلیل مدت میں مہنگائی اور بے روزگاری کے درمیان منفی تعلق ہوتا ہے اور طویل مدت میں یہ رشتہ مستقل رہتا ہے۔,high_school_macroeconomics,3
مندرجہ ذیل میں سے کس کے نتیجے میں کسی ملک کی پیداواری صلاحیت میں مستقل اضافہ ہو سکتا ہے؟,شرح پیدائش میں کمی|بالغوں کی شرح خواندگی میں کمی|کم اجرت والے ممالک میں مینوفیکچرنگ فرموں کی وسیع پیمانے پر منتقلی|بچوں کے حفاظتی ٹیکوں کا قومی پروگرام,high_school_macroeconomics,3
اگر معیشت کساد بازاری کا سامنا کر رہی ہے تو صارفین کے لیے ٹیکس کم کرنے اور سرکاری خریداریوں پر اخراجات بڑھانے کا منصوبہ حقیقی مجموعی گھریلو پیداوار (GDP) اور قیمت کی سطح کو کیسے متاثر کرے گا؟,حقیقی جی ڈی پی بڑھتا ہے اور قیمت کی سطح گرتی ہے۔|حقیقی جی ڈی پی گرتا ہے اور قیمت کی سطح بڑھ جاتی ہے۔|حقیقی جی ڈی پی بڑھتا ہے اور قیمت کی سطح بڑھ جاتی ہے۔|حقیقی جی ڈی پی گرتا ہے اور قیمت کی سطح گرتی ہے۔,high_school_macroeconomics,2
جب معیشت کساد بازاری کا شکار ہو جاتی ہے تو سو جوتوں کے کارخانے میں اپنی ملازمت سے ہاتھ دھو بیٹھتی ہے۔ مقدمہ ہے,رگڑ سے بے روزگار.|سائیکل سے بے روزگار.|موسمی طور پر بے روزگار.|ساختی طور پر بے روزگار.,high_school_macroeconomics,1
ریاستہائے متحدہ ایک مسابقتی مارکیٹ میں چاول پیدا کرتا ہے۔ آزاد تجارت کے ساتھ عالمی قیمت گھریلو قیمت سے کم ہے۔ کیا سچ ہونا چاہیے؟,ریاستہائے متحدہ نے گھریلو کمی کو پورا کرنے کے لیے چاول کی درآمد شروع کردی۔|ریاستہائے متحدہ نے گھریلو کمی کو پورا کرنے کے لیے چاول برآمد کرنا شروع کر دیے۔|ریاست ہائے متحدہ امریکہ نے چاول درآمد کرنا شروع کر دیا ہے تاکہ گھریلو اضافی رقم کو ختم کیا جا سکے۔|ریاستہائے متحدہ نے چاول برآمد کرنا شروع کر دیا تاکہ گھریلو فاضل کو ختم کیا جا سکے۔,high_school_macroeconomics,0
مندرجہ ذیل میں سے کون سی مہنگائی کی ایک بڑی قیمت نہیں ہے؟,وسائل غلط تقسیم کیے جائیں گے۔|دولت کی دوبارہ تقسیم کی جائے گی۔|بچت کی حوصلہ شکنی کی جائے گی۔|حقیقی آمدنی میں کمی آئے گی۔,high_school_macroeconomics,3
طویل مدتی مجموعی سپلائی کے نتیجے میں اضافے کا سب سے زیادہ امکان ہے۔,حقیقی شرح سود میں اضافہ|سرمایہ کاری میں اضافہ|مجموعی طلب میں اضافہ|بے روزگاری کی شرح میں اضافہ,high_school_macroeconomics,1
مانیٹرسٹ تجزیہ کے مطابق رقم کی فراہمی میں کمی آئے گی۔,معیشت میں قیمت کی سطح اور پیداوار میں اضافہ.|معیشت میں قیمت کی سطح اور پیداوار کو کم کریں۔|معیشت میں قیمت کی سطح میں اضافہ.|معیشت میں قیمت کی سطح کو کم کریں.,high_school_macroeconomics,1
کیلیفورنیا میں ویلڈرز کی زبردست مانگ ہے لیکن بل ایک بے روزگار ویلڈر نیویارک میں رہتا ہے۔ بل ہے۔,رگڑ سے بے روزگار.|سائیکل سے بے روزگار.|ساختی طور پر بے روزگار.|چھپا ہوا کارکن سمجھا جاتا ہے۔,high_school_macroeconomics,2
اگر گھر والے مستقبل کے بارے میں زیادہ پر امید ہیں تو کھپت کا کام کیسے متاثر ہوگا؟,استعمال کرنے کا معمولی رجحان کھپت کے فنکشن کی ڈھلوان کو بڑھا دے گا۔|کھپت کا پورا فنکشن نیچے کی طرف منتقل ہو جائے گا۔|پوری کھپت کی تقریب اوپر کی طرف منتقل ہو جائے گی۔|استعمال کرنے کا معمولی رجحان کھپت کے فنکشن کی ڈھلوان کو بڑھانے سے کم ہو جائے گا۔,high_school_macroeconomics,2
مندرجہ ذیل میں سے کون سا سب سے زیادہ امکان ہے جو معیشت کی ترقی میں رکاوٹ ہے؟,تعلیم و تربیت پر خرچ کرنا|سرمائے میں اضافہ|شرح سود میں اضافہ|تحقیق اور ترقی پر اخراجات,high_school_macroeconomics,2
قیمت کی سطح میں اضافہ معیشت میں کل اخراجات کو کم کرتا ہے کیونکہ I. صارفین کی آمدنی اس حد تک نہیں جا سکتی جب قیمتیں بڑھ چکی ہیں۔ II غیر ملکی کم. III زیادہ قیمتوں کے نتیجے میں اعلی سود کی شرح ہوتی ہے جس سے اخراجات کم ہوتے ہیں۔,صرف میں ہی درست ہوں۔|I اور II درست ہیں۔|I اور III درست ہیں۔|II اور III درست ہیں۔,high_school_macroeconomics,3
مندرجہ ذیل میں سے کون سا بیان درست ہے؟,پیسے کی رفتار حقیقی جی ڈی پی کے برابر ہے جو رقم کی فراہمی سے تقسیم ہوتی ہے۔|آج کمائے گئے ڈالر میں آج سے ایک سال میں کمائے گئے ڈالرز سے زیادہ قوت خرید ہے۔|قرض کے قابل فنڈز کی فراہمی سرمایہ کاروں پر مشتمل ہوتی ہے۔|قرض کے قابل فنڈز کی مانگ بچت کرنے والوں پر مشتمل ہوتی ہے۔,high_school_macroeconomics,1
تجارتی سرپلس کا ایک توازن کا نتیجہ ہو سکتا ہے,ایک ڈھیلی مالیاتی پالیسی۔|غیر ملکیوں کو اس ملک کی مصنوعات کا کوئی ذائقہ نہیں ہے۔|ملک کی کرنسی کی قدر|دوسری قوموں کے مقابلے میں کم آمدنی۔,high_school_macroeconomics,3
اگر معیشت نے حقیقی جی ڈی پی اور قیمت کی سطح میں کمی کا تجربہ کیا تو اس کی بہترین وضاحت کی جا سکتی ہے۔,مزدور کی پیداوری میں کمی.|ایک تکنیکی ترقی.|سرمایہ کاری میں کمی.|خالص برآمدات میں اضافہ۔,high_school_macroeconomics,2
اگر کنزیومر پرائس انڈیکس (سی پی آئی) میں 2 فیصد اضافہ ہوتا ہے اور آپ کی معمولی آمدنی میں 8 فیصد اضافہ ہوتا ہے تو آپ کی حقیقی آمدنی تقریباً,4 فیصد اضافہ ہوا.|4 فیصد کمی آئی۔|6 فیصد اضافہ ہوا۔|6 فیصد کمی آئی۔,high_school_macroeconomics,2
بینک کی بیلنس شیٹ پر درج ذیل میں سے کس کو ذمہ داری سمجھا جاتا ہے؟,مطلوبہ ذخائر|اضافی ذخائر|قرضے|جمع,high_school_macroeconomics,3
زندگی کا معیار اس سے ماپا جاتا ہے۔,جی ڈی پی|فی کس جی ڈی پی۔|حقیقی جی ڈی پی فی کس۔|اصل GI)P فی کس۔,high_school_macroeconomics,2
اگر استعمال کرنے کا معمولی رجحان 0.8 ہے تو جی ڈی پی میں کل سب سے بڑا اضافہ کیا ہے جس کا نتیجہ نئے اخراجات کے $500 سے ہو سکتا ہے؟,"$400|$500|$625|$2,500",high_school_macroeconomics,3
فرض کریں کہ بے روزگاری کی شرح 6 فیصد سے گر کر 5 فیصد اور افراط زر کی شرح 3 فیصد سے گر کر 2 فیصد پر آ جاتی ہے۔ مندرجہ ذیل میں سے کون ان رجحانات کی بہترین وضاحت کرتا ہے؟,مجموعی طلب میں اضافہ۔|مجموعی طلب اور مجموعی رسد دونوں میں کمی۔|مجموعی طلب اور مجموعی رسد دونوں میں اضافہ۔|مجموعی سپلائی میں اضافہ۔,high_school_macroeconomics,3
اگر مستقبل میں قیمتوں میں مزید آہستہ آہستہ اضافہ متوقع ہے۔,فلپس وکر دائیں طرف منتقل ہو جائے گا۔|مہنگائی کی اصل شرح بڑھے گی۔|اصل افراط زر کی شرح مستحکم رہے گی جب تک کہ سپلائی کے جھٹکے نہ لگ جائیں۔|یہ توقعات حقیقت بن جائیں گی۔,high_school_macroeconomics,3
اگر کسی بینک کے پاس چیکنگ ڈپازٹس میں $1000 ہے اور بینک کو $250 ریزرو کرنے کی ضرورت ہے تو ریزرو ریشو کیا ہے؟ بینک کے پاس اضافی ذخائر کتنے ہیں؟ رقم ضرب کا سائز کیا ہے؟,25% $750 M = ¼|75% $250 M = 4|25% $750 M = 4|75% $750 M = ¼,high_school_macroeconomics,2
معاشی توسیع کے دوران خودکار اسٹیبلائزرز کے نتیجے میں حکومتی اخراجات,اور ٹیکس گر جاتے ہیں.|اور ٹیکس میں اضافہ.|اضافہ اور ٹیکس گر جاتے ہیں.|زوال اور ٹیکسوں میں اضافہ۔,high_school_macroeconomics,3
مندرجہ ذیل میں سے کون سے واقعات کا جی ڈی پی پر کوئی اثر نہیں ہے؟,آپ ایک دوست سے 1957 کی چیوی خریدتے ہیں۔|محکمہ ٹرانسپورٹ ایک سڑک کی مرمت کرتا ہے۔|آپ کے دوست ایک میوزک سی ڈی بناتے ہیں جس کی کوئی کاپیاں فروخت نہیں ہوتی ہیں۔|ایک کالج کمپیوٹر خریدتا ہے۔,high_school_macroeconomics,0
مختصر مدت میں سنکچن والی مانیٹری پالیسی مجموعی مانگ کو آؤٹ پٹ اور قیمت کی سطح کو مجموعی مانگ تک پہنچاتی ہے      آؤٹ پٹ      قیمت کی سطح,بڑھتا ہے           بڑھتا ہے      بڑھتا ہے۔|بڑھتا ہے           بڑھتا ہے      گھٹتا ہے۔|گھٹتا ہے           گھٹتا ہے      بڑھتا ہے۔|گھٹتا ہے           گھٹتا ہے      گھٹتا ہے۔,high_school_macroeconomics,3
اگر ڈالر کی طلب بڑھ جاتی ہے جبکہ ڈالر کی سپلائی گر جاتی ہے تو,ڈالر بڑھے گا۔|ڈالر کی قدر کم ہو جائے گی۔|زر مبادلہ کی شرح متاثر ہوگی لیکن ڈالر کی قدر پر نہیں۔|زر مبادلہ کی شرح متاثر نہیں ہوگی.,high_school_macroeconomics,0
جب مصنوعات کے معیار میں بہتری آئے گی تو CPI ہو گا۔,خود بخود اضافہ.|خود بخود کم.|منفی ہو جانا.|افراط زر کی شرح سے زیادہ اندازہ لگائیں۔,high_school_macroeconomics,3
جب توسیعی مالیاتی اور توسیعی مالیاتی (آسان رقم) پالیسی ایک ہی وقت میں استعمال کی جاتی ہے تو مندرجہ ذیل میں سے کون سا درست ہے؟,بے روزگاری بڑھے گی۔|حقیقی جی ڈی پی میں کمی آئے گی۔|شرح سود نسبتاً مستحکم رہے گی۔|مہنگائی میں نمایاں کمی آئے گی۔,high_school_macroeconomics,2
