question,choices,subject,answer
کچھ گروپ (G، 0) ابیلیان کے طور پر جانا جاتا ہے۔ پھر مندرجہ ذیل میں سے کون سا G کے لیے درست ہے؟,G میں ہر g کے لیے g = g^-1|G میں ہر g کے لیے g = g^2|(g o h)^2 = g^2 o h^2 ہر g،h کے لیے G میں|جی محدود ترتیب کا ہے۔,abstract_algebra,2
بیان 1 | اگر T: V -> W ایک لکیری تبدیلی ہے اور dim(V ) < dim(W) < 1، تو T لازمی طور پر انجیکٹیو ہونا چاہیے۔ بیان 2 | dim(V) = n اور فرض کریں کہ T: V -> V لکیری ہے۔ اگر T انجیکشن ہے، تو یہ ایک bijection ہے۔,سچ ہے، سچ ہے۔|جھوٹا، جھوٹا۔|درست غلط|جھوٹا، سچ,abstract_algebra,0
دی گئی فیلڈ ایکسٹینشن Q(sqrt(2)، sqrt(3)) کی Q پر ڈگری تلاش کریں۔,0|4|2|6,abstract_algebra,1
دی گئی انگوٹی میں پروڈکٹ کا حساب لگائیں۔ (20)(-8) Z_26 میں,0|1|11|22,abstract_algebra,3
اس بات کا تعین کریں کہ آیا Z[x] میں کثیرالاضلاع Q. x^2 - 12 پر irreducibility کے لیے آئزن اسٹائن کے معیار کو پورا کرتا ہے,ہاں، p=2 کے ساتھ۔|ہاں، p=3 کے ساتھ۔|جی ہاں، p=5 کے ساتھ۔|نہیں۔,abstract_algebra,1
محدود فیلڈ Z_7 کے لیے جنریٹر تلاش کریں۔,1|2|3|4,abstract_algebra,2
بیان 1 | ہر ترتیب ایک چکر ہے۔ بیان 2 | ہر چکر ایک تبدیلی ہے۔,سچ ہے، سچ ہے۔|جھوٹا، جھوٹا۔|درست غلط|جھوٹا، سچ,abstract_algebra,3
"بائنری آپریشن ""*"" کے ساتھ انٹیجرز Z کا سیٹ a*b =a +b+ 1 کے لیے a، b Z میں، ایک گروپ ہے۔ اس گروپ کی شناخت کا عنصر ہے۔",0|1|-1|12,abstract_algebra,2
Z_3 x 3Z رنگ کی خصوصیت تلاش کریں۔,0|3|12|30,abstract_algebra,0
بیان 1 | آرڈر 45 کے کچھ ابیلین گروپ میں آرڈر 10 کا ذیلی گروپ ہے۔ بیان 2 | گروپ G کا ذیلی گروپ H ایک عام ذیلی گروپ ہے اگر اور صرف اس صورت میں جب H کے بائیں cosets کی تعداد H کے دائیں cosets کی تعداد کے برابر ہو۔,سچ ہے، سچ ہے۔|جھوٹا، جھوٹا۔|درست غلط|جھوٹا، سچ,abstract_algebra,1
بیان 1 | خصوصیت 0 کے ساتھ ہر انٹیگرل ڈومین لامحدود ہے۔ بیان 2 | بنیادی خصوصیت کے ساتھ ہر اٹوٹ ڈومین محدود ہے۔,سچ ہے، سچ ہے۔|جھوٹا، جھوٹا۔|درست غلط|جھوٹا، سچ,abstract_algebra,2
A اور B کو سیٹ ہونے دیں، f: A -> B اور g: B -> A ایسے فنکشنز ہوں کہ تمام a کے لیے A، g(f(a)) = a۔ بیان 1 | فنکشن f کا لازمی طور پر انجیکشن ہونا چاہیے۔ بیان 2 | فنکشن f کا لازمی طور پر تخصیصی ہونا چاہیے۔,سچ ہے، سچ ہے۔|جھوٹا، جھوٹا۔|درست غلط|جھوٹا، سچ,abstract_algebra,2
بیان 1 | کسی بھی دو گروپوں G اور G' کے لیے، G میں G' کی ایک ہم جنس پرستی موجود ہے۔ بیان 2 | ہر ہومومورفزم ایک سے ایک نقشہ ہے۔,سچ ہے، سچ ہے۔|جھوٹا، جھوٹا۔|درست غلط|جھوٹا، سچ,abstract_algebra,2
بیان 1 | ہومومورفزم میں خالی دانا ہو سکتا ہے۔ بیان 2 | یہ ممکن نہیں ہے کہ کسی محدود گروہ کی غیر معمولی ہم جنس پرستی کو کسی لامحدود گروہ میں تبدیل کیا جائے۔,سچ ہے، سچ ہے۔|جھوٹا، جھوٹا۔|درست غلط|جھوٹا، سچ,abstract_algebra,1
Z_3 میں تمام c تلاش کریں جیسے Z_3[x]/(x^3 + x^2 + c) ایک فیلڈ ہو۔,0|2|1|3,abstract_algebra,1
بیان 1 | اگر ایک R ایک لازمی ڈومین ہے، تو R[x] ایک لازمی ڈومین ہے۔ بیان 2 | اگر R انگوٹھی ہے اور f(x) اور g(x) R[x] میں ہیں، تو deg (f(x)g(x)) = deg f(x) + deg g(x)۔,سچ ہے، سچ ہے۔|جھوٹا، جھوٹا۔|درست غلط|جھوٹا، سچ,abstract_algebra,2
Z_8 x Z_10 x Z_24 کے کچھ عنصر کے لیے زیادہ سے زیادہ ممکنہ آرڈر تلاش کریں۔,8|120|240|24,abstract_algebra,1
بیان 1 | ہر قابل حل گروپ پرائم پاور آرڈر کا ہوتا ہے۔ بیان 2 | پرائم پاور آرڈر کا ہر گروپ قابل حل ہے۔,سچ ہے، سچ ہے۔|جھوٹا، جھوٹا۔|درست غلط|جھوٹا، سچ,abstract_algebra,3
Z_3 میں تمام c تلاش کریں اس طرح کہ Z_3[x]/(x^3 + cx^2 + 1) ایک فیلڈ ہے۔,0|2|1|3,abstract_algebra,1
"گروپ G = {2, 4, 6, 8) میں ضرب ماڈیولو 10 کے تحت، شناختی عنصر ہے",6|8|4|2,abstract_algebra,0
"بیان 1 | اگر G, H اور K آرڈر 4 کے گروپ ہیں تو ان میں سے کم از کم دو isomorphic ہیں۔ بیان 2 | اگر Z_r + Z_s ایک ذیلی گروپ Z_m + Z_n کے لیے isomorphic ہے، تو r تقسیم کرتا ہے m اور s تقسیم کرتا ہے n۔",سچ ہے، سچ ہے۔|جھوٹا، جھوٹا۔|درست غلط|جھوٹا، سچ,abstract_algebra,2
دی گئی فیلڈ ایکسٹینشن Q(sqrt(2)) کے لیے Q پر ڈگری تلاش کریں۔,0|2|1|3,abstract_algebra,1
بیان 1 | ہر مفت ابیلیان گروپ ٹورشن فری ہے۔ بیان 2 | ہر مکمل طور پر پیدا ہونے والا ٹورسن فری ابیلیئن گروپ ایک مفت ابیلیان گروپ ہے۔,سچ ہے، سچ ہے۔|جھوٹا، جھوٹا۔|درست غلط|جھوٹا، سچ,abstract_algebra,0
بیان 1 | 4x - 2 Z پر ناقابل تلافی ہے۔ بیان 2 | 4x - 2 Q پر ناقابل تلافی ہے۔,سچ ہے، سچ ہے۔|جھوٹا، جھوٹا۔|درست غلط|جھوٹا، سچ,abstract_algebra,3
محدود فیلڈ Z_11 کے لیے جنریٹر تلاش کریں۔,1|2|3|4,abstract_algebra,1
بیان 1 | آرڈر 159 کا ہر گروپ چکراتی ہے۔ بیان 2 | آرڈر 102 کے ہر گروپ میں ایک غیر معمولی مناسب عام ذیلی گروپ ہوتا ہے۔,سچ ہے، سچ ہے۔|جھوٹا، جھوٹا۔|درست غلط|جھوٹا، سچ,abstract_algebra,0
بیان 1 | اگر H اور K G کے ذیلی گروپ ہیں اور H یا K میں سے ایک G کا عام ذیلی گروپ ہے، تو HK G کا ذیلی گروپ ہے۔ بیان 2 | آرڈر p^2 کے تمام گروپس جہاں p پرائم ہے ایبیلین ہیں۔,سچ ہے، سچ ہے۔|جھوٹا، جھوٹا۔|درست غلط|جھوٹا، سچ,abstract_algebra,0
بیان 1 | سبنگ کا اتحاد انگوٹھی کے اتحاد کے برابر ہونا چاہیے۔ بیان 2 | ہر فیلڈ ایک اٹوٹ ڈومین ہے۔,سچ ہے، سچ ہے۔|جھوٹا، جھوٹا۔|درست غلط|جھوٹا، سچ,abstract_algebra,3
بیان 1 | 2 x 2 میٹرکس کا سیٹ انٹیجر اندراجات اور نان زیرو ڈیٹرمیننٹ کے ساتھ میٹرکس ضرب کے تحت ایک گروپ ہے۔ بیان 2 | عددی اندراجات کے ساتھ 2 x 2 میٹرکس کا سیٹ اور تعین کنندہ 1 میٹرکس ضرب کے تحت ایک گروپ ہے۔,سچ ہے، سچ ہے۔|جھوٹا، جھوٹا۔|درست غلط|جھوٹا، سچ,abstract_algebra,3
بیان 1 | ہر کمیوٹیو رِنگ کا ہر اقتباس ایک بار پھر ایک کمیوٹیو رِنگ ہے۔ بیان 2 | اتحاد 1 کے ساتھ رنگ R میں ایک مثالی N تمام R ہے اگر اور صرف اگر N میں 1 ہو۔,سچ ہے، سچ ہے۔|جھوٹا، جھوٹا۔|درست غلط|جھوٹا، سچ,abstract_algebra,2
اگر A = (1، 2، 3، 4)۔ چلو ~= {(1، 2)، (1، 3)، (4، 2)}۔ پھر ~ ہے۔,مخالف ہموار نہیں|ترسیلی|اضطراری|ہم آہنگی,abstract_algebra,1
Z میں Z_2 کے کتنے ہومومورفزم ہیں؟,1|2|لامحدود بہت سے|0,abstract_algebra,1
بیان 1 | ہر میدان بھی ایک انگوٹھی ہے۔ بیان 2 | ہر انگوٹھی کی ایک کثیر شناخت ہوتی ہے۔,سچ ہے، سچ ہے۔|جھوٹا، جھوٹا۔|درست غلط|جھوٹا، سچ,abstract_algebra,2
بیان 1 | اگر R انگوٹھی ہے اور f(x) اور g(x) R[x] میں ہیں، تو deg (f(x)+g(x)) = زیادہ سے زیادہ (deg f(x)، deg g(x)) . بیان 2 | اگر F ایک فیلڈ ہے تو F[x] کا ہر آئیڈیل پرنسپل ہے۔,سچ ہے، سچ ہے۔|جھوٹا، جھوٹا۔|درست غلط|جھوٹا، سچ,abstract_algebra,3
"ایک گروپ کا سب سیٹ H (G,*) ایک گروپ ہے اگر","H میں a,b => a * b H میں|a in H => a^-1 H میں|a,b in H=> a * b^-1 H میں|H شناختی عنصر پر مشتمل ہے۔",abstract_algebra,2
کثیر الجہتی x^4 + 4 کو Z_5[x] میں لکیری عوامل میں فیکٹر کیا جا سکتا ہے۔ اس فیکٹرائزیشن کو تلاش کریں۔,(x − 2)(x + 2)(x − 1)(x + 1)|(x+1)^4|(x-1)(x+1)^3|(x-1)^3(x+1),abstract_algebra,0
بیان 1 | ہر مثبت عددی رینک کا ایک آزاد ابیلیان گروپ موجود ہے۔ بیان 2 | ایک مکمل طور پر تیار کردہ ابیلیئن گروپ مفت ابیلیئن ہے اگر اس کا Betti نمبر کچھ پیدا کرنے والے سیٹ میں عناصر کی تعداد کے برابر ہو۔,سچ ہے، سچ ہے۔|جھوٹا، جھوٹا۔|درست غلط|جھوٹا، سچ,abstract_algebra,0
"(Z,*) ایک گروپ ہے جس میں a*b = a+b+1 تمام a, b کے لیے Z میں ہے۔ a کا الٹا ہے",0|-2|a-2|(2+a)*-1,abstract_algebra,3
دی گئی فیلڈ ایکسٹینشن Q(sqrt(2)*sqrt(3)) کے لیے Q پر ڈگری تلاش کریں۔,0|4|2|6,abstract_algebra,2
فرمیٹ کے تھیوریم کا استعمال کرتے ہوئے، 3^47 کے بقیہ کو تلاش کریں جب اسے 23 سے تقسیم کیا جائے۔,1|2|3|4,abstract_algebra,3
رنگ Z_3 x Z_3 کی خصوصیت تلاش کریں۔,0|3|12|30,abstract_algebra,1
بیان 1 | اگر a اور b کسی گروپ کے عناصر ہیں اور a b کے برابر نہیں ہے تو a^2 b^2 کے برابر نہیں ہے۔ بیان 2 | ایک ڈائیڈرل گروپ میں گردشوں کا سیٹ ایک چکراتی ذیلی گروپ بناتا ہے۔,سچ ہے، سچ ہے۔|جھوٹا، جھوٹا۔|درست غلط|جھوٹا، سچ,abstract_algebra,3
بیان 1 | ایک گروپ میں (ab)^{-2} = b^{-2}a^{-2}۔ بیان 2 | ایک گروپ میں (ab)^n = a^nb^n۔,سچ ہے، سچ ہے۔|جھوٹا، جھوٹا۔|درست غلط|جھوٹا، سچ,abstract_algebra,1
"بیان 1 | S_n تمام n >= 3 کے لیے غیر ابیلیان ہے۔ بیان 2 | اگر a ایک ترتیب ہے جو ایک m-cycle ہے اور b ایک ترتیب ہے جو N-cycle ہے، تو |ab| = lcm(m,n)",سچ ہے، سچ ہے۔|جھوٹا، جھوٹا۔|درست غلط|جھوٹا، سچ,abstract_algebra,2
رنگ Z x Z کی خصوصیت معلوم کریں۔,0|3|12|30,abstract_algebra,0
"بیان 1 | n > 1 کے لیے، سیٹ {1,2, ..., n-1} ضرب ماڈیولو n کے تحت ایک گروپ ہے۔ بیان 2 | ایک عدد x اس طرح ہے کہ 63x mod 100 = 1۔",سچ ہے، سچ ہے۔|جھوٹا، جھوٹا۔|درست غلط|جھوٹا، سچ,abstract_algebra,3
بیان 1 | اگر K محدود طور پر تیار کردہ مفت ابیلیئن گروپ کا ایک غیر صفر ذیلی گروپ ہے، تو K مفت ابیلیئن ہے۔ بیان 2 | اگر K محدود طور پر تیار کردہ مفت ابیلیئن گروپ کا ایک غیر زیرو ذیلی گروپ ہے، تو G/K مفت ابیلیئن ہے۔,سچ ہے، سچ ہے۔|جھوٹا، جھوٹا۔|درست غلط|جھوٹا، سچ,abstract_algebra,2
بیان 1 | سائکلک گروپس کی بیرونی براہ راست پیداوار سائیکلک ہے۔ بیان 2 | D_3 اور D_4 کی بیرونی براہ راست پیداوار D_12 سے isomorphic ہے۔,سچ ہے، سچ ہے۔|جھوٹا، جھوٹا۔|درست غلط|جھوٹا، سچ,abstract_algebra,1
بیان 1 | ہر نان زیرو فری ایبلین گروپ کے پاس لامحدود تعداد میں اڈے ہوتے ہیں۔ بیان 2 | کم از کم 2 رینک کے ہر مفت ابیلیان گروپ کے پاس لامحدود تعداد میں اڈے ہوتے ہیں۔,سچ ہے، سچ ہے۔|جھوٹا، جھوٹا۔|درست غلط|جھوٹا، سچ,abstract_algebra,3
بیان 1 | ہر مثبت عدد n کے لیے ترتیب n کا ایک چکری گروپ ہوتا ہے۔ بیان 2 | ہر محدود چکری گروپ میں ہر ترتیب کا ایک عنصر ہوتا ہے جو گروپ کی ترتیب کو تقسیم کرتا ہے۔,سچ ہے، سچ ہے۔|جھوٹا، جھوٹا۔|درست غلط|جھوٹا، سچ,abstract_algebra,0
بیان 1 | اگر کسی گروپ میں آرڈر 10 کا عنصر ہے، تو اس میں آرڈر 1، 2 اور 5 کے عناصر ہیں۔ بیان 2 | اگر کسی گروپ میں آرڈر 2 کا عنصر اور آرڈر 3 کا عنصر ہے، تو اس میں آرڈر 6 کا عنصر ہے۔,سچ ہے، سچ ہے۔|جھوٹا، جھوٹا۔|درست غلط|جھوٹا، سچ,abstract_algebra,2
A اور B کو سیٹ ہونے دیں، f: A -> B اور g: B -> A ایسے فنکشنز ہوں کہ تمام a کے لیے A، g(f(a)) = a۔ بیان 1 | فنکشن جی لازمی طور پر انجیکشن ہونا چاہئے۔ بیان 2 | فنکشن g لازمی طور پر تخصیصی ہونا چاہیے۔,سچ ہے، سچ ہے۔|جھوٹا، جھوٹا۔|درست غلط|جھوٹا، سچ,abstract_algebra,3
بیان 1 | ہومومورفزم ایک سے ایک ہے اگر اور صرف اس صورت میں جب دانا صرف شناختی عنصر پر مشتمل ہو۔ بیان 2 | کچھ ہومومورفزم کے تحت 6 عناصر کے گروپ کی تصویر میں 4 عناصر ہوسکتے ہیں۔,سچ ہے، سچ ہے۔|جھوٹا، جھوٹا۔|درست غلط|جھوٹا، سچ,abstract_algebra,2
بیان 1 | اگر H اور K گروپ G کے ذیلی گروپ ہیں، تو |HK| = |H||K|/|H چوراہا K| بیان 2 | آرڈر 2p کا ایک گروپ جہاں p ایک طاق پرائم ہے وہ D_p سے چکراتی یا isomorphic ہے۔,سچ ہے، سچ ہے۔|جھوٹا، جھوٹا۔|درست غلط|جھوٹا، سچ,abstract_algebra,0
"T کے لیے: Z x Z -> Z جہاں T(1, 0) = 3 اور T(0, 1) = -5، تلاش کریں T(-3,2)۔",-19|-10|19|10,abstract_algebra,0
دی گئی انگوٹی میں پروڈکٹ کا حساب لگائیں۔ (12)(16) Z_24 میں,0|1|4|6,abstract_algebra,0
بیان 1 | ہر ترتیب ون ٹو ون فنکشن ہے۔ بیان 2 | ہر فنکشن ایک ترتیب ہے اگر اور صرف اس صورت میں جب یہ ایک سے ایک ہو۔,سچ ہے، سچ ہے۔|جھوٹا، جھوٹا۔|درست غلط|جھوٹا، سچ,abstract_algebra,2
بیان 1 | اگر ایک محدود گروپ کا آرڈر n ہے تو گروپ میں n کے ہر مثبت تقسیم d کے لیے ترتیب d کا ذیلی گروپ ہوتا ہے۔ بیان 2 | اگر a کا تعلق محدود گروپ سے ہے تو |a| تقسیم کرتا ہے |G|,سچ ہے، سچ ہے۔|جھوٹا، جھوٹا۔|درست غلط|جھوٹا، سچ,abstract_algebra,3
2Z کے ذیلی گروپ 4Z کے تمام کوسیٹس تلاش کریں۔,4Z|4Z، 2 + 4Z|2 زیڈ|Z,abstract_algebra,1
مندرجہ ذیل میں سے کون سا بیان درست ہے؟,"ہر مساوی تعلق ایک جزوی ترتیب دینے والا رشتہ ہے۔|A = {x, y, z} سے B= (1, 2) کے رشتوں کی تعداد 64 ہے۔|خالی رشتہ _ اضطراری ہے۔|کسی رشتے کے متوازی ہونے اور غیر ہموار ہونے کی خصوصیات ایک دوسرے کے منفی ہیں۔",abstract_algebra,1
n = 6 کے لیے S_n کے عنصر کے لیے زیادہ سے زیادہ ممکنہ ترتیب تلاش کریں۔,6|12|30|105,abstract_algebra,0
بیان 1 | Q Z_2 کا ایک ایکسٹینشن فیلڈ ہے۔ بیان 2 | کسی فیلڈ پر ہر غیر مستقل کثیرالاضلاع کا کسی نہ کسی ایکسٹینشن فیلڈ میں صفر ہوتا ہے۔,سچ ہے، سچ ہے۔|جھوٹا، جھوٹا۔|درست غلط|جھوٹا، سچ,abstract_algebra,3
بیان 1 | اگر H G کا ذیلی گروپ ہے اور a کا تعلق G سے ہے تو a H G کا ذیلی گروپ ہے اگر اور صرف اگر a H میں ہو۔ بیان 2 | اگر H G کا ذیلی گروپ ہے اور a اور b کا تعلق G سے ہے تو aH = bH اگر اور صرف اگر ab H میں ہو۔,سچ ہے، سچ ہے۔|جھوٹا، جھوٹا۔|درست غلط|جھوٹا، سچ,abstract_algebra,2
دیے گئے کثیر الاضلاع کے اشارہ کردہ محدود فیلڈ میں تمام زیرو کو اس فیلڈ میں گتانک کے ساتھ تلاش کریں۔ x^2 + 1 Z_2 میں,0|1|0،1|2,abstract_algebra,1
