question,choices,subject,answer
پیش گوئی کی منطق میں بہترین ترجمہ منتخب کریں: محترمہ جیکسن نے مجھے کچھ چینی دی، لیکن نہ ہی جینیٹ اور نہ ہی لٹویا نے ایسا کیا۔,Lm ∨ ~(Jl ∨ Ll)|Lm • ~ (Lj • Ll)|Lm • ~(Lj ∨ Ll)|Lm ∨ ~(Lj • Ll),formal_logic,2
predicate logic میں بہترین ترجمہ منتخب کریں۔ بعض جانوروں کو ظالم لوگ نظر انداز کر دیتے ہیں۔ (Ax: x ایک جانور ہے؛ Cx: x ظالم ہے؛ Px: x ایک شخص ہے؛ Nxy: x y کو نظرانداز کرتا ہے),(∃x)[(Ax • Cx) • (∃y)(Py • Nyx)]|(∃x)[(Cx • Px) • (∃y)(Ay • Nxy)]|(∃x)[(Ax • Px) • (∃y)(Cy • Nxy)]|(∃x)(∃y){[(Ax • Cy) • Py] • Nxy)]},formal_logic,1
"اس بات کا تعین کرنے کے لیے بالواسطہ سچائی جدولوں کا استعمال کریں کہ آیا تجویز کا ہر سیٹ مطابقت رکھتا ہے۔ اگر سیٹ یکساں ہے تو، مستقل تشخیص کے ساتھ ایک آپشن منتخب کریں۔ (دوسری مستقل قیمتیں ہو سکتی ہیں۔)
(E ⊃ F) ⊃ G
(~E ∨ F) ≡ (H ∨ I)
میں ⊃ (J ⊃ ~H)
~ جی ⊃ ~ جے","متضاد|متواتر۔ مستقل تشخیص جب E صحیح ہے اور F, G, H, I, اور J غلط ہیں۔|متواتر۔ مستقل تشخیص جب E اور H درست ہیں اور F, G, I اور J غلط ہیں۔|متواتر۔ مسلسل تشخیص جب E اور I سچے ہیں اور F، G، H، اور J غلط ہیں۔",formal_logic,1
predicate logic میں بہترین ترجمہ منتخب کریں: کچھ طلباء سخت محنت کرتے ہیں۔,(∃x)(Wx ∨ Sx)|(∃x)(Sx ∨ Wx)|(∃x)(Sx • Wx)|(∃x)(Sx ⊃ Wx),formal_logic,2
"PL کا کون سا فارمولہ درج ذیل جملے کی بہترین علامت ہے؟
یا تو انگلستان کا گائے کا گوشت درآمد کرنا فرانس کی سبسڈی دینے والی زراعت کے لیے ضروری شرط نہیں ہے، یا اگر جنوبی افریقہ ہیروں کی سپلائی کرتا ہے تو چین انسانی حقوق کو فروغ دیتا ہے۔",(~F ⊃ E) ∨ (C ≡ ~S)|(~E ⊃ F) ∨ (C ⊃ S)|(~F ⊃ E) ∨ (C ≡ S)|~(F ⊃ E) ∨ (S ⊃ C),formal_logic,3
"مندرجہ ذیل دلیل کے لیے ایک مکمل سچائی جدول بنائیں۔ پھر، سچائی کی میز کا استعمال کرتے ہوئے، اس بات کا تعین کریں کہ آیا دلیل درست ہے یا غلط۔ اگر استدلال غلط ہے تو ایک آپشن کا انتخاب کریں جو جوابی مثال پیش کرے۔ (اس کے علاوہ دیگر متضاد مثالیں بھی ہو سکتی ہیں۔)
~A · ~B
(A ∨ C) ∨ B/C",درست|غلط جوابی مثال جب A اور B سچے ہیں اور C غلط ہے۔|غلط جوابی مثال جب A صحیح ہے اور B اور C غلط ہیں۔|غلط جوابی مثال جب B سچ ہے اور A اور C غلط ہے۔,formal_logic,0
predicate logic میں بہترین ترجمہ منتخب کریں۔ تمام پرندے کسی نہ کسی گھونسلے میں رہتے ہیں۔ (Bx: x ایک پرندہ ہے؛ Nx: x ایک گھونسلہ ہے؛ Lxy: x y میں رہتا ہے),(∀x)(∀y)[(Bx • Ny) ⊃ Lxy]|(∀x)[Bx ⊃ (∃y)(Ny • Lxy)]|(∀x)[(∃y)(Ny • Bx) ⊃ Lxy]|(∀x)(∃y)[(Bx • Ny) ⊃ Lxy],formal_logic,1
مندرجہ ذیل دلیل کے نتیجے کی نشاندہی کریں۔ افادیت پسند نظریہ افادیت راکشسوں کے امکان سے شرمندہ ہے۔ افادیت کے عفریت کو افادیت میں بہت زیادہ فوائد حاصل ہوتے ہیں، دوسروں کی قربانیوں سے ضائع ہونے والی افادیت سے زیادہ۔ دوسرے لوگوں کی بھی بڑی تعداد کی قربانیاں افادیت کے عفریت کے فوائد سے کہیں زیادہ ہیں۔ نظریہ یہ تقاضا کرتا ہے کہ کل افادیت کو بڑھانے کے لیے ہم سب کو مونسٹی کے ماؤ میں قربان کر دیا جائے۔ (رابرٹ نوزک، انارکی، اسٹیٹ، اور یوٹوپیا),افادیت پسند نظریہ افادیت راکشسوں کے امکان سے شرمندہ ہے۔|افادیت کے عفریت کو افادیت میں بہت زیادہ فائدہ ہوتا ہے۔|افادیت کے عفریت کو دوسروں کی قربانیوں سے ضائع ہونے والی افادیت سے زیادہ افادیت میں فائدہ ہوتا ہے۔|دوسرے لوگوں کی بھی بڑی تعداد کی قربانیاں افادیت کے عفریت کے فوائد سے کہیں زیادہ ہیں۔,formal_logic,0
"PL کے دیے گئے فارمولے کو قدرتی، انگریزی جملوں میں ترجمہ کرنے کے لیے درج ذیل کلید کا استعمال کریں۔
A: مرینا پرسی جیکسن کی کتاب پڑھتی ہے۔
B: Izzy Minecraft کھیلتا ہے۔
ج: ایملی کام کرنا چھوڑ دیتی ہے۔
D: رسل رات کا کھانا بناتا ہے۔
ای: ایشلی رک جاتی ہے۔
(A ∨ ~E) ≡ (D • ~B)",یا تو مرینا پرسی جیکسن کی کتاب پڑھتی ہے یا ایشلی کا نہ رکنا رسل رات کا کھانا بنانے اور ایزی مائن کرافٹ نہ کھیلنے دونوں کے لیے ضروری شرط ہے۔|یا تو مرینا پرسی جیکسن کی کتاب پڑھتی ہے یا ایشلی کا نہ رکنا رسل کے لیے رات کا کھانا بنانے اور Izzy کو Minecraft کھیلنے کے لیے ضروری اور کافی شرط ہے۔|مرینا پرسی جیکسن کی ایک کتاب پڑھتی ہے جب تک کہ ایشلی اس کے پاس نہیں رکتی ہے، اور صرف اس صورت میں جب رسل دونوں رات کا کھانا بناتے ہیں اور ایزی مائن کرافٹ نہیں کھیلتے ہیں۔|یا تو مرینا پرسی جیکسن کی کتاب پڑھتی ہے یا ایشلی صرف اس صورت میں نہیں رکتی جب رسل ڈنر کرتے ہیں اور ایزی مائن کرافٹ نہیں کھیلتے ہیں۔,formal_logic,3
"PL کا کون سا فارمولہ درج ذیل جملے کی بہترین علامت ہے؟
برٹنی کو مچھلی اور چھپکلی پسند ہیں لیکن بلیوں کو نہیں۔",F • L • ~ C|(F • L) • ~C|(F • L) ∨ ~C|C • (F • L),formal_logic,1
"PL کا کون سا فارمولہ درج ذیل جملے کی بہترین علامت ہے؟
اگر ہیری اندراج کرتا ہے یا جارج اندراج نہیں کرتا ہے، تو جم اندراج کرتا ہے۔",H ∨ (~G ⊃ J)|~(H ∨ G) ⊃ J|(H ∨ ~G) ⊃ J|(H ⊃ ~G) ∨ J,formal_logic,2
"مندرجہ ذیل دلیل کے لیے ایک مکمل سچائی جدول بنائیں۔ پھر، سچائی کی میز کا استعمال کرتے ہوئے، اس بات کا تعین کریں کہ آیا دلیل درست ہے یا غلط۔ اگر استدلال غلط ہے تو ایک آپشن کا انتخاب کریں جو جوابی مثال پیش کرے۔ (اس کے علاوہ دیگر متضاد مثالیں بھی ہو سکتی ہیں۔)
~X ⊃ Y
Y ⊃ Z
~Z/~X",درست|غلط جوابی مثال جب X، Y، اور Z درست ہوں۔|غلط جوابی مثال جب Y اور Z سچے ہیں اور Z غلط ہے۔|غلط جوابی مثال جب X سچ ہے اور Y اور Z غلط ہیں۔,formal_logic,3
S predicate logic میں بہترین ترجمہ منتخب کریں۔ کچھ مہربان لوگ کچھ خطرے سے دوچار پرجاتیوں کی مدد کرتے ہیں۔ (مثال کے طور پر: x خطرے میں ہے؛ Kx: x مہربان ہے؛ Px: x ایک شخص ہے؛ Sx: x ایک نوع ہے؛ Hxy: x y کی مدد کرتا ہے),(∃x){(Kx • Px) • (∃y)[(Ey • Sy) • Hxy]}|(∃x)(∃y){[(Kx • Sx) • (Ey • Py)] • Hxy}|(∃x)(∃y){[(Kx • Sx) • (Ey • Py)] • Hyx}|(∃x)(∃y){[(Kx • Px) • (Ey • Sy)] ⊃ Hxy},formal_logic,0
درج ذیل ترجمہ کلید کا استعمال کرتے ہوئے، دی گئی تجویز کی بہترین انگریزی تشریح منتخب کریں: Ax: x ایک اپارٹمنٹ ہے Hx: x ایک مکان Lx ہے: x بڑا ہے Bxy: x y (∀x) سے بڑا ہے[Ax ⊃ (∃y )(Hy • Bxy)],ہر اپارٹمنٹ کسی نہ کسی گھر سے بڑا ہوتا ہے۔|ہر گھر تمام اپارٹمنٹس سے بڑا ہے۔|ہر گھر کسی نہ کسی اپارٹمنٹ سے بڑا ہوتا ہے۔|کچھ گھر ہر اپارٹمنٹ سے بڑا ہوتا ہے۔,formal_logic,0
"مندرجہ ذیل دلیل کے لیے ایک مکمل سچائی جدول بنائیں۔ پھر، سچائی کی میز کا استعمال کرتے ہوئے، اس بات کا تعین کریں کہ آیا دلیل درست ہے یا غلط۔ اگر استدلال غلط ہے تو ایک آپشن کا انتخاب کریں جو جوابی مثال پیش کرے۔ (اس کے علاوہ دیگر متضاد مثالیں بھی ہو سکتی ہیں۔)
Q ≡ R
~(S ∨ Q) / R",درست|غلط جوابی مثال جب Q اور S سچے ہیں اور R غلط ہے۔|غلط جوابی مثال جب Q سچ ہے اور S اور R غلط ہیں۔|غلط جوابی مثال جب Q، S، اور R غلط ہوں۔,formal_logic,3
مندرجہ ذیل مشروط تجویز کے سابقہ ​​کی نشاندہی کریں: یونیورسٹی صرف اس صورت میں ٹیوشن بڑھاتی ہے جب گورنر اس کی منظوری دیں اور بورڈ آف ٹرسٹیز اس کی سفارش کرے۔,یونیورسٹی ٹیوشن بڑھاتی ہے۔|گورنر اس کی منظوری دیتا ہے۔|بورڈ آف ٹرسٹیز اس کی سفارش کرتا ہے۔|گورنر اس کی منظوری دیتا ہے اور بورڈ آف ٹرسٹیز اس کی سفارش کرتا ہے۔,formal_logic,0
"درج ذیل میں سے کون سی تجویز دیے گئے احاطے کے PL میں فوری (ایک قدم) نتیجہ ہے؟
(A ∨ B) ⊃ (C ∨ D)
A ∨ B
~C",~A ∨ ~B|~~C|C ∨ D|(A ∨ B) ⊃ D,formal_logic,2
مندرجہ ذیل مشروط تجویز کے سابقہ ​​کی نشاندہی کریں: جب یونیورسٹی ٹیوشن بڑھاتی ہے، تو یا تو گورنر اس کی منظوری دیتا ہے یا بورڈ آف ٹرسٹیز اسے روکتا نہیں ہے۔,یونیورسٹی ٹیوشن بڑھاتی ہے۔|گورنر اس کی منظوری دیتا ہے۔|بورڈ آف ٹرسٹیز اسے روکتا ہے۔|بورڈ آف ٹرسٹیز اسے نہیں روکتا۔,formal_logic,0
predicate logic میں بہترین ترجمہ منتخب کریں۔ مارکو سپین سے اٹلی نہیں جاتا۔ (i: اٹلی؛ m: Marco؛ s: Spain؛ Mxyz: x z سے y میں منتقل ہوتا ہے),~ ایم ایم ایس آئی|M~mis|~Mmis|M~msi,formal_logic,2
"مندرجہ ذیل دلیل کے لیے ایک مکمل سچائی جدول بنائیں۔ پھر، سچائی کی میز کا استعمال کرتے ہوئے، اس بات کا تعین کریں کہ آیا دلیل درست ہے یا غلط۔ اگر استدلال غلط ہے تو ایک آپشن کا انتخاب کریں جو جوابی مثال پیش کرے۔ (اس کے علاوہ دیگر متضاد مثالیں بھی ہو سکتی ہیں۔)
~S ∨ T
~S · U
~T ∨ U / T · U",درست|غلط جوابی مثال جب S، T، اور U درست ہیں۔|غلط جوابی مثال جب S اور U سچے ہیں اور T غلط ہے۔|غلط جوابی مثال جب U سچ ہے اور S اور T غلط ہیں۔,formal_logic,3
"PL کا کون سا فارمولہ درج ذیل جملے کی بہترین علامت ہے؟
ڈاکٹر اس وقت تک مددگار ہوتے ہیں جب تک ان کے مریض بدتمیز نہ ہوں۔",H ≡ R|H • R|H ∨ ~R|H ∨ R,formal_logic,3
"اس بات کا تعین کرنے کے لیے بالواسطہ سچائی میزیں استعمال کریں کہ آیا درج ذیل دلیل درست ہے۔ اگر استدلال غلط ہے تو ایک آپشن کا انتخاب کریں جو جوابی مثال پیش کرے۔ (اس کے علاوہ دیگر متضاد مثالیں بھی ہو سکتی ہیں۔)
L ⊃ [(M ∨ ~N) ⊃ O]
(N ⊃ O) ⊃ (~P ⊃ Q)
R ⊃ ~Q / L ⊃ (R ⊃ P)",درست|غلط جوابی مثال جب L، M، O، Q، اور R درست ہیں اور N اور P غلط ہیں۔|غلط جوابی مثال جب L، N، O، Q، اور R درست ہیں اور M اور P غلط ہیں۔|غلط جوابی مثال جب L، N، اور R سچے ہیں اور M، O، P، اور Q غلط ہیں۔,formal_logic,3
مندرجہ ذیل دلیل کے نتیجے کی نشاندہی کریں۔ ایک اصطلاح کا احساس اس کے حوالہ کا تعین کرتا ہے۔ لیکن حوالہ فکر میں کسی فرق کے بغیر مختلف ہوسکتا ہے۔ لہذا، اصطلاحات کے حواس کو سوچ میں تبدیلی کے بغیر مختلف ہونے کے قابل ہونا چاہئے۔ لہذا، ہمارے خیالات ہماری اصطلاحات کے معنی کا تعین نہیں کرتے ہیں۔ معنی سر میں نہیں ہیں. (ہیلری پٹنم),ایک اصطلاح کا احساس اس کے حوالہ کا تعین کرتا ہے۔|لیکن حوالہ فکر میں کسی فرق کے بغیر مختلف ہوسکتا ہے۔|سوچ میں کسی فرق کے بغیر حوالہ مختلف ہوسکتا ہے۔|ہمارے خیالات ہماری اصطلاحات کے معنی کا تعین نہیں کرتے۔ معنی سر میں نہیں ہیں.,formal_logic,3
"مندرجہ ذیل تجاویز کے جوڑے کے لیے ایک مکمل سچائی جدول بنائیں۔ پھر، سچائی جدولوں کا استعمال کرتے ہوئے، اس بات کا تعین کریں کہ آیا بیانات منطقی طور پر مساوی ہیں یا متضاد۔ اگر کوئی بھی نہیں ہے تو اس بات کا تعین کریں کہ آیا وہ مطابقت رکھتے ہیں یا متضاد۔ اپنے جوابات کا جواز پیش کریں۔
(G ∨ ~H) ⊃ G اور ~G ≡ (~H · G)",منطقی طور پر مساوی|متضاد|منطقی طور پر نہ تو مساوی اور نہ ہی متضاد، لیکن مستقل|متضاد,formal_logic,2
"PL کا کون سا فارمولہ درج ذیل جملے کی بہترین علامت ہے؟
یا تو انگلستان کا گائے کا گوشت درآمد کرنا فرانس کی سبسڈی دینے والی زراعت کے لیے ضروری شرط ہے یا چین کی جانب سے انسانی حقوق کو فروغ دینا جنوبی افریقہ کو ہیروں کی فراہمی کے لیے کافی شرط نہیں ہے۔",(E ≡ F) ∨ ~(C ≡ S)|(E ≡ F) ∨ (~C ⊃ S)|(E ⊃ F) ∨ ~(C ⊃ S)|(F ⊃ E) ∨ ~(C ⊃ S),formal_logic,3
"predicate logic میں دیے گئے دلائل کی بہترین انگریزی تشریح منتخب کریں۔
Wn ∨ Wm
(∀x)[Lx ⊃ (Dx ⊃ ~Wx)]
Ln • Dn / ~(∀x)~Wx",یا تو نینسی یا مارون کام پر ہیں۔ اگر تمام وکلاء رات کے کھانے پر باہر ہوتے ہیں تو وہ کام پر نہیں ہوتے۔ نینسی ایک وکیل ہے اور رات کے کھانے کے لیے باہر ہے۔ لہذا ہر چیز کام پر نہیں ہے۔|یا تو نینسی یا مارون کام پر ہیں۔ تمام وکلاء رات کے کھانے کے لیے باہر ہیں اگر وہ کام پر نہیں ہیں۔ نینسی ایک وکیل ہے اور رات کے کھانے کے لیے باہر ہے۔ لہذا ہر چیز کام پر نہیں ہے۔|یا تو نینسی یا مارون کام پر ہیں۔ تمام وکلاء رات کے کھانے کے لیے باہر ہیں اگر وہ کام پر نہیں ہیں۔ نینسی ایک وکیل ہے اور رات کے کھانے کے لیے باہر ہے۔ تو سب کچھ کام پر نہیں ہے۔|یا تو نینسی یا مارون کام پر ہیں۔ اگر تمام وکلاء رات کے کھانے پر باہر ہوتے ہیں تو وہ کام پر نہیں ہوتے۔ نینسی ایک وکیل ہے اور رات کے کھانے کے لیے باہر ہے۔ تو سب کچھ کام پر نہیں ہے۔,formal_logic,0
