question,choices,subject,answer
ریاستوں کی طرف سے معاہدہ کرنے کا اختیار کس کے پاس ہے؟,معاہدے ریاستوں کے قابل نمائندوں کے ذریعہ کئے جاتے ہیں۔ ریاستوں کے سربراہان، حکومتوں کے سربراہان، وزرائے خارجہ اور سفارتی مشنوں کے سربراہوں کے پاس ایسا اختیار ہے۔|معاہدوں پر صرف سربراہان مملکت اور وزرائے خارجہ کے ذریعے گفت و شنید اور نتیجہ اخذ کیا جا سکتا ہے۔|معاہدوں پر بات چیت اور دستخط صرف ان افراد کے ذریعہ کیے جاتے ہیں جو ضروری 'مکمل اختیارات' رکھتے ہیں اور کسی بھی شخص کے پاس ایسا اختیار رکھنے کا تصور نہیں کیا جاتا ہے۔|معاہدوں کو صرف ریاستوں کے سفارتی مشن کے ممبران ہی انجام دیتے ہیں۔,international_law,0
'مسلسل اعتراض کرنے والا' کون ہے؟,وہ ریاست جو اپنی تشکیل کے بعد زیر بحث حکمرانی پر مسلسل اعتراض کرتی ہے۔|وہ ریاست جو مختصر مدت کے لیے زیر بحث قاعدے کی پابند ہونے سے انکار کرتی ہے۔|وہ ریاست جو اپنے شروع سے ہی روایتی قانون کی حکمرانی کے قیام پر مسلسل اور عوامی طور پر اعتراض کرتی ہے۔|وہ ریاست جو روایتی قانون کے قاعدے کی تشکیل کو قبول کرتی ہے لیکن وہ اپنے مواد پر اعتراضات برقرار رکھتی ہے۔,international_law,2
اجتماعی سلامتی کا کیا مطلب ہے؟,کنسرٹ میں کام کرنے والی ایک سے زیادہ قوموں کے ذریعہ اپنے دفاع کا حق|متاثرہ ریاست کے دفاع کے لیے اپنے اتحادیوں کا حق|اقوام متحدہ کی سلامتی کونسل کی طرف سے مسلح افواج کی اجازت|اقوام متحدہ کی جنرل اسمبلی کی طرف سے امن مشن کی اجازت,international_law,2
انسانی حقوق پر یورپی کنونشن بنیادی طور پر مندرجہ ذیل میں سے کس سے متعلق ہے؟,معاشی اور سماجی حقوق|ماحولیاتی حقوق|شہری اور سیاسی حقوق|معاشی آزادی,international_law,2
کیا بین الاقوامی ٹربیونلز کے دائرہ اختیار کو قومی عدالتوں پر لاگو انہی اصولوں کے تحت منظم کیا جاتا ہے؟,قومی عدالتوں پر لاگو دائرہ اختیار کے اصول بین الاقوامی ٹربیونلز کے لیے بھی عام ہیں۔|تمام بین الاقوامی ٹربیونلز کا دائرہ اختیار اقوام متحدہ کی سلامتی کونسل کے ذریعے کنٹرول کیا جاتا ہے۔|بین الاقوامی ٹربیونلز قومی عدالتوں پر لاگو دائرہ اختیاری اصولوں میں سے کچھ، لیکن تمام نہیں، بانٹتے ہیں|بین الاقوامی ٹربیونلز کا دائرہ اختیار مکمل طور پر ان کے بانی معاہدوں کے ذریعے طے ہوتا ہے۔,international_law,3
اجتماعی حقوق کا کیا مطلب ہے؟,اجتماعی حقوق لوگوں کے الگ الگ گروہوں سے تعلق رکھتے ہیں۔|اجتماعی حقوق وہ ہوتے ہیں جو گروپ کے انفرادی ممبروں کے برخلاف مخصوص گروہوں سے تعلق رکھتے ہیں۔|اقلیتوں کے حقوق اجتماعی حقوق ہیں۔|اجتماعی حقوق میں گروپ کے ایک حق کے ساتھ ساتھ گروپ کے اراکین کے انفرادی حقوق بھی شامل ہیں۔,international_law,1
کیا ریاستیں کسی ذمہ داری کے تحت ہیں جب وہ مذاکرات کرتے ہیں؟,ریاستوں کی کوئی ذمہ داری نہیں ہے کہ وہ اپنے مذاکرات کیسے کریں گے۔|ریاستوں کی ذمہ داری ہے کہ وہ خود کو چلائیں تاکہ مذاکرات بامعنی ہوں۔|ریاستوں کی ذمہ داری ہے کہ وہ جب بھی مذاکرات کریں تنازعہ کا حل تلاش کریں۔|ریاستوں کی ذمہ داری ہے کہ وہ اقوام متحدہ کے سیکرٹری جنرل کو اپنے مذاکرات کی پیش رفت سے آگاہ کریں۔,international_law,1
فطرت پرستی اور مثبتیت کے درمیان اہم فرق کیا ہے؟,ایک طرف، فطرت پرستی اصولوں کے ایک سیٹ پر مبنی ہے جو آفاقی اور معروضی دائرہ کار کے ہیں اور دوسری طرف، مثبتیت پسندی ایک منظم اور مربوط قانونی نظام پر مبنی ہے جسے ریاستوں نے ان کے مفادات اور خواہشات کی روشنی میں بنایا ہے۔|جبکہ فطرت پرستی صرف نظریہ انسانی حقوق کے قانون کی خدمت کرتی ہے، مثبتیت کا دائرہ وسیع اور زیادہ عام ہے۔|نیچرل ازم بین الاقوامی معاشرے کی بنیادی اقدار سے متعلق ہے، جب کہ مثبتیت پسندی بین الاقوامی قوانین کی طرح ہے۔|نیچرل ازم ایک مکتبہ فکر ہے جس کی یورپ سے باہر وکالت کی جاتی ہے، جبکہ مثبتیت یورو سینٹرک تھیوری ہے۔,international_law,0
'بین الاقوامی طور پر غلط طرز عمل' کیا ہے؟,ایک بین الاقوامی غلط طرز عمل ایک ایسا عمل یا کوتاہی ہے جو بین الاقوامی فوجداری قانون کے اصول کی خلاف ورزی ہے۔|بین الاقوامی غلط طرز عمل ریاست کی بین الاقوامی ذمہ داری کی ہر خلاف ورزی ہے، چاہے اس سے منسوب ہو یا نہ ہو۔|بین الاقوامی طور پر غلط طرز عمل ریاست سے منسوب ایک کارروائی یا کوتاہی پر مشتمل ہوتا ہے، جو ریاست کی بین الاقوامی ذمہ داری کی خلاف ورزی کرتا ہے۔|ایک بین الاقوامی طور پر غلط طرز عمل وہ طرز عمل ہے جسے ضرورت، زبردستی میجر وغیرہ کی بنیاد پر معاف نہیں کیا جاسکتا۔,international_law,2
اثرات کا نظریہ کیا ہے؟,اس کا مؤقف ہے کہ دائرہ اختیار صرف اس وقت موجود ہے جب یہ موثر ہو۔|اثرات کا نظریہ ریاست کو دائرہ اختیار دینے کا کام کرتا ہے جس کا نقصان دہ طرز عمل سے موثر تعلق ہے۔|اثرات کا نظریہ مجرم کی قومیت کا اشتراک کرنے والی ریاست کو دائرہ اختیار فراہم کرتا ہے۔|اثرات کا نظریہ ریاست کو دائرہ اختیار فراہم کرتا ہے جس کی سرزمین پر طرز عمل اثرات پیدا کرتا ہے۔,international_law,3
بین الاقوامی ذمہ داری کے قانون کے تحت کن افراد کو ریاست کے 'ڈی فیکٹو' اعضاء کے طور پر سمجھا جاتا ہے؟,'ڈی فیکٹو آرگنز' وہ افراد ہیں جنہیں قانون کے ذریعے حکومتی اتھارٹی کے عناصر کو استعمال کرنے کا اختیار دیا گیا ہے۔|'ڈی فیکٹو آرگنز' وہ افراد ہیں، جو درحقیقت، ریاست سے منسوب طرز عمل کو انجام دینے میں اس ریاست کی ہدایات پر، یا اس کی ہدایت یا کنٹرول کے تحت کام کر رہے ہیں۔|'ڈی فیکٹو آرگنز' ریاست کے غیر قانونی اعضاء ہیں جو بغیر کسی اختیار یا الٹرا وائرس کے کام کرتے ہیں۔|'ڈی فیکٹو آرگنز' وہ اعضاء ہیں، جن کے افعال یا کوتاہی کو ریاست سے منسوب نہیں کیا جا سکتا۔,international_law,1
انگریزی قانون کے تحت رواج کو شامل کرنے کے لیے بنیادی شرط کیا ہے؟,کسٹم کو شامل کیا جاتا ہے اگر یہ موجودہ قانون سازی سے متصادم نہیں ہے۔|کسٹم انگریزی قانون سے برتر ہے اور اسے ہمیشہ شامل کیا جاتا ہے۔|عدالتیں اسے گھریلو دائرہ کار میں لانے سے پہلے رواج کو پہلے پارلیمنٹ کے ذریعہ تسلیم کیا جانا چاہئے۔|اپنی مرضی کے مطابق قانون سازی کی منظوری کے ساتھ شامل کیا جاتا ہے,international_law,0
کیا اقوام متحدہ کے چارٹر سے پہلے مسلح قوت کے استعمال کی اجازت تھی؟,مسلح فورس ممنوع تھی۔|مسلح افواج کو بغیر کسی پابندی کے اجازت دی گئی۔|چند پابندیوں کے ساتھ مسلح فورس کو اجازت دی گئی۔|مسلح افواج کو 1945 سے پہلے بین الاقوامی قانون کے تحت منظم نہیں کیا گیا تھا۔,international_law,2
دائرہ اختیار کا حفاظتی اصول کیا ہے؟,یہ دائرہ اختیار ہے جو بیرون ملک ارتکاب سے قومی مفادات کو پہنچنے والے نقصان پر مبنی ہے۔|بیرون ملک اپنے شہریوں کی حفاظت کرنا دائرہ اختیار ہے۔|بین الاقوامی انسانی حقوق کے تحفظ کے لیے یہ دائرہ اختیار ہے۔|یہ مجرم کی قومیت کی بنیاد پر دائرہ اختیار ہے۔,international_law,0
درج ذیل میں سے کون سا بیان درست ہے؟,یورپ کی کونسل 1950 میں قائم ہوئی اور 27 رکن ممالک پر مشتمل ہے۔|یورپ کی کونسل 1949 میں قائم ہوئی اور 47 رکن ممالک پر مشتمل ہے۔|یورپ کی کونسل 1959 میں قائم ہوئی اور 34 رکن ممالک پر مشتمل ہے۔|یورپ کی کونسل 1984 میں قائم ہوئی اور 19 رکن ممالک پر مشتمل ہے۔,international_law,1
سمندری حد بندی کے قانون اور عمل میں 'مساوی نتیجہ' کیا ہے؟,یہ حد بندی کا واحد طریقہ ہے جس کی پیروی بین الاقوامی عدالتیں اور ٹریبونل کرتے ہیں۔|ایک منصفانہ نتیجہ وہ ہوتا ہے جو جج یا ثالث اپنی صوابدید پر اور اس کی روشنی میں کہ وہ حد بندی کے معاملے میں منصفانہ اور مساوی سمجھتے ہیں۔|یہ حتمی نتیجہ ہے کہ براعظمی شیلف اور EEZ کے علاقوں کی تمام حد بندیوں کو حاصل کرنا چاہیے، تاہم، ایک عارضی 'مساوات کی لکیر' کھینچنے اور متعلقہ حالات اور تناسب کی جانچ کی روشنی میں زون کو ایڈجسٹ کرنے کے بعد۔|مساوی نتیجہ حاصل کرنا حد بندی کا ایک پرانا طریقہ ہے جو فی الحال لاگو نہیں ہے۔,international_law,2
تحقیر کیا ہے؟,توہین ایک معاہدے میں موجود انسانی حقوق کی مخصوص ذمہ داریوں سے مستثنیٰ ہے۔|تحقیر سے مراد حقوق کے حاملین کی ریاست کے خلاف کسی ذمہ داری کی خلاف ورزی کا دعویٰ لانے کی صلاحیت ہے۔|ایک ریاست ان حالات میں تخفیف کے ذریعے مخصوص حقوق کو معطل کر سکتی ہے جس سے اس کے وجود کو خطرہ ہو۔|توہین انسانی حقوق کے معاہدوں میں نفاذ کی شقیں ہیں۔,international_law,2
ایک ایکٹ جور gestionis کیا ہے؟,ایکٹ جور gestionis وہ ہیں جو ریاستوں کی طرف سے نجی حیثیت میں کیے جاتے ہیں۔|ریاست کی طرف سے تمام خریداریاں قانون کے مطابق ہیں۔|ریاستی کارپوریشنوں کی طرف سے کئے جانے والے تمام اقدامات قانونی ہیں۔|سرکاری اہلکاروں کی طرف سے اپنے فارغ وقت میں کیے جانے والے تمام طرز عمل کو انصاف پسند سمجھا جاتا ہے۔,international_law,0
ثقافتی رشتہ داری کا کیا مطلب ہے؟,ثقافتی رشتہ داری یہ کہتی ہے کہ انسانی حقوق بغیر کسی پابندی کے سب پر یکساں طور پر لاگو ہوتے ہیں۔|ثقافتی رشتہ داری یہ کہتی ہے کہ انسانی حقوق کی ثقافتی بنیاد ہے۔|ثقافتی رشتہ داری کا خیال ہے کہ انسانی حقوق کا اطلاق ہر ملک میں قوانین سے متعلق ہے۔|ثقافتی رشتہ داری کا خیال ہے کہ مقامی ثقافت کو تمام انسانی حقوق کے وجود اور عمل کی توثیق کرنی چاہیے۔,international_law,3
کیا عصری بین الاقوامی طرز عمل میں حکومتوں کی پہچان رائج ہے؟,عصر حاضر میں حکومتوں کی پہچان بہت عام ہے۔|حکومتوں کی پہچان کی جگہ بڑی حد تک فنکشنل ریکگنیشن نے لے لی ہے۔|باغی اداروں کے حوالے سے حکومت کی پہچان عام ہے۔|عصر حاضر میں صرف جمہوری حکومتوں کو ہی تسلیم کیا جاتا ہے۔,international_law,1
یونیورسل ڈیکلریشن آف ہیومن رائٹس (UDHR) کی قانونی نوعیت کیا ہے؟,UDHR ایک کثیر جہتی معاہدہ ہے۔|UDHR اقوام متحدہ کی جنرل اسمبلی کی قرارداد ہے۔|UDHR اقوام متحدہ کی سلامتی کونسل کی قرارداد ہے۔|UDHR ایک اعلامیہ ہے جسے کئی ریاستوں نے بین الاقوامی کانفرنس میں اپنایا ہے۔,international_law,1
کن حالات میں ECHR کے رکن ممالک کی حدود سے باہر ہونے والی انسانی حقوق کی خلاف ورزیاں ECHR کے دائرہ اختیار میں آتی ہیں؟,ECHR یورپ سے باہر لاگو ہوتا ہے جہاں ECHR کے رکن ممالک بیرون ملک انسانی حقوق کی خلاف ورزی کرتے ہیں۔|ECHR ایسے حالات میں غیر ملکی طور پر لاگو ہوتا ہے جہاں ایک رکن ریاست مؤثر کنٹرول کا استعمال کرتا ہے۔|ECHR کا اطلاق غیر ملکی طور پر ہوتا ہے جہاں کسی رکن ریاست نے اقوام متحدہ کے امن مشن میں افواج کا تعاون کیا ہو۔|ای سی ایچ آر کا اطلاق بیرونی طور پر ہوتا ہے جہاں رکن ممالک کی سابق کالونیوں میں انسانی حقوق کی خلاف ورزیاں ہو رہی ہیں۔,international_law,1
اصول 'پیکٹا سنٹ سرونڈا' کا کیا مطلب ہے؟,معاہدے کے فریقین کو اس کی شرائط کا علم ہونا چاہیے اور ان کی غلط تشریح نہیں کرنی چاہیے۔|معاہدے کے فریقین کو معاہدے کے مقصد اور مقصد کی حفاظت کرنی چاہیے۔|معاہدے کے فریقین کو نیک نیتی کے ساتھ اس کی شرائط پر عمل کرنا چاہیے۔|معاہدے کے فریقین کو معاہدے کی اہم ترین دفعات کی خلاف ورزی نہیں کرنی چاہیے۔,international_law,2
ٹن کونسل کیس میں قانون سازی پر عمل درآمد نہ ہونے سے کیا نتیجہ نکلا؟,انٹرنیشنل ٹن کونسل کا ہیڈکوارٹر لندن میں تھا اور اس لیے قانون سازی کی عدم موجودگی غیر ضروری تھی۔|بین الاقوامی تنظیموں کے آئینی معاہدے شامل ہونے کے نظریے کے تابع ہیں۔|کونسل کے بانی معاہدے کے حوالے سے قانون سازی کے نفاذ کی عدم موجودگی کا مطلب یہ تھا کہ انگریزی قانونی نظام میں افراد اس سے حقوق اور فرائض حاصل نہیں کرتے تھے۔|کسی بین الاقوامی تنظیم کے سلسلے میں انگلینڈ میں قانون سازی کا نفاذ بین الاقوامی قانون کے تحت غیر ضروری ہے۔,international_law,2
مندرجہ ذیل میں سے کون سا بیان درست ہے؟,انسانی حقوق کا ایکٹ 1998 برطانیہ کے قانون میں انسانی حقوق سے متعلق یورپی کنونشن کو شامل کرتا ہے۔|انسانی حقوق کا ایکٹ 1998 عدالت کو بنیادی قانون سازی کو کالعدم کرنے کی اجازت دیتا ہے۔|ہیومن رائٹس ایکٹ 1998 کسی بھی شخص کو اجازت دیتا ہے جس کے پاس معقول مقدمہ ہو عدالت میں مقدمہ پیش کیا جا سکے۔|انسانی حقوق کا ایکٹ 1998 یورپی یونین کے بنیادی حقوق کے چارٹر کو برطانیہ کے قانون میں شامل کرتا ہے۔,international_law,0
معاوضہ کی ذمہ داری کیا شکلیں لے سکتی ہے؟,معاوضہ سود سمیت صرف مالیاتی معاوضے کی شکل اختیار کر سکتا ہے۔|معاوضہ صرف غلط کام کی جسمانی معاوضہ کی نشاندہی کرتا ہے۔|معاوضہ میں معاوضہ، معاوضہ، اور اطمینان شامل ہے، یا تو اکیلے یا معاوضے کی دیگر اقسام کے ساتھ|معاوضے کی شکل کا فیصلہ ذمہ دار ریاست کا معاملہ ہے۔,international_law,2
jus cogens کیا ہے؟,یہ بین الاقوامی قانون کے مستقل اصول ہیں، جن سے کسی قسم کی توہین کی اجازت نہیں ہے اور جنہیں ریاستوں کی رضامندی سے بھی کبھی تبدیل نہیں کیا جا سکتا۔|وہ بین الاقوامی قانون کے اصول ہیں جو کثیرالجہتی معاہدوں میں وسیع شرکت کے ساتھ وضع کیے گئے ہیں۔|یہ اقوام متحدہ کی سلامتی کونسل کے فیصلے ہیں۔|یہ بین الاقوامی قوانین کے وہ اصول ہیں جن پر آئی سی جے اپنے فیصلوں کی بنیاد رکھتا ہے۔,international_law,0
'یکطرفہ کارروائیاں' کیا ہے؟,یہ وہ اعمال ہیں جو ریاستیں رواج کے تناظر میں بطور مشق انجام دیتی ہیں۔|وہ قائم مقام ریاست کے لیے یکطرفہ قانونی ذمہ داریاں پیدا کرنے والی کارروائیاں ہیں۔|یکطرفہ کارروائیاں محض ریاست کی سیاسی کارروائیاں ہیں جن کا کوئی قانونی اثر نہیں ہے۔|یکطرفہ کارروائیاں وہ ہیں جو ریاست کسی معاہدے کے پابند ہونے کے لیے کرتی ہے۔,international_law,1
کیا ماورائے علاقائی اغوا انگریزی عدالتوں کے ذریعہ قانونی دائرہ اختیار سے انکار کی بنیاد ہے؟,اس طرح کا اغوا عمل کا غلط استعمال ہے اور کارروائی کو روکنے کا باعث بنتا ہے۔|اس طرح کا اغوا اغوا کار کی ذمہ داری کو جنم دیتا ہے لیکن کارروائی کو روکنے کا باعث نہیں بنتا|ایسے حالات میں کارروائی کو روکنا بین الاقوامی مجرموں کے حوالے سے انصاف کی انتظامیہ کو روک دے گا۔|عدالتیں، لیکن شاذ و نادر ہی، ماورائے علاقائی اغوا کے مقدمات میں کارروائی روک سکتی ہیں,international_law,0
بین الاقوامی ذمہ داری کے قانون میں 'ثانوی قواعد' کا کیا مطلب ہے؟,ثانوی قواعد بین الاقوامی قانون کی تشریح کے قواعد ہیں، بشمول بین الاقوامی ذمہ داری کا قانون|ثانوی قواعد وہ قواعد ہیں جو بنیادی قوانین کی خلاف ورزی سے پیدا ہونے والے قانونی نتائج کو کنٹرول کرتے ہیں، یعنی ریاستوں کی بین الاقوامی ذمہ داریوں میں سے|ثانوی اصول وہ اصول ہیں جو بین الاقوامی ذمہ داری کے قانون میں خصوصی طور پر انتساب کے تصور پر حکومت کرتے ہیں۔|ثانوی اصول وہ اصول ہیں جو خصوصی طور پر انسدادی اقدامات کے قانون پر حکومت کرتے ہیں۔,international_law,1
معاہدوں کے سلسلے میں شمولیت کا نظریہ کیا تجویز کرتا ہے؟,شمولیت کے نظریے کا تقاضا ہے کہ تمام معاہدوں کو ملکی قانون بننے سے پہلے قانون سازی کی تبدیلی سے گزرنا پڑے|شمولیت کے نظریے کو گھریلو سطح پر مزید کارروائی کی ضرورت نہیں ہے۔|شمولیت کا نظریہ معاہدوں کو گھریلو قانون سے کمتر سمجھتا ہے۔|شمولیت کا نظریہ بتاتا ہے کہ توثیق شدہ معاہدے خود بخود ملکی قانون کے دائرے میں داخل ہو جاتے ہیں۔,international_law,3
کیا آئی سی جے کے جاری کردہ عارضی اقدامات فریقین کے لیے پابند ہیں؟,نہیں، ریاست کی متعلقہ فراہمی کی لغوی تشریح کے مطابق، عارضی اقدامات پابند نہیں ہیں|نہیں، جب تک کہ فریقین پہلے ہی اس پر متفق نہ ہوں۔|یہ عدالت پر منحصر ہے کہ آیا عارضی اقدامات پابند ہوں گے۔|جی ہاں، لا گرینڈ کیس (2001) کے بعد سے عدالت کی طرف سے مسلسل یہ کہا گیا ہے کہ وہ پابند ہیں,international_law,3
انسدادی اقدامات کب غیر قانونی ہیں؟,انسدادی اقدامات غیر قانونی ہیں جب دوسری باتوں کے ساتھ غیر متناسب ہوں یا بین الاقوامی قانون (مثلاً طاقت کا استعمال، انسانی حقوق) کی خلاف ورزی ہو|جب مسلح تصادم کے دوران جوابی اقدامات کیے جاتے ہیں تو وہ غیر قانونی ہیں۔|جب دوطرفہ معاہدوں کی خلاف ورزی ہوتی ہے تو انسدادی اقدامات غیر قانونی ہیں۔|جوابی اقدامات اس وقت غیر قانونی ہوتے ہیں جب ذمہ دار ریاست ان پر رضامند نہ ہو۔,international_law,0
تنازعات کے حل کے سیاسی اور قانونی ذرائع میں کیا فرق ہے؟,قانونی طریقوں سے پیدا ہونے والا نتیجہ، یعنی ICJ کی طرف سے ثالثی یا فیصلہ، حتمی اور فریقین پر پابند ہے، جب کہ سفارتی طریقوں سے ایسا نہیں ہوتا ہے۔|سیاسی طریقے تنازعہ کے اس وقت کے فریقین کی رضامندی پر چلائے جاتے ہیں، جبکہ قانونی طریقے نہیں۔|سیاسی ذرائع تنازعہ کے حتمی تصفیے کی طرف لے جاتے ہیں، جب کہ قانونی طریقوں سے ایسا نہیں ہوتا|تنازعات کے تصفیہ کے قانونی طریقے صرف اہم تنازعات کے سلسلے میں اپنائے جاتے ہیں، جب کہ تمام تنازعات میں سیاسی ذرائع استعمال کیے جاتے ہیں۔,international_law,0
بین الاقوامی انسانی حقوق میں مقامی علاج کی تھکن کا کیا جواز ہے؟,مقامی علاج کے اصول کا مقصد سنگین ترین مقدمات سے نمٹنے کے لیے بین الاقوامی ٹربیونلز کو آزاد کرنا ہے۔|مقامی علاج کے اصول کا مقصد سسٹم کا غلط استعمال کرنے والے درخواست دہندگان کو غیر ضروری درخواستیں دائر کرنے سے روکنا ہے۔|مقامی علاج کے اصول کا مقصد ایک طرف درخواستوں کے حجم کو بین الاقوامی ٹربیونلز تک محدود کرنا ہے اور ساتھ ہی ساتھ مقامی عدالتوں کی صلاحیت کو بڑھانا ہے۔|مقامی علاج کا اصول یہ ظاہر کرنے میں مدد کرتا ہے کہ مقدمات کو نمٹانے کے لیے قومی عدالتیں ہمیشہ بین الاقوامی عدالتوں سے بہتر ہوتی ہیں۔,international_law,2
مندرجہ ذیل میں سے کون سا کیس یورپی عدالت برائے انسانی حقوق کے ذریعہ استعمال کیے جانے والے 'زندہ ساز کے اصول' کی بہترین عکاسی کرتا ہے؟,گولڈر بمقابلہ یوکے (1978)|A v UK (2009)|گڈون بمقابلہ یوکے (2002)|عثمان بمقابلہ یوکے (1998),international_law,2
کیا غیر ملکی فیصلوں کو تسلیم کرنا انہی قوانین کے تابع ہے جو معاہدوں کو شامل کرنے اور تبدیل کرنے پر لاگو ہوتے ہیں؟,غیر ملکی فیصلے شامل کرنے کے نظریے کی بنیاد پر نافذ کیے جاتے ہیں۔|غیر ملکی فیصلے تبدیلی کے نظریے کی بنیاد پر نافذ کیے جاتے ہیں۔|غیر ملکی فیصلوں کی پہچان مناسب دو طرفہ یا کثیر جہتی معاہدوں کے وجود پر منحصر ہے۔|عدالتیں رواداری کی بنیاد پر غیر ملکی فیصلوں کے نفاذ کے لیے صوابدید کا استعمال کرتی ہیں۔,international_law,2
