answer,subject,choice_3,choice_2,choice_1,choice_0,question
1,high_school_statistics,شکل 210 کے اوسط اور 3.75 کے معیاری انحراف کے ساتھ تقریباً نارمل ہے۔,شکل 210 کے اوسط اور 15 کے معیاری انحراف کے ساتھ تقریباً نارمل ہے۔,شکل 210 کے وسط اور 3.75 کے معیاری انحراف کے ساتھ کچھ حد تک سیدھی ہے۔,شکل 210 کے وسط اور 15 کے معیاری انحراف کے ساتھ نامعلوم ہے۔,لوگوں کی ایک بڑی آبادی میں کل کولیسٹرول کی سطح 210 mg/dL کے اوسط اور 15 mg/dL کے معیاری انحراف کے ساتھ مضبوطی سے درست ہے۔ اگر اس آبادی سے سائز 16 کے بے ترتیب نمونے بار بار لیے جاتے ہیں، تو مندرجہ ذیل میں سے کون مناسب طریقے سے ان نمونوں کی تقسیم کے نمونے کو بیان کرتا ہے؟
2,high_school_statistics,نمونے کے سائز کو بڑھانے سے قسم I کی غلطی کا امکان کم ہو جائے گا۔,جواب میں تغیر کو کم کرنے کے لیے زیادہ محتاط پیمائش کرنے سے ٹیسٹ کی طاقت میں اضافہ ہوگا۔,5% اہمیت کی سطح سے 1% اہمیت کی سطح میں تبدیلی ٹیسٹ کی طاقت کو بڑھا دے گی۔,مساوی سائز کے ٹریٹمنٹ گروپس سے بہت مختلف سائز کے ٹریٹمنٹ گروپس میں تبدیلی ٹیسٹ کی طاقت کو بڑھا دے گی۔,ایک تجربہ کیا جاتا ہے جس میں ردعمل متغیر لمبی چھلانگ میں شرکاء کی کارکردگی میں اوسط حاصل ہوتا ہے۔ نتائج کا تجزیہ کرنے کے لیے 5% کی اہمیت کے ساتھ دو نمونوں کا ٹی ٹیسٹ استعمال کیا جائے گا۔ اگر باقی سب کو ایک جیسا رکھا جائے تو طریقہ کار میں ممکنہ تبدیلی کی مندرجہ ذیل میں سے کون سی وضاحت درست ہے؟
2,high_school_statistics,مناسب سائز کے بال بیرنگ کی مسلسل پیداوار,غلط سائز کے بال بیرنگ کی مسلسل پیداوار,پیداواری عمل کو غیر ضروری روکنا,مشینری کو ایڈجسٹ کرنے کے لیے پروڈکشن میں وقفہ ضروری ہے۔,ایک اسمبلی لائن مشین کو 1.25 سینٹی میٹر کے قطر کے ساتھ بال بیرنگ نکالنا ہے۔ ہر صبح تیار ہونے والے پہلے 30 بیرنگ کھینچے اور ناپے جاتے ہیں۔ اگر ان کا اوسط قطر 1.23 سینٹی میٹر سے کم یا 1.27 سینٹی میٹر سے زیادہ ہے، تو مشینری کو روک دیا جاتا ہے اور ایک انجینئر کو پروڈکشن دوبارہ شروع کرنے سے پہلے ایڈجسٹمنٹ کرنے کے لیے بلایا جاتا ہے۔ کوالٹی کنٹرول کے طریقہ کار کو مفروضہ ٹیسٹ کے طور پر null hypothesis H0: μ = 1.25 اور متبادل مفروضہ Ha: μ ≠ 1.25 کے ساتھ دیکھا جا سکتا ہے۔ انجینئر سے کہا جاتا ہے کہ وہ ایڈجسٹمنٹ کرے جب کالعدم مفروضے کو مسترد کر دیا جائے۔ ٹیسٹ کی اصطلاح میں، ایک قسم II کی غلطی کا کیا نتیجہ نکلے گا؟
3,high_school_statistics,مندرجہ بالا میں سے کوئی بھی نہیں۔,0.475,0.025,0.012,ہم ان لوگوں کے تناسب p میں دلچسپی رکھتے ہیں جو بڑے شہر میں بے روزگار ہیں۔ 500 لوگوں کے ایک سادہ بے ترتیب نمونے کا آٹھ فیصد بے روزگار ہیں۔ p کے 95% اعتماد کے وقفے کے تخمینے کا درمیانی نقطہ کیا ہے؟
3,high_school_statistics,مندرجہ بالا میں سے کوئی بھی سچا بیان نہیں ہے۔,حادثات کے درمیان سالوں کی اوسط تعداد کا تعین کرنے کے لیے، ڈرائیوروں کے نمونے کے انتخاب میں بے ترتیب ہونا اس وقت تک اہم نہیں ہے جب تک کہ نمونے کا سائز بہت بڑا ہو۔,وقت اور لاگت کی بچت کا ایک معقول طریقہ یہ ہوگا کہ تصادفی طور پر خاندانوں کا انتخاب کیا جائے اور ان خاندانوں میں سے ہر ایک کے تمام ڈرائیوروں کو نمونے میں شامل کیا جائے۔,وقت اور لاگت کی بچت کا ایک معقول طریقہ یہ ہوگا کہ شہر میں تمام AAA (آٹو موبائل ایسوسی ایشن آف امریکہ) کے اراکین کی دستیاب فہرست پر منظم نمونے لینے کا استعمال کیا جائے۔,ایک انشورنس کمپنی اس بات کا مطالعہ کرنا چاہتی ہے کہ ایک بڑے شہر میں گاڑیوں کے حادثات کے درمیان ڈرائیوروں کے کتنے سال گزرتے ہیں۔ وہ ڈرائیوروں کے نمونے سے ڈیٹا حاصل کرنے اور اس کا تجزیہ کرنے کا ارادہ رکھتے ہیں۔ مندرجہ ذیل میں سے کون سا سچا بیان ہے؟
3,high_school_statistics,مرکزی حد نظریہ سے مراد کچھ اور ہے۔,اگر آبادی کو عام طور پر تقسیم کیا جاتا ہے، تو جیسے جیسے نمونے کے سائز میں اضافہ ہوتا ہے، نمونے کی تقسیم کا مطلب عام تقسیم کے قریب تر ہوتا جاتا ہے۔,اس سے کوئی فرق نہیں پڑتا ہے کہ آبادی کو کس طرح تقسیم کیا جاتا ہے، جیسے جیسے نمونہ کا سائز بڑھتا ہے، نمونے کا معیاری انحراف نمونہ کے سائز کے مربع جڑ سے تقسیم کردہ آبادی کے معیاری انحراف کے قریب تر ہوتا جاتا ہے۔,اس بات سے کوئی فرق نہیں پڑتا ہے کہ آبادی کو کس طرح تقسیم کیا گیا ہے، جیسے جیسے نمونہ کا سائز بڑھتا ہے، نمونے کا مطلب آبادی کے اوسط کے قریب ہوتا جاتا ہے۔,مندرجہ ذیل میں سے کون سا مرکزی حد نظریہ ہے؟
1,high_school_statistics,ایک بے ترتیب بلاک ڈیزائن، 12 ٹریٹمنٹ گروپس کے ساتھ پین کی قسم پر بلاک کیا گیا ہے۔,ایک بے ترتیب بلاک ڈیزائن، درجہ حرارت پر بلاک، علاج کے چھ گروپوں کے ساتھ,24 علاج گروپوں کے ساتھ مکمل طور پر بے ترتیب ڈیزائن,نو علاج گروپوں کے ساتھ مکمل طور پر بے ترتیب ڈیزائن,ریڈی بیک کیک مکس بنانے والا ایک تجربہ ڈیزائن کرنے میں دلچسپی رکھتا ہے تاکہ درجہ حرارت کی چار مختلف سطحوں (300، 325، 350 اور 375F)، دو مختلف قسم کے پین (شیشہ اور دھات) اور تین مختلف اقسام کے اثرات کو جانچے۔ اوون (گیس، بجلی، اور مائکروویو) اس کے کیک کی ساخت پر، تمام مجموعوں میں۔ مندرجہ ذیل میں سے کونسا ضروری تجربہ کے ڈیزائن کی بہترین وضاحت ہے؟
1,high_school_statistics,ایتھلیٹس کو مزید مطالعہ کرنے کے لیے، یہ زیادہ معنی خیز ہوگا کہ وہ کورٹ میں اپنے پوائنٹ ایوریج کو بڑھانے کے لیے زیادہ پریکٹس کا وقت دیں، کیوں کہ زیادہ پوائنٹ ایوریج مطالعہ کے زیادہ وقت سے وابستہ معلوم ہوتے ہیں۔,اگرچہ یہ ایک کنٹرول شدہ تجربہ ہے، لیکن کوچ کا نتیجہ درست نہیں ہے۔,بظاہر تعلقات کے لئے ذمہ دار ایک الجھاؤ متغیر ہوسکتا ہے۔,اگرچہ اس مطالعہ میں اس کی خامیاں ہوسکتی ہیں، لیکن یہ اب بھی وجہ ثابت کرتا ہے۔,ایک مطالعہ اس بات کا تعین کرنے کے لیے کیا جاتا ہے کہ آیا زیادہ گھنٹے تعلیمی مطالعہ باسکٹ بال کے کھلاڑیوں کے پوائنٹ اسکورنگ کا باعث بنتا ہے۔ باسکٹ بال کے 50 کھلاڑیوں کے سروے میں، یہ بات نوٹ کی گئی ہے کہ جو 25 زیادہ گھنٹے مطالعہ کرنے کا دعویٰ کرتے ہیں ان کی اوسط پوائنٹ ان 25 سے زیادہ ہے جو کم پڑھتے ہیں۔ اس مطالعہ کی بنیاد پر، کوچ کھلاڑیوں کو مطالعہ میں زیادہ وقت گزارنے کی ضرورت شروع کرتا ہے۔ مندرجہ ذیل میں سے کون سا بیان درست ہے؟
3,high_school_statistics,ارتباط کا گتانک 0.84 ہے۔,ارتباط کا گتانک -0.84 ہے۔,ارتباط کا گتانک 0.71 ہے۔,ارتباط کا گتانک -0.71 ہے۔,دنیا بھر میں ماہرین حیاتیات نے تحفظ کے لیے کوششیں بڑھا دی ہیں۔ جنگلی حیات کی آبادی کی نگرانی ضروری ہے تاکہ مناسب انتظامی کوششوں کو نافذ کیا جا سکے، لیکن اس طرح کی نگرانی اکثر مشکل ہوتی ہے۔ ایک تحقیق میں ٹرنز (ایک قسم کے سمندری برڈ) کے گھونسلے بنانے کی جگہوں کی تعداد کا اندازہ لگانے کا ایک سستا اور آسان طریقہ ملا ہے جس سے فی منٹ سنائی جانے والی کالوں کی تعداد کی نگرانی کی گئی ہے۔ زیادہ کالیں اس وقت ہوتی ہیں جب زیادہ پرندے ہوں، جیسا کہ کوئی توقع کرے گا۔ درحقیقت، یہ پتہ چلا کہ کالوں کی تعداد نے افزائش کی جگہوں کے درمیان گھونسلوں کی کثرت میں 71 فیصد فرق کی وضاحت کی ہے۔ کالوں کی تعداد اور گھونسلوں کی کثرت کے درمیان تعلق کے بارے میں درج ذیل میں سے کون سا بیان درست ہے؟
3,high_school_statistics,نہیں، کیونکہ 30 ملازمین کے ہر گروپ کے منتخب ہونے کا ایک ہی موقع نہیں ہے۔,ہاں، کیونکہ یہ سطحی نمونے لینے کی ایک مثال ہے، جو کہ سادہ بے ترتیب نمونے لینے کا ایک خاص معاملہ ہے۔,ہاں، کیونکہ ہر پودے کی یکساں نمائندگی ہوتی ہے۔,ہاں، کیونکہ ہر ملازم کے منتخب ہونے کا ایک ہی موقع ہوتا ہے۔,ایک کمپنی کے پاس 1000 ملازمین ہیں جو پانچ اسمبلی پلانٹس میں یکساں طور پر تقسیم ہوتے ہیں۔ 30 ملازمین کا نمونہ حسب ذیل منتخب کیا جانا ہے۔ پانچ مینیجرز میں سے ہر ایک سے کہا جائے گا کہ وہ اپنے متعلقہ ملازمین کے 200 ٹائم کارڈ ایک بیگ میں رکھیں، انہیں ہلائیں، اور تصادفی طور پر چھ نام نکالیں۔ نمونہ بنانے کے لیے ہر پلانٹ کے چھ نام ایک ساتھ رکھے جائیں گے۔ کیا اس طریقہ کار کے نتیجے میں 1000 ملازمین کے سادہ بے ترتیب نمونے ہوں گے؟
1,high_school_statistics,ذرائع میں فرق کے لیے زیڈ ٹیسٹ۔,اوسط کے لیے ایک z-ٹیسٹ۔,ذرائع میں فرق کے لیے ٹی ٹیسٹ۔,مطلب کے لیے ایک ٹی ٹیسٹ۔,ایک ڈاکٹر کو امید ہے کہ ایک نئی سرجری کی تکنیک معیاری تکنیک کے مقابلے میں بحالی کے وقت کو کم کر دے گی۔ اس کو جانچنے کے لیے، اس نے ایک تجربہ ڈیزائن کیا جس میں جن مریضوں کو اس قسم کی سرجری کی ضرورت ہوتی تھی، تصادفی طور پر معیاری تکنیک یا نئی تکنیک کو تفویض کیا جاتا تھا۔ پھر علاج کے ہر گروپ کے لئے اوسط وصولی کے وقت کا موازنہ کیا گیا۔ فرض کریں کہ قیاس کی شرائط پوری ہوئیں، کون سا تجزیہ استعمال کیا جائے؟
2,high_school_statistics,اس طرح کا رضاکارانہ ردعمل کا مطالعہ مضبوط رائے رکھنے والے افراد پر بہت زیادہ زور دیتا ہے۔,انتخاب کا تعصب اسے خراب ڈیزائن کردہ سروے بناتا ہے۔,اعلی ردعمل کی شرح اسے ایک اچھی طرح سے ڈیزائن کردہ سروے بناتی ہے۔,موقع کا صحیح استعمال جیسا کہ سادہ بے ترتیب نمونے سے ظاہر ہوتا ہے اسے ایک اچھی طرح سے ڈیزائن کردہ سروے بناتا ہے۔,ایک محقق بالغ آبادی کے درمیان امریکی معیشت پر طویل مدتی اعتماد کا جائزہ لینے کے لیے ایک مطالعہ کا منصوبہ بنا رہا ہے۔ وہ 30 بالغوں کا ایک سادہ بے ترتیب نمونہ حاصل کرتی ہے جب وہ ہفتے کے ایک دن کی دوپہر وال اسٹریٹ کے دفتر کی عمارت سے نکلتے ہیں۔ دو بالغوں کے علاوہ سبھی سروے میں حصہ لینے پر راضی ہیں۔ مندرجہ ذیل میں سے کون سا نتیجہ درست ہے؟
0,high_school_statistics,ایک تیسرا گروہ جو ہر صبح کلاسیکی موسیقی سنتا ہے اور ہر سہ پہر ہلکی چٹان,تیسرا گروپ جو دن بھر R&B موسیقی سنتا ہے۔,ایک تیسرا گروپ جو تصادفی طور پر ہر روز کلاسیکی یا ہلکی راک موسیقی سنتا ہے۔,تیسرا گروپ جس کے لیے کوئی موسیقی نہیں چلائی جاتی,کپڑے بنانے والے ادارے میں پیس ورک آؤٹ پٹ پر موسیقی کے اثر کا مطالعہ کرنے کے لیے، دو تجرباتی علاج کی منصوبہ بندی کی گئی ہے: ایک گروپ کے لیے دن بھر کی کلاسیکی موسیقی بمقابلہ دوسرے گروپ کے لیے دن بھر کی لائٹ راک میوزک۔ مندرجہ ذیل گروپوں میں سے کون سا اس مطالعہ کے کنٹرول کے طور پر بہترین کام کرے گا؟
3,high_school_statistics,0.658,0.586,0.345,0.313,سال 1886 سے 2000 کے دوران اوسطاً ہر سال 8.7 اشنکٹبندیی طوفان آئے جن میں سے اوسطاً 5.1 سمندری طوفان بن گئے۔ یہ فرض کرتے ہوئے کہ کسی بھی طوفان کے سمندری طوفان بننے کا امکان کسی دوسرے طوفان سے کیا ہوتا ہے، اگر ایک سال میں پانچ طوفان ہوں تو کم از کم تین کے سمندری طوفان بننے کا کیا امکان ہے؟
0,high_school_statistics,11,10,8,6,آزادی کا ایک chi-squared ٹیسٹ 3 × 4 ہنگامی میز پر کیا جانا ہے۔ اس امتحان میں آزادی کی کتنی ڈگریاں ہیں؟
2,high_school_statistics,91 منٹ سے 243 منٹ,70 منٹ سے 264 منٹ,53 منٹ سے 281 منٹ,15 منٹ سے 319 منٹ,ایک بڑے ہسپتال میں، ایمرجنسی روم کے دورے کے دورانیے، چیک ان سے لے کر ڈسچارج تک، تقریباً عام طور پر 167 منٹ کے اوسط اور 76 منٹ کے معیاری انحراف کے ساتھ تقسیم کیے جاتے ہیں۔ کون سا وقفہ، قریب ترین منٹ تک، درمیانی 80% دورانیے پر مشتمل ہے؟
1,high_school_statistics,اس کے گریڈ میں 10.2 پوائنٹس کی کمی ہوگی۔,اس کے گریڈ میں کوئی تبدیلی نہیں ہوگی۔,اس کے گریڈ میں 20.4 پوائنٹس کا اضافہ ہوگا۔,اس کے گریڈ میں 40.05 پوائنٹس کا اضافہ ہوگا۔,ریاضی کی کلاس میں طلباء کے بے ترتیب نمونے میں مطالعہ کے وقت (گھنٹوں میں) اور آخری امتحان کے گریڈ (0-100) کے درمیان تعلق گریڈ = 50.25 + 10.2 (h) پایا گیا تھا اگر طالب علم کے گریڈ پر کیا اثر پڑے گا دو گھنٹے مطالعہ کیا؟
