question,choices,subject,answer
مندرجہ ذیل میں سے کون بہتر بتاتا ہے کہ جڑواں بچوں کا مطالعہ رویے کی جینیات کے شعبے میں کیوں اہم ہے؟,اگر کوئی نفسیاتی وصف جینیاتی طور پر متاثر ہوتا ہے، تو برادرانہ جڑواں بچے ایک جیسے جڑواں بچوں یا دوسرے بہن بھائیوں کے مقابلے میں اس وصف کو شیئر کرنے کا زیادہ امکان رکھتے ہیں۔|اگر کوئی نفسیاتی وصف جینیاتی طور پر متاثر ہوتا ہے، تو ایک دوسرے کے ساتھ پالے جانے والے بہن بھائیوں میں ایک جیسے یا برادرانہ جڑواں بچوں کے مقابلے میں اس کا اشتراک کرنے کا زیادہ امکان ہوتا ہے جو الگ پالے جاتے ہیں۔|MZ جڑواں بچوں میں تعلق کی ڈگری کا تعین متعلقہ DZ جڑواں بچوں کے رویے کی جینیات کے مطالعہ کے ذریعے کیا جا سکتا ہے۔|اگر کوئی نفسیاتی وصف جینیاتی طور پر متاثر ہوتا ہے، تو برادرانہ جڑواں بچوں اور دیگر بہن بھائیوں کی نسبت ایک جیسے جڑواں بچوں میں اس وصف کو شیئر کرنے کا زیادہ امکان ہوتا ہے۔,high_school_psychology,3
مندرجہ ذیل میں سے کون سا سوال فطرت کی پرورش کے تنازعہ کو بہتر بناتا ہے؟,انسانی رویہ کس حد تک آزاد مرضی کے مقابلے میں عزم کا نتیجہ ہے؟|کس حد تک بیرونی کنڈیشنگ محرکات انسانی رویے کے حوالے سے انفرادی فوکس کو اوور رائیڈ کرتے ہیں؟|فطرت میں اپنی نوجوان متوازی دوسری نسلوں کی پرورش کرنے کی انسانی صلاحیت کس حد تک ہے؟|کس حد تک پیدائشی حیاتیاتی عمل بمقابلہ ماحولیاتی واقعات انسانی رویے کا تعین کرتے ہیں؟,high_school_psychology,3
سماجی سیکھنے کے نظریہ کے مطابق، صنفی شناخت بنیادی طور پر اس سے حاصل ہوتی ہے۔,قبل از پیدائش کی نشوونما کے دوران چھپنے والے جنسی کروموسوم اور ہارمونز میں کروموسومل فرق|Oedipal کمپلیکس کی قرارداد جس کے نتیجے میں ہم جنس والدین کے ساتھ شناخت ہوتی ہے۔|اہم رول ماڈل کا مشاہدہ اور تقلید|صنف کے لحاظ سے مناسب رویوں کی مسلسل تقویت اور صنفی نامناسب رویوں کی سزا,high_school_psychology,2
فطرت بمقابلہ پرورش کی بحث میں، فطرت سب سے زیادہ قریب سے وابستہ ہے۔,ماحول|ثقافت|سیکھنا|مزاج,high_school_psychology,3
وہ ٹیسٹ جن کی آبادی کے نمونے کے ساتھ پہلے ٹیسٹ کیے گئے ہیں جن کے لیے ٹیسٹ کرنا ہے اور ان میں ہدایات اور انتظامی طریقہ کار کا یکساں سیٹ ہے,درست|معیاری|قابل اعتماد|منصفانہ,high_school_psychology,1
ایک نیا امتحانی فارم خریدنے کے اخراجات کو بچانے کے لیے، ایک چیف اسکول ایڈمنسٹریٹر ایک تصدیق شدہ اسکول کے ماہر نفسیات سے ایک کامیابی کے امتحان کے چھ سال پرانے فارم کا انتظام کرنے کے لیے کہتا ہے جو اس وقت کے اسکول ڈسٹرکٹ کے نصاب سے متفق ہو۔ نیشنل ایسوسی ایشن آف سکول سائیکالوجسٹس (NASP) کی صورت حال اور پیشہ ورانہ اخلاقیات کے اصولوں پر غور کرتے ہوئے سکول کے ماہر نفسیات کو چاہیے,پرانے فارم کا انتظام کریں لیکن نئے اصول استعمال کریں۔|پوچھیں کہ نئے فارم کی کم از کم چند کاپیاں موازنہ کے لیے دی جائیں۔|ٹیسٹ کی صرف تازہ ترین شکل کے انتظام پر اصرار کریں۔|تجویز ہے کہ تشخیص کو منسوخ کر دیا جائے۔,high_school_psychology,2
اگر کسی جرم کے ارتکاب پر گرفتار کیا جاتا ہے، تو درج ذیل میں سے کس کو قانونی طور پر پاگل قرار دیا جائے گا؟,ہارون، جو غیر منظم شیزوفرینیا کی علامات کا شکار ہے۔|بریٹ، جو جنونی مجبوری عارضے میں مبتلا ہے۔|کلارا، جو زو فوبیا کی علامات کا شکار ہے۔|ڈان، جس میں ہائپوکونڈریاسس کی علامات ہیں۔,high_school_psychology,0
کلاسیکی کنڈیشنگ کی کسی بھی مثال میں پہلا قدم کیا ہے؟,کمک یا سزا کے ساتھ جواب کے بعد|مطلوبہ رویے سے ملتے جلتے رویے کے لیے کسی حیاتیات کو تقویت دینا|غیر مشروط محرک کو مشروط محرک کے ساتھ جوڑنا|غیر مشروط محرک کے ساتھ رویے کا بدلہ دینا، جیسے کھانا,high_school_psychology,2
مندرجہ ذیل میں سے کون بصری معلومات کی ترسیل کے حکم کو درست طریقے سے بیان کرتا ہے؟,بصری اعصاب؛ گینگلیون خلیات؛ دوئبرووی خلیات؛ سلاخوں اور شنک|دوئبرووی خلیات؛ گینگلیون خلیات؛ fovea بصری اعصاب|سلاخوں اور شنک؛ ریٹنا بصری اعصاب؛ گینگلیون خلیات|سلاخوں اور شنک؛ دوئبرووی خلیات؛ گینگلیون خلیات؛ بصری اعصاب,high_school_psychology,3
حادثے کے نتیجے میں عبدل کی دائیں آنکھ کی بینائی چلی گئی۔ گاڑی چلاتے وقت گاڑیوں کے فاصلے کا اندازہ لگانے کے لیے، عبدل اشارے پر بھروسہ کرنے کے قابل ہے۔,صرف میں|صرف II|صرف III|صرف I اور II,high_school_psychology,3
بعض بین الثقافتی مطالعات نے تجویز کیا ہے کہ چہرے کے چھ تاثرات تقریباً ہر ثقافت کے لوگ پہچانتے ہیں۔ مندرجہ ذیل میں سے کون صحیح طریقے سے ان تاثرات کی فہرست دیتا ہے؟,خوشی، غم، غصہ، نفرت، ہوس، اور حیرت|خوشی، غم، بے حسی، خوف، حیرت، اور ناپسندیدگی|خوشی، غم، خواہش، پسپائی، خوف، اور حیرت|خوشی، غم، خوف، غصہ، تعجب، اور نفرت,high_school_psychology,3
دماغی نظام پر مشتمل ہے۔,پیشانی اور RAS.|پچھلے دماغ اور وسط دماغ.|سیریبیلم اور سیریبرم۔|دائیں اور بائیں نصف کرہ.,high_school_psychology,1
پنسل ڈرائنگ کرنے والا فنکار اپنی یا اپنی ڈرائنگ میں گہرائی بڑھانے کے لیے درج ذیل میں سے کون سی تکنیک استعمال کرسکتا ہے؟,ریٹنا تفاوت|ہم آہنگی|بندش|لکیری نقطہ نظر,high_school_psychology,3
ایک موسیقار کی دو بہت ہی ملتے جلتے پچوں کے درمیان فرق کرنے کی صلاحیت مندرجہ ذیل میں سے کس تصور پر منحصر ہے؟,مطلق حد|سگنل کا پتہ لگانے کا نظریہ|نیچے سے اوپر پروسیسنگ|فرق کی حد,high_school_psychology,3
جب اینٹونیٹ اپنے اپارٹمنٹ میں گھر آتی ہے تو لوگ اچانک اس کی طرف کود پڑتے ہیں۔ اس کا دل دھڑکنے لگتا ہے اور وہ چیخنے لگتا ہے۔ ایک بار جب وہ پہچان لیتی ہے کہ اس کے دوست ننجا کی بجائے ایک سرپرائز پارٹی دے رہے ہیں، اس کا دل دوڑتا رہتا ہے، لیکن اسے خوشی ہوتی ہے۔ جذبات کا کون سا نظریہ اس حقیقت کی بہترین وضاحت کرتا ہے؟,کینن بارڈ|Schachter-گلوکار|جیمز لینج|ایرکسن بیلنٹ,high_school_psychology,1
کسی نایاب حالت کی تحقیق کے لیے چند مضامین کا بہت گہرائی سے مطالعہ کرنا کہلاتا ہے۔,ایک تجربہ|ایک کیس کا مطالعہ|قدرتی مشاہدہ|ارتباطی تحقیق,high_school_psychology,1
علمی نفسیات کے ماہرین جذبات کے کس نظریے کی حمایت کرتے ہیں؟,سماجی سہولت کا نظریہ|دو عنصر کا نظریہ|تھیلامک تھیوری|جیمز لینج کا نظریہ,high_school_psychology,1
منشیات کام کرتی ہیں کیونکہ وہ کیمیائی طور پر بہت ملتے جلتے ہیں۔,اینڈورفنز|ہارمونز|رطوبتیں|GABA,high_school_psychology,0
مندرجہ ذیل میں سے کون سا براہ راست لوگوں کے ہوائی سفری آفات، جوہری توانائی کے حادثات، اور دہشت گردی کے تشدد کے امکانات کے مبالغہ آمیز تصورات میں سب سے زیادہ تعاون کرتا ہے؟,یقین استقامت|فریمنگ اثر|حد سے زیادہ اعتماد|دستیابی کا جائزہ,high_school_psychology,3
علمی ماہرین کا دعویٰ ہے کہ کلاسیکی کنڈیشنگ کا نتیجہ ہے۔,غیر مشروط محرک اور غیر مشروط ردعمل کے درمیان تعلق|غیر مشروط محرک اور مشروط محرک کے درمیان تعلق|مشروط محرک اور غیر مشروط ردعمل کے درمیان تعلق|مشروط محرک کے بعد آنے والی چیزوں کی توقع,high_school_psychology,3
ایک ڈاکٹر کو شبہ ہے کہ اس کے مریض کا لینگویج پروسیسنگ ایریا دائیں نصف کرہ میں ہے۔ یہ سب سے زیادہ امکان کے استعمال کی طرف سے تصدیق کی جائے گی,کیٹ|ایم آر آئی|پی ای ٹی|ایم ایم پی آئی,high_school_psychology,2
مکینیکل توانائی کو الیکٹرو کیمیکل توانائی میں منتقل کیا جاتا ہے۔,غدود کے اثرات|پٹھوں کو متاثر کرنے والے|پریشر ریسیپٹرز|سلاخوں اور شنک,high_school_psychology,2
"ڈیوڈ نے 15 تحقیقی شرکاء کا ڈیٹا اکٹھا کیا۔ ان کے اسکور تھے: 42, 38, 14, 13, 12, 12, 11, 11, 11, 10, 10, 10, 9, 9, 9۔ مندرجہ ذیل میں سے کون سے اعداد و شمار اس ڈیٹا سیٹ کے مرکزی رجحان کی بہترین عکاسی کرتے ہیں؟",معیاری انحراف|ارتباط گتانک|موڈ|اوسط,high_school_psychology,3
کسی زبان میں معنی کی سب سے چھوٹی اکائیاں ہیں۔,فونیم|فینوٹائپس|سیمنٹکس|مورفیمز,high_school_psychology,3
نیوران کے فائر ہونے کے بعد،,ایک آرام دہ ممکنہ واپسی|ایک درجہ بندی کی صلاحیت بنتی ہے۔|ایک عمل کی صلاحیت پیدا ہوتی ہے|ہائپر پولرائزیشن کے نتائج,high_school_psychology,2
وہ قواعد جو جملے میں الفاظ اور فقروں کی جگہ کو کنٹرول کرتے ہیں کہلاتے ہیں۔,سیمنٹکس|گرائمر|نحو|فونیم,high_school_psychology,2
سولیڈاد کے ذریعہ تقویت کے کس شیڈول کی پیروی کی جاتی ہے، جو اس کے دوست کے بھیجے گئے ہر ای میل کا جواب دیتا ہے؟,مقررہ تناسب|مقررہ وقفہ|متغیر تناسب|مسلسل,high_school_psychology,3
سیکھی ہوئی بے بسی کی طاقت کی ایک مثال ہے۔,امید|مثبت طاقت|منفی کمک|کلاسیکی کنڈیشنگ,high_school_psychology,0
سوزی کے ڈیلن کے ساتھ پروم میں جانے کا فیصلہ کرنے کے بعد، میکس لاشعوری طور پر غصے میں تھا۔ میکس نے پھر اپنی تمام توانائیاں اپنے فن پارے میں لگا دیں۔ میکس کون سا دفاعی طریقہ کار استعمال کر رہا ہے؟,نقل مکانی|سربلندی|معقولیت|جبر,high_school_psychology,1
بندروں کے ساتھ کوہلر کے مطالعے کو مظاہرے کے طور پر دیکھا جاتا ہے۔,بندروں کی بات چیت کرنے کی صلاحیت۔|کہ بندر اپنے قدرتی ماحول سے اشیاء کو بطور اوزار استعمال کرنے کے قابل ہوتے ہیں۔|پریمیٹس میں اویکت سیکھنا۔|کہ سیکھنا بصیرت کے ذریعے ہو سکتا ہے۔,high_school_psychology,3
پنسل ڈرائنگ کرنے والا فنکار اپنی یا اپنی ڈرائنگ میں گہرائی بڑھانے کے لیے درج ذیل میں سے کون سی تکنیک استعمال کرسکتا ہے؟,ریٹنا تفاوت|ہم آہنگی|بندش|لکیری نقطہ نظر,high_school_psychology,3
بیرونی کان کا کردار ہے۔,ossicles کو متحرک کرنے کے لیے آواز کی لہروں کو منتقل کریں۔|اندرونی کان میں سیلیا کو پرجوش کرکے آواز کو منظم کریں۔|کان کے پردے کی حفاظت کریں جب کہ یہ آواز کو منتقل کرتا ہے۔|ہوا سے آوازیں اکٹھا کریں اور فوکس کریں۔,high_school_psychology,3
Piaget اس بات کا تعین کرنے کے لیے کیا ٹیسٹ کرے گا کہ آیا بچہ علمی نشوونما کے پہلے سے آپریشنل یا ٹھوس آپریشنل مرحلے میں ہے؟,آبجیکٹ کی مستقل مزاجی|منسلکہ|تحفظ کے تصورات|مفروضے کا امتحان,high_school_psychology,2
اسکول جاتے ہوئے، ایلیس نے ریڈیو پر کنسرٹ کے ٹکٹ دینے کے بارے میں سنا۔ اسے جیتنے کے لیے ساتویں کالر بننا ہے۔ اوپر کھینچتے ہوئے تاکہ وہ کال کر سکے، اس نے کئی بار خود سے نمبر دہرایا۔ ایلیس فون نمبر یاد رکھنے کے لیے درج ذیل میں سے کس کا استعمال کر رہی تھی؟,مشہور یادداشت|تفصیلی ریہرسل|چنکنگ|بحالی کی ریہرسل,high_school_psychology,3
مندرجہ ذیل میں سے کون سا دماغی ڈھانچہ بھوک کی تحریک میں سب سے زیادہ مرکزی طور پر شامل ہے؟,سیریبیلم|میڈولا|amygdala|ہائپوتھیلمس,high_school_psychology,3
آپ کو سیکھنے کے لیے الفاظ کی چار فہرستیں دی گئی ہیں: 1، 2، 3، اور 4۔ آپ کو فہرست 1، پھر فہرست 2، وغیرہ کو سیکھنا چاہیے۔ کون سی فہرست (زبانیں) فہرست 2 کو یاد رکھنے میں فعال مداخلت کا سبب بنیں گی؟,فہرست صرف 1|فہرست 3 صرف|فہرست 4 صرف|صرف 3 اور 4 کی فہرست,high_school_psychology,0
لسانی رشتہ داری کا وہرفین مفروضہ اس کی وضاحت میں مدد کرتا ہے۔,Eskimos برف سے متعلق بہت سے الفاظ ہیں|والدین بچوں سے بات کرتے وقت اونچی آواز کا استعمال کرتے ہیں۔|فونیمز مورفیمز کے ساتھ تبدیل نہیں ہوتے ہیں۔|ثقافتوں نے مختلف زبانیں تیار کیں۔,high_school_psychology,0
اندرونی کان کی نیم سرکلر نہریں کسی شخص کو برقرار رکھنے میں مدد کرنے کے لیے اہم ہیں۔,ٹون کا معیار|melatonin|بقیہ|olfaction,high_school_psychology,2
شریف کے ڈاکو غار کے مطالعہ نے اشارہ کیا کہ درج ذیل میں سے کون سا اصول گروپوں کے درمیان تناؤ کو کم کرنے میں بہترین مدد کرتا ہے؟,اعلی اہداف|ذمہ داری کا پھیلاؤ|گروپ پولرائزیشن|الگ الگ,high_school_psychology,0
بچے کے غلط برتاؤ کے بعد بچے کو دو ہفتوں تک گراؤنڈ کرنا اس کی ایک مثال ہے۔,بچنے والا منسلکہ|منفی سزا|تعمیل کی تعلیم|منفی کمک,high_school_psychology,1
کارٹون دیکھنے کے بعد جن میں کردار دوسرے کرداروں کو مارتے، گھونستے اور لات مارتے ہیں، نرسری اسکول کے طلباء بارنی کو دیکھنے کے مقابلے میں زیادہ جارحانہ رویے میں مشغول ہوتے ہیں۔ یہ مشاہدہ بہترین تائید کرتا ہے۔,نفسیاتی نظریہ|نفسیاتی نظریہ|سماجی سیکھنے کا نظریہ|انسانی نظریہ,high_school_psychology,2
کوآپریٹو لرننگ کے دوران، گروپ اے کے ممبران میں سے تمام طلباء ابتدائی طور پر سزائے موت کے مخالف تھے، جب کہ گروپ بی کے اراکین میں سے دو طالب علم سزائے موت کے مخالف تھے اور دو سزائے موت کے حق میں تھے۔ تحقیق کے مطابق، سزائے موت کے بارے میں ہر گروپ کے اندر شدید بحث کے بعد، ہم توقع کریں گے۔,دونوں گروپ اپنی پوزیشن کو معتدل کریں گے۔|گروپ اے کے ارکان اپنی پوزیشنوں کو معتدل کریں گے، لیکن گروپ بی کے ارکان اپنی اصل پوزیشن برقرار رکھیں گے۔|گروپ اے زیادہ مضبوطی سے مضبوط ہو جائے گا، جبکہ گروپ بی کے ممبران اپنی پوزیشن کو معتدل کریں گے۔|گروپ اے کے ارکان اپنی اصل پوزیشن برقرار رکھیں گے، لیکن گروپ بی کے ارکان اپنی پوزیشنوں کو معتدل کریں گے۔,high_school_psychology,2
دستبرداری کی علامات سب سے زیادہ براہ راست درج ذیل میں سے کس عمل کی وجہ سے ہوتی ہیں؟,رواداری|علیحدگی|چالو کرنے کی ترکیب|رول تھیوری,high_school_psychology,0
آج سوزن نے اپنی الرجی کے لیے ایک گولی کھائی جس سے اس کا بلڈ پریشر بڑھ گیا، اس کے دل کی دھڑکن تیز ہوئی، اور اس کے جسم کا درجہ حرارت بڑھ گیا۔ اب ٹریفک میں پھنس کر اسے غصہ آتا ہے۔ کل جب اس نے گولی کھائی تو وہ اپنے شوہر کے ساتھ تھی۔ جب اس کا بلڈ پریشر بڑھ گیا، اس کے دل کی رفتار تیز ہو گئی، وہ گرم ہو گئی، اور اس نے دلکش محسوس کیا۔ یہ تفصیل اس کی مثال دیتی ہے۔,موافقت کی سطح کا رجحان|دو عنصر کا نظریہ|جیمز لینج کا نظریہ|کینن بارڈ تھیوری,high_school_psychology,1
بچے اندرونی نمائندگی کے نظام کو تیار کرتے ہیں جو انہیں زبانی طور پر لوگوں، واقعات اور احساسات کو بیان کرنے کی اجازت دیتے ہیں جس کے دوران پیگیٹ کے علمی نشوونما کے مراحل میں سے کون سا مرحلہ ہے؟,سینسری موٹر|پری آپریشنل|علامتی|کنکریٹ آپریشنل,high_school_psychology,1
چنٹل کا کہنا ہے کہ اس کی ماں دبنگ اور دبنگ ہے۔ چنٹل کے تمام دوست اس بات پر متفق ہیں کہ وہ وہی ہے جس میں یہ خصوصیات ہیں، اس کی ماں نہیں۔ فرائڈ تجویز کرے گا کہ چنٹل کا طرز عمل مندرجہ ذیل میں سے کس دفاعی طریقہ کار کی مثال دیتا ہے؟,جبر|رجعت|پروجیکشن|نقل مکانی,high_school_psychology,2
مندرجہ ذیل میں سے کون سی اصطلاحات مخصوص گروہوں کے لیے منفی رویوں کے رویے کے جزو کو بیان کرتی ہیں؟,تعصب|کنڈیشنگ|کیتھرسس|امتیازی سلوک,high_school_psychology,3
ایک غیر جانبدار محرک جو ایک غیر مشروط محرک کا اشارہ دیتا ہے ایک ایسا ردعمل پیدا کرنا شروع کر دیتا ہے جو اس دوران غیر مشروط محرک کی توقع اور تیاری کرتا ہے۔,حصول کے ٹرائلز|عام کرنا|معدومیت کی آزمائشیں|اچانک بحالی,high_school_psychology,0
مندرجہ ذیل میں سے کون سی اصطلاح متعدد نفسیاتی عوارض کو بیان کرنے کے لیے استعمال کی جاتی ہے جن میں انسانی نفسیات کے تقریباً ہر جہت بشمول سوچ، ادراک، برتاؤ اور بات چیت میں خلل پڑتا ہے؟,شقاق دماغی|فکری معذوری۔|dissociative خرابی کی شکایت|ذہنی دباؤ,high_school_psychology,0
ایک شدید زیادہ وزن والا چوہا زیادہ تر ممکنہ طور پر زخم کے نتیجے میں ہوتا ہے۔,ہپپوکیمپس|تھیلامس|ہائپوتھیلمس|amygdala,high_school_psychology,2
کوچ پیری لانا کو کنڈرگارٹن فٹ بال ٹیم کا گول کیپر بننے کی تربیت دے رہا ہے۔ کوچ پیری گیند کو آہستہ آہستہ لانا کی طرف موڑ کر شروع کرتا ہے تاکہ وہ اسے روک سکے۔ وہ آہستہ آہستہ گیند کو تیزی سے اور گول کے مختلف حصوں تک لے جانا شروع کر دیتا ہے، ہر وقت اس کی کامیاب کوششوں کی تعریف کرتا ہے۔ کوچ پیری جو تکنیک استعمال کر رہا ہے اسے کہا جاتا ہے۔,اثر کا قانون.|جزوی کمک اثر.|تشکیل|دوسرے آرڈر کنڈیشنگ.,high_school_psychology,2
میوزک پلیئر پر والیوم کو بڑھانے سے آواز کا کون سا پہلو بدل جاتا ہے؟,لہر کا طول و عرض|لہر کی تعدد|ٹون کی پچ|ٹون کی نقل و حمل,high_school_psychology,0
"اس غدود کو بعض اوقات ""ماسٹر گلینڈ"" بھی کہا جاتا ہے جو دوسرے اینڈوکرائن غدود کے زیادہ تر عمل کو منظم کرتا ہے",تائرواڈ گلٹی|لبلبہ|پٹیوٹری غدود|گردے کے غدود,high_school_psychology,2
مغربی یورپ میں بیسویں صدی کے آخر میں کون سا نفسیاتی نقطہ نظر سب سے زیادہ مقبول تھا؟,نیورو سائنس|ارتقائی|سلوک کرنے والا|نفسیاتی,high_school_psychology,3
ڈاؤن سنڈروم کی سب سے عام شکل جنسی خلیوں کی تشکیل اور فرٹلائجیشن کے دوران ہوتی ہے۔,کروموسوم 19 کی تین کاپیاں|کروموسوم 21 کی تین کاپیاں|کروموسوم کا نقصان|XX کی علیحدگی کی ناکامی۔,high_school_psychology,1
اوڈیٹ اپنی 70ویں سالگرہ کے قریب ہے۔ پچھلے سال کے دوران، اسے بھوک میں کمی کا سامنا کرنا پڑا اور اسے سونے میں دشواری کا سامنا کرنا پڑا۔ وہ اپنے پسندیدہ مشاغل، باغبانی اور پل میں دلچسپی کھو چکی ہے۔ اوڈیٹ کی تشخیص ہونے کا سب سے زیادہ امکان ہے۔,ایک دماغی مرض کا نام ہے۔|موسمی جذباتی خرابی|بے خوابی اور بلیمیا۔|اہم ڈپریشن کی خرابی.,high_school_psychology,3
سائیکو تھراپی کی تمام شکلوں میں استعمال ہونے والا اصل ٹول کیا ہے؟,ایک مریض سے بات کرتے ہوئے|علمی/رویے کی مداخلت|بایومیڈیکل/علمی علاج|سومیٹک علاج,high_school_psychology,0
پاولوف کی کتوں کی کنڈیشنگ میں، وہ نقطہ جس پر کتوں نے بغیر خوراک کے لہجے کی آواز پر لعاب نکالا، کہا جاتا ہے۔,ایک غیر مشروط محرک|حصول|امتیاز|عام کرنا,high_school_psychology,1
انسانی نفسیات کے ماہرین کے مطابق، نفسیاتی عوارض زیادہ تر اس کی وجہ سے ہوتے ہیں۔,نیورو کیمیکل عدم توازن|غیر صحت بخش انتساب کے انداز۔|سیکھی انجمنیں.|نامکمل ضروریات.,high_school_psychology,3
"گسٹالٹ کے ادراک کے تنظیمی اصولوں کے مطابق، جب آپ ""i n car n a t e"" کو دیکھتے ہیں، تو آپ لفظ کار کو محسوس کرتے ہیں بجائے اس کے کہ in, Nate, at, یا ate، کی وجہ سے",تسلسل|فائی رجحان|مماثلت|قربت,high_school_psychology,3
کون سا سماجی نفسیاتی اصول تعصب کی بہترین وضاحت کرتا ہے؟,انفرادیت|اجتماعیت|خود کی خدمت کا تعصب|گروپ میں تعصب,high_school_psychology,3
فائنل سے ایک ماہ قبل، کونراڈ مطالعہ کا شیڈول بناتا ہے اور اپنے نوٹوں کا جائزہ لینا شروع کر دیتا ہے۔ فائنل سے دو ہفتے پہلے، کونراڈ تیاری کے لیے ہر روز گھنٹوں مطالعہ کر رہا ہے۔ موسم گرما کی تعطیلات کے آغاز پر فائنل کے فوراً بعد، کونراڈ فلو کے ساتھ نیچے آتا ہے۔ مندرجہ ذیل میں سے کون سا نظریہ واقعات کے اس سلسلے کی بہترین وضاحت کرتا ہے؟,سیلی کا عمومی موافقت سنڈروم|یرکس ڈوڈسن قانون|Thorndike کے اثر کا قانون|فیسٹنگر کا علمی اختلاف کا نظریہ,high_school_psychology,0
اینڈورفنز وہ کیمیکل ہیں جو,موڈ کو بلند کریں اور درد کو کم کریں۔|ہوشیاری میں اضافہ کریں اور غنودگی کو کم کریں۔|نیوران کی فائرنگ کے لیے دہلیز کو کم یا بڑھا دیں۔|خون دماغی رکاوٹ کو عبور نہیں کر سکتا,high_school_psychology,0
ایک معالج نے اپنے مریض کے مسائل کا تجزیہ کرنے میں مدد کے لیے Rorschach inkblot ٹیسٹ کا استعمال کیا۔ وہ غالباً ایک تھا۔,ماہر نفسیات|شخص پر مبنی معالج|رویے کے ماہر نفسیات|مصدقہ طبی سماجی کارکن,high_school_psychology,0
جو لوگ پہلے ساتھ نہیں ملے تھے وہ اکثر باہمی بحران کے عالم میں اپنے اختلافات کو ایک طرف رکھ سکتے ہیں۔ ان کے ساتھ مل کر کام کرنے کی ضرورت کو اکثر a(n) کہا جاتا ہے۔,فرقہ وارانہ مقصد|اعلیٰ مقصد|ماتحت مقصد|اتحاد کی تشکیل,high_school_psychology,1
